,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-1121000.000,,,,-371000.000,,
AllocatedShareBasedCompensationExpense,,9320000.000,4438000.000,,9097000.000,3094000.000,13557000.000
AmortizationOfFinancingCosts,0.000,,,,,,
AssetImpairmentCharges,0.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,-4596000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,-112000.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,100000.000,,100000.000,,100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,88447000.000,,,,53475000.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,0.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-5458000.000,,,,0.000,,
CommonStockDividendsPerShareDeclared,0.080,0.080,0.080,0.080,0.100,0.100,0.100
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,6182000.000,15493000.000,3848000.000
CostOfGoodsSold,14331000.000,18237000.000,17169000.000,17151000.000,20933000.000,21770000.000,19601000.000
DeferredIncomeTaxExpenseBenefit,-5124000.000,,,,-14290000.000,,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,1200000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,400000.000,,,1210000.000,,1200000.000
DefinedBenefitPlanInterestCost,,,,,400000.000,400000.000,400000.000
DefinedBenefitPlanPurchasesSalesAndSettlements,,,,,400000.000,12100000.000,400000.000
DefinedBenefitPlanServiceCost,,,,,200000.000,300000.000,300000.000
DepreciationAndAmortization,7324000.000,7110000.000,7254000.000,10921000.000,18081000.000,18077000.000,18322000.000
DepreciationDepletionAndAmortization,7324000.000,,,,18081000.000,,
DerivativeGainLossOnDerivativeNet,0.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-8915000.000,-5196000.000,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,-3186000.000,-1698000.000,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,82000.000,87000.000,,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,118000.000,70000.000,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,200000.000,157000.000,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,0.000,,,,,,
EarningsPerShareBasic,0.320,0.460,0.310,0.950,0.090,0.250,0.020
EarningsPerShareBasicUndistributed,,,,,,0.250,0.020
EarningsPerShareDiluted,0.300,0.430,0.290,0.860,0.090,0.240,0.020
EffectOfExchangeRateOnCashAndCashEquivalents,147000.000,,,,186000.000,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,618000.000,,,,3967000.000,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,618000.000,,,,3967000.000,,
GainLossOnDispositionOfIntangibleAssets,0.000,,,,3000000.000,,
GainLossOnSaleOfInvestments,-7000.000,,,,70000.000,,
GainLossOnSaleOfPropertyPlantEquipment,0.000,,,,,,
GrossProfit,150582000.000,172590000.000,167499000.000,163567000.000,180810000.000,174784000.000,160594000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,0.000,,2259000.000,,,,2745000.000
ImpairmentOfInvestments,0.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,44571000.000,59989000.000,36041000.000,42557000.000,10016000.000,25098000.000,1824000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,26685000.000,34512000.000,22950000.000,22810000.000,5349000.000,14926000.000,937000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.440,0.550,0.360,0.370,0.090,0.250,0.020
IncomeLossFromContinuingOperationsPerDilutedShare,0.410,0.510,0.340,0.330,0.090,0.240,0.020
IncomeLossFromDiscontinuedOperationsNetOfTax,-7325000.000,-5729000.000,-3498000.000,36135000.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.120,-0.090,-0.060,0.590,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.120,-0.090,-0.060,0.590,0.000,0.000,0.000
IncomeTaxExpenseBenefit,17886000.000,25477000.000,13091000.000,19747000.000,4667000.000,10172000.000,887000.000
IncomeTaxesPaidNet,,32000000.000,13000000.000,,11300000.000,31100000.000,1400000.000
