,2011-07-01,2011-09-30,2011-12-30,2012-03-31,2012-06-29,2012-09-28,2012-12-28,2013-03-31,2013-06-28,2013-09-27,2013-12-27,2014-06-27,2014-09-26,2014-12-26
AllocatedShareBasedCompensationExpense,,,,,29000.000,49000.000,46000.000,43000.000,29000.000,41000.000,40000.000,21000.000,16000.000,15000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,47000.000,,,39000.000,,
AmortizationOfIntangibleAssets,342000.000,342000.000,344000.000,346000.000,292000.000,291000.000,293000.000,305000.000,250000.000,259000.000,260000.000,205000.000,181000.000,153000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,2900000.000,,,,3600000.000,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,7100000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1389000.000,,,,-77000.000,,,,-38000.000,,,1313000.000,,
ConcentrationRiskPercentage1,,,,,,,,,,0.280,,,,
CostOfGoodsSold,4742000.000,4785000.000,3828000.000,4282000.000,3972000.000,3612000.000,3381000.000,3858000.000,4151000.000,4747000.000,5562000.000,4744000.000,5165000.000,3936000.000
Depreciation,257000.000,,,,200000.000,,,,222000.000,,,174000.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,-196000.000,107000.000,-124000.000,45000.000,46000.000,140000.000
EarningsPerShareBasic,0.000,,,,-0.030,,,,-0.030,,,-0.010,,
EarningsPerShareBasicAndDiluted,,-0.010,-0.030,,,-0.040,-0.030,,-0.030,-0.020,-0.050,-0.010,-0.010,-0.020
EarningsPerShareDiluted,0.000,,,,-0.030,,,,-0.030,,,-0.010,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,-4000.000,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,-45000.000,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,0.000,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,,,,,,-45000.000,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,-32000.000,,,,,
GeneralAndAdministrativeExpense,1159000.000,1300000.000,1062000.000,891000.000,1053000.000,1119000.000,1087000.000,995000.000,1124000.000,1202000.000,1135000.000,1276000.000,1087000.000,928000.000
GrossProfit,3378000.000,3567000.000,2690000.000,2223000.000,2244000.000,1974000.000,2453000.000,2155000.000,2927000.000,2789000.000,1888000.000,2919000.000,2624000.000,1869000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,-925000.000,-578000.000,-1618000.000,-268000.000,-368000.000,-701000.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-257000.000,,,,39000.000,,,,88000.000,,,-433000.000,,
IncreaseDecreaseInAccountsReceivable,227000.000,,,,-196000.000,,,,,,,-72000.000,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,492000.000,142000.000,84000.000,-12000.000,17000.000,-4000.000,13000.000,,,,,,,
IncreaseDecreaseInInventories,287000.000,,,,-267000.000,,,,450000.000,,,-64000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-33000.000,,,,71000.000,,,,-48000.000,,,340000.000,,
InterestExpense,31000.000,31000.000,30000.000,,33000.000,30000.000,34000.000,105000.000,160000.000,165000.000,154000.000,181000.000,129000.000,124000.000
InterestExpenseRelatedParty,15000.000,13000.000,10000.000,3000.000,,,,,,,,,,
InterestPaid,62000.000,,,,31000.000,,,,92000.000,,,97000.000,,
InvestmentIncomeInterest,2000.000,2000.000,1000.000,0.000,,,7000.000,,,,1000.000,,,
NetCashProvidedByUsedInFinancingActivities,-380000.000,,,,86000.000,,,,524000.000,,,1819000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-380000.000,,,,86000.000,,,,524000.000,,,1819000.000,,
NetCashProvidedByUsedInInvestingActivities,-432000.000,,,,-105000.000,,,,-95000.000,,,5000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-432000.000,,,,-105000.000,,,,-95000.000,,,5000.000,,
NetCashProvidedByUsedInOperatingActivities,-577000.000,,,,-58000.000,,,,-463000.000,,,-511000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-577000.000,,,,-58000.000,,,,-463000.000,,,-511000.000,,
NetIncomeLoss,18000.000,-254000.000,-812000.000,-1064000.000,-993000.000,-1287000.000,-1026000.000,-1081000.000,-925000.000,-578000.000,-1618000.000,-268000.000,-368000.000,-701000.000
NonoperatingIncomeExpense,,,,,,,,,-399000.000,-32000.000,-307000.000,-127000.000,-96000.000,5000.000
OperatingExpenses,3808000.000,3921000.000,3550000.000,3243000.000,3221000.000,3248000.000,3465000.000,3277000.000,3453000.000,3335000.000,3199000.000,3060000.000,2896000.000,2575000.000
OperatingIncomeLoss,-430000.000,-354000.000,-860000.000,-1020000.000,-977000.000,-1274000.000,-1012000.000,-1122000.000,-526000.000,-546000.000,-1311000.000,-141000.000,-272000.000,-706000.000
OtherNonoperatingIncomeExpense,,,3000.000,,,21000.000,,,-43000.000,26000.000,-30000.000,9000.000,-13000.000,-11000.000
PaymentsToAcquireIntangibleAssets,64000.000,,,,10000.000,,,,64000.000,,,35000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,368000.000,,,,95000.000,,,,31000.000,,,85000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,2914000.000,,
ProceedsFromLinesOfCredit,,,,,800000.000,,,,922000.000,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,,,,,,,,,,-853000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,,125000.000,,
ProceedsFromStockOptionsExercised,9000.000,,,,,,,,,,,,,
RepaymentsOfBankDebt,145000.000,,,,84000.000,,,,84000.000,,,56000.000,,
RepaymentsOfDebtAndCapitalLeaseObligations,,,,,,,,,,,,6000.000,,
RepaymentsOfLinesOfCredit,,,,,500000.000,,,,,,,,,
RepaymentsOfRelatedPartyDebt,75000.000,,,,,,,,,,,,,
RepaymentsOfSecuredDebt,,,,,,,,,178000.000,,,180000.000,,
RepaymentsOfUnsecuredDebt,169000.000,,,,130000.000,,,,136000.000,,,,,
ResearchAndDevelopmentExpense,1692000.000,1714000.000,1660000.000,1475000.000,1371000.000,1342000.000,1558000.000,1412000.000,1492000.000,1234000.000,1164000.000,1009000.000,1051000.000,959000.000
Revenues,8120000.000,8352000.000,6518000.000,6505000.000,6216000.000,5586000.000,5834000.000,6013000.000,7078000.000,7536000.000,7450000.000,7663000.000,7789000.000,5805000.000
SalesRevenueNet,8120000.000,8352000.000,6518000.000,6505000.000,6216000.000,5586000.000,5834000.000,6013000.000,7078000.000,7536000.000,7450000.000,7663000.000,7789000.000,5805000.000
SellingAndMarketingExpense,615000.000,565000.000,484000.000,531000.000,505000.000,496000.000,527000.000,565000.000,587000.000,640000.000,640000.000,570000.000,577000.000,535000.000
ShareBasedCompensation,36000.000,,,,29000.000,,,,29000.000,,,21000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,,,,,,,4000.000,16000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,,,,,,,,,0.760,0.500,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,,,40000.000,50000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,0.480,0.660,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,76000.000,,,,26000.000,12000.000,,-25000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,,0.820,,,,0.890,0.480,,0.950,
