,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-09-30,2015-10-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,465131.000,355932.000,326285.000,518890.000,470772.000,532403.000,494411.000,,768759.000
AccountsPayableCurrent,16711.000,18055.000,24735.000,21741.000,22861.000,23981.000,25661.000,2341.000,2341.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,23689.000,22911.000,21158.000,21083.000,20109.000,18482.000,,,18609.000
AccountsReceivableNetCurrent,,,,,,,,,,191439.000,124182.000,180606.000,152879.000,231071.000,78995.000,151810.000,,96884.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,71439.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,-108.000,-113.000,,
AdditionalPaidInCapital,24800.000,24800.000,24800.000,93800.000,93800.000,93800.000,93800.000,93800.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,93800.000,2251419.000,3120118.000,3245999.000,3337911.000,3449509.000,4649056.000,4159137.000,,4090291.000
AdvanceRoyaltiesCurrent,,,,,,,,,,,140000.000,140000.000,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,106617.000,,,,,
Assets,,,,,,,,,,821621.000,893249.000,767069.000,550180.000,482410.000,1067431.000,435637.000,,408363.000
AssetsCurrent,4323.000,4305.000,,66829.000,58444.000,61989.000,56019.000,7619.000,3939.000,799161.000,872643.000,746648.000,531825.000,466578.000,438948.000,378221.000,,393942.000
Cash,4323.000,4305.000,,66829.000,58444.000,53939.000,52019.000,4369.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,4323.000,4305.000,,,58444.000,53939.000,52019.000,4369.000,1439.000,309000.000,128783.000,47541.000,79235.000,83084.000,152680.000,39273.000,,56898.000
CashEquivalentsAtCarryingValue,,,,66829.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001
CommonStockSharesAuthorized,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,,,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,,750000000.000
CommonStockSharesIssued,45500000.000,45500000.000,45500000.000,46500000.000,46500000.000,46500000.000,,,46500000.000,46505544.000,48860878.000,49651766.000,51151766.000,54023354.000,151877817.000,161481887.000,,532165512.000
CommonStockSharesOutstanding,,,,46500000.000,46500000.000,46500000.000,,,46500000.000,46505544.000,48860878.000,49651766.000,51151766.000,54023354.000,151877817.000,161481887.000,,532165512.000
CommonStockValue,45500.000,45500.000,,46500.000,46500.000,46500.000,46500.000,46500.000,46500.000,,48862.000,49653.000,51153.000,54025.000,151879.000,161482.000,,532164.000
CommonStockValueOutstanding,,,45500.000,,,,,,,46506.000,,,,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,375000.000,525000.000,432378.000,525000.000,70479.000,105980.000,181426.000,,71288.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,4835.000,111459.000,58999.000,546658.000,536458.000,467560.000,,941063.000
DeferredCreditsAndOtherLiabilitiesCurrent,,,,,,,,,,142307.000,154179.000,219267.000,338263.000,262084.000,233259.000,315327.000,,102395.000
DeferredRevenue,,,,,,,,,,,,,,,,315327.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,1027802.000,,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,2776.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,,,,,,,39768.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,1070346.000,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,,87351.000,129176.000,177907.000,139409.000,273084.000,188391.000,,427456.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,96168.000,98758.000,109456.000,-114812.000,-124483.000,-122325.000,-130045.000,-135220.000,138900.000,,,,,,,,,
DueToOtherRelatedPartiesCurrent,,,,,19766.000,20033.000,20103.000,,,,,,,,,,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,198.000,,,,,,,,,,
DueToRelatedPartiesCurrent,13480.000,14708.000,14421.000,19600.000,,,,,198.000,23689.000,22911.000,21158.000,21083.000,20109.000,,17239.000,,18609.000
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,,87351.000,129176.000,177907.000,139409.000,273084.000,188391.000,,427456.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,,,,,,,,,,,87351.000,129176.000,177907.000,139409.000,273084.000,188391.000,,427456.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,,,,614393.000,44833.000,,3703.000
InventoryFinishedGoods,,,,,,,,,,,,,230885.000,,,,,
InventoryGross,,,,,,,,,,,,,271941.000,,,,,
InventoryNet,,,,,,,,,,296547.000,266878.000,243748.000,271941.000,151063.000,179844.000,136542.000,,93135.000
InventoryRawMaterials,,,,,,,,,,,,,41056.000,,,,,
Liabilities,,,,,,,,,,1337783.000,1535635.000,1610137.000,1918749.000,1775665.000,2007401.000,1993986.000,,2633822.000
LiabilitiesAndStockholdersEquity,4323.000,4305.000,,66829.000,58444.000,61989.000,56019.000,7619.000,3939.000,821621.000,893249.000,767069.000,550180.000,482410.000,1067431.000,435637.000,,408363.000
LiabilitiesCurrent,30191.000,32763.000,39156.000,41341.000,42627.000,44014.000,45764.000,2539.000,2539.000,698262.000,761785.000,841305.000,1235919.000,1556381.000,1764676.000,1670370.000,,2562534.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,,,,,,,,250000.000,,,,,
LinesOfCreditCurrent,,,,,,,,,,17101.000,36080.000,33960.000,33098.000,29887.000,38764.000,36234.000,,33497.000
LoansPayable,,,,,,,,,,242679.000,281596.000,270274.000,208901.000,201231.000,189618.000,177616.000,,180052.000
LoansPayableCurrent,,,,,,,,,,50034.000,100497.000,,51071.000,52426.000,52873.000,35426.000,,180052.000
LongTermLoansPayable,,,,,,,,,,192645.000,181099.000,270274.000,157830.000,148805.000,136745.000,142190.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,36608.000,35036.000,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,36608.000,,,,,
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,,71876.000,67751.000,66180.000,,35036.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,16875.000,,79500.000,,,79500.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,16875.000,,39000.000,,,39000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,40500.000,,,40500.000
OperatingLossCarryforwards,,,,,,23567.000,,,,,,,2812000.000,,,,,
