,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2017-03-31
AdjustmentForAmortization,,,,2100000.000,2500000.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,600000.000,,,2663000.000,2470000.000,2259000.000,3412000.000,4091000.000,4154000.000,4399000.000,4994000.000,3863000.000,3880000.000,12304000.000,986000.000,790000.000,,
AmortizationOfDebtDiscountPremium,,,2974000.000,,,,2624000.000,,,,2318000.000,,,,2342000.000,2400000.000,2400000.000,2399000.000,,,2510000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,2400000.000,2500000.000,2500000.000
AmortizationOfIntangibleAssets,,,,,,,21453000.000,,,,19972000.000,,,,17297000.000,,,,,,9092000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,56500000.000,0.000,,39800000.000,,,,23200000.000,,,,,,1200000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1041000.000,,,,-5244000.000,,,,4478000.000,,,,15487000.000,,,,,,19894000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,,,,1056000.000,18308000.000,,0.000,0.000,
DeferredIncomeTaxExpenseBenefit,,,-5980000.000,,,,-9573000.000,,,,-7631000.000,,,,-9961000.000,,,,,,-6030000.000
DeferredOtherTaxExpenseBenefit,,,,7200000.000,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,1889000.000,11219000.000,35678000.000,36200000.000,35239000.000,35026000.000,28930000.000,28935000.000,28942000.000,25704000.000,28881000.000,29071000.000,29143000.000,28180000.000,25311000.000,25724000.000,25547000.000,25523000.000,22969000.000,21957000.000,16282000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,-14000.000,-7000.000,0.000,0.000,,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,1006000.000,-68000.000,,-733000.000,2138000.000,-214000.000,-3020000.000,,,,,,,,,,,
DerivativeInstrumentsGainRecognizedInIncome,,,,,100000.000,,,,,,,,,,,,,,,,
DerivativeInstrumentsLossRecognizedInIncome,,,,800000.000,600000.000,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,63200000.000,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,4377000.000,64684000.000,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,5529000.000,35426000.000,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,4382000.000,1458000.000,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,11000000.000,3534000.000,,,,,,,,,,,,,,,,
DividendsPreferredStockCash,,,,3300000.000,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.030,0.640,-0.120,0.010,0.240,-0.460,-0.070,0.110,0.010,0.710,-0.040,0.060,0.010,0.020,,,,,0.000,1.580,-0.250
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,-0.050,,,,,,
EarningsPerShareDiluted,0.030,0.600,-0.120,0.010,0.240,-0.460,-0.070,0.110,0.010,0.700,-0.040,0.060,0.010,0.020,,,,,0.000,1.580,-0.250
EffectiveIncomeTaxRateContinuingOperations,,,,0.609,-0.836,,,,0.724,,0.450,0.417,0.583,,0.464,0.508,0.101,,0.540,0.414,0.449
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,,,,0.350,0.350,0.350,-0.700,0.350,,,,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,,,,,,,0.010,,,,,,,,,,,,,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,,,,0.000,,,,0.000,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,129000.000,,738000.000,2106000.000,-172000.000,-820000.000,0.000,0.000,0.000,0.000,,,,,,,
GainLossOnSaleOfEquityInvestments,,11636000.000,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfOtherAssets,,,,,,,1309000.000,-91000.000,5198000.000,,538000.000,360000.000,373000.000,71000.000,-819000.000,84000.000,-57000.000,-2064000.000,3146000.000,94014000.000,2606000.000
GainLossOnSaleOfPropertyPlantEquipment,,,262000.000,,,,-1309000.000,,,,538000.000,,,,-819000.000,,,,,,2606000.000
GainsLossesOnExtinguishmentOfDebt,-4366000.000,,,,,,,-4539000.000,0.000,,,0.000,0.000,,,,,,,,
GeneralAndAdministrativeExpense,9139000.000,44654000.000,16692000.000,16802000.000,12979000.000,10965000.000,13866000.000,7760000.000,11757000.000,26447000.000,19194000.000,19264000.000,14756000.000,23214000.000,13462000.000,12496000.000,34253000.000,13192000.000,11414000.000,9960000.000,10955000.000
GoodwillAcquiredDuringPeriod,,,,,,,11461000.000,,,,0.000,,,,0.000,,,,,,
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,,,,565584000.000,,1816000.000,0.000,
GoodwillPurchaseAccountingAdjustments,,,,,,,-1889000.000,,,,-726000.000,,,,0.000,,,,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,,,,,1129000.000,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,,0.000,0.000,,,,,,,,,,1800000.000,,
ImpairmentOfIntangibleAssetsFinitelived,,,,12435000.000,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,-8988000.000,27101000.000,7037000.000,18463000.000,-9269000.000,15137000.000,2540000.000,3361000.000,-12015000.000,12299000.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3711000.000,-11095000.000,-18105000.000,-4561000.000,14612000.000,-110675000.000,-19755000.000,33592000.000,25400000.000,-64088000.000,-16877000.000,25900000.000,6048000.000,6952000.000,-22372000.000,24991000.000,-603034000.000,8081000.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-1763000.000,26787000.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.050,0.100,,-0.070,0.110,0.010,0.100,-0.040,0.060,0.010,0.020,,0.050,-2.320,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.050,0.100,,-0.070,0.110,0.010,0.100,-0.040,0.060,0.010,0.020,,0.050,-2.320,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,9906000.000,29258000.000,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,0.060,0.140,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.060,0.140,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,
IncomeLossFromSubsidiariesNetOfTax,,,,,,,,,,,,,,,,,,,,,0.000
IncomeTaxExpenseBenefit,2370000.000,-70633000.000,-5975000.000,2798000.000,-12175000.000,-11200000.000,-10767000.000,6491000.000,18363000.000,-82551000.000,-7608000.000,10763000.000,3508000.000,3591000.000,-10357000.000,12692000.000,-60855000.000,12680000.000,,,
IncomeTaxExpenseBenefitContinuingOperations,,,,,,,,,18400000.000,,,,,,,,,,,,
IncomeTaxesPaid,,,107000.000,,,,,,,,,,,,,,,,,,
IncomeTaxesPaidNet,,,,,,,-270000.000,,,,8708000.000,,,,-112000.000,,,,,,463000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9425000.000,,,,-1945000.000,,,,4087000.000,,,,-9406000.000,,,,,,12852000.000
IncreaseDecreaseInAccountsPayableTrade,,,-325000.000,,,,-49000.000,,,,-466000.000,,,,765000.000,,,,,,-820000.000
IncreaseDecreaseInAccountsReceivable,,,-42186000.000,,,,-42933000.000,,,,-32065000.000,,,,-29888000.000,,,,,,-17234000.000
IncreaseDecreaseInOperatingCapital,,,,,,,-38045000.000,,,,-18442000.000,,,,-10023000.000,,,,,,-15417000.000
IncreaseDecreaseInOtherOperatingAssets,,,124000.000,,,,-252000.000,,,,1336000.000,,,,574000.000,,,,,,-309000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-2011000.000,,,,-1460000.000,,,,-5839000.000,,,,-3822000.000,,,,,,-962000.000
IncreaseDecreaseInOtherReceivables,,,28000.000,,,,-178000.000,,,,-234000.000,,,,1648000.000,,,,,,767000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,611000.000,,,,1864000.000,,,,10303000.000,,,,5180000.000,,,,,,12429000.000
IncreaseDecreaseInRestrictedCashAndInvestments,,,,,,,175000.000,,,,0.000,,,,-1641000.000,,,,,,-209000.000
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,,,,,,,41195000.000,,,,,,,,,,,,,,
IndefiniteLivedIntangibleAssetsImpairmentLosses,,,,,,,14700000.000,,,,,,,,,,,,,,
IndefinitelivedIntangibleAssetsAcquired,,,,,,,,,,,0.000,,,,0.000,,,,,,
InterestExpense,9182000.000,,,49619000.000,49757000.000,,44252000.000,43833000.000,45194000.000,43702000.000,35934000.000,36468000.000,36647000.000,36484000.000,34984000.000,35412000.000,35691000.000,35592000.000,34486000.000,34929000.000,34063000.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,,,,,,-35385000.000,-35669000.000,,-34346000.000,-34790000.000,-34026000.000
InterestPaid,,,37037000.000,,,,28692000.000,,,,23520000.000,,,,20229000.000,,,,,,19448000.000
InvestmentIncomeInterest,4000.000,,262000.000,,,,,,,,,342000.000,352000.000,,358000.000,27000.000,22000.000,26000.000,140000.000,139000.000,37000.000
LicenseCosts,560000.000,530000.000,839000.000,885000.000,928000.000,904000.000,969000.000,759000.000,628000.000,1360000.000,1557000.000,1648000.000,2021000.000,1969000.000,2498000.000,2572000.000,2515000.000,2544000.000,2482000.000,2481000.000,2707000.000
LossOnDerivativeInstrumentsPretax,1205000.000,1436000.000,-88000.000,841000.000,,,,,,,,,,,,,,,,,
ManagementFeesRevenue,1125000.000,458000.000,30000.000,296000.000,1190000.000,1165000.000,,0.000,917000.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-58437000.000,,,,-6290000.000,,,,-32117000.000,,,,-92000.000,,,,,,-94000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-58437000.000,,,,-6290000.000,,,,-32117000.000,,,,-92000.000,,,,,,-94000.000
NetCashProvidedByUsedInInvestingActivities,,,-800000.000,,,,-53760000.000,,,,-281000.000,,,,-5399000.000,,,,,,563000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-800000.000,,,,-53760000.000,,,,-281000.000,,,,-5399000.000,,,,,,563000.000
NetCashProvidedByUsedInOperatingActivities,,,60278000.000,,,,54806000.000,,,,36876000.000,,,,20978000.000,,,,,,19425000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,60278000.000,,,,54806000.000,,,,36876000.000,,,,20978000.000,,,,,,19425000.000
NetIncomeLoss,1341000.000,59538000.000,-12130000.000,8143000.000,56045000.000,-84787000.000,-8988000.000,27101000.000,7037000.000,150933000.000,-9269000.000,15137000.000,2540000.000,3361000.000,-12015000.000,12299000.000,-542179000.000,-4599000.000,1066000.000,46321000.000,-7395000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-17830000.000,1352000.000,50771000.000,-88454000.000,-12140000.000,23946000.000,2668000.000,150933000.000,-9269000.000,15137000.000,2540000.000,3361000.000,,,,,,,
NonoperatingIncomeExpense,-13636000.000,-7686000.000,-50541000.000,-49693000.000,-49981000.000,-53319000.000,-44119000.000,-48883000.000,-45334000.000,-73881000.000,-35999000.000,-32533000.000,-35852000.000,-35423000.000,-34247000.000,-23012000.000,-35820000.000,-20740000.000,-34350000.000,-33908000.000,-33943000.000
OperatingCostsAndExpenses,39158000.000,77873000.000,159759000.000,168746000.000,161740000.000,171266000.000,164172000.000,171762000.000,174038000.000,158280000.000,108493000.000,101802000.000,106574000.000,116727000.000,100807000.000,91019000.000,94829000.000,109771000.000,97133000.000,115348000.000,101780000.000
OperatingExpenses,51831000.000,135712000.000,212880000.000,235909000.000,210757000.000,332231000.000,208508000.000,207201000.000,210339000.000,212724000.000,272922000.000,269814000.000,271985000.000,286872000.000,259204000.000,251331000.000,856655000.000,280004000.000,250528000.000,173119000.000,243508000.000
OperatingIncomeLoss,17347000.000,-3409000.000,32436000.000,45132000.000,64593000.000,-57356000.000,24364000.000,82475000.000,70734000.000,9793000.000,19122000.000,58433000.000,41900000.000,42375000.000,11875000.000,48003000.000,-567214000.000,28821000.000,36665000.000,113017000.000,20522000.000
OtherNonoperatingIncomeExpense,-92000.000,181000.000,,-74000.000,-224000.000,,133000.000,-511000.000,-140000.000,216000.000,-65000.000,3593000.000,443000.000,367000.000,379000.000,12373000.000,-151000.000,1604000.000,-4000.000,882000.000,83000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,3125000.000,,,,2652000.000,,,,0.000,,,,,,,,,,
PaymentsOfFinancingCosts,,,,,,,,,,,21000.000,,,,0.000,,,,,,94000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,52066000.000,,,,0.000,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,1122000.000,,,,1986000.000,,,,1335000.000,,,,10095000.000,,,,,,5736000.000
PreferredStockDividendsAndOtherAdjustments,,,5700000.000,6791000.000,5274000.000,3667000.000,3152000.000,3155000.000,4369000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
ProceedsFromDivestitureOfInterestInConsolidatedSubsidiaries,,,,,,,,,,,0.000,,,,0.000,,,,,,
ProceedsFromIssuanceOfWarrants,,,,,,,12000.000,,,,38000.000,,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,322000.000,,,,467000.000,,,,1054000.000,,,,3055000.000,,,,,,6090000.000
ProceedsFromStockOptionsExercised,,,,,,,,,,,117000.000,,,,0.000,,,,,,
ProceedsFromWarrantExercises,,,34000.000,,,,,,,,38000.000,,,,1000.000,,,,,,0.000
ProvisionForDoubtfulAccounts,,,3361000.000,,,,529000.000,,,,568000.000,,,,596000.000,,,,,,709000.000
RepaymentsOfLongTermDebt,,,54000000.000,,,,3313000.000,,,,30937000.000,,,,0.000,,,,,,
RepaymentsOfSeniorDebt,,,,,,,575800000.000,,,,575800000.000,,,,,,,,,,
SalesRevenueServicesNet,69178000.000,132303000.000,245316000.000,281041000.000,275350000.000,274875000.000,232872000.000,289676000.000,281073000.000,222517000.000,292044000.000,328247000.000,313885000.000,329247000.000,271079000.000,299334000.000,289441000.000,308825000.000,287193000.000,286136000.000,264030000.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,,,115335000.000,118389000.000,119864000.000,116853000.000,116307000.000,118548000.000,115562000.000,126910000.000,117860000.000,117387000.000,114390000.000
ShareBasedCompensation,598000.000,956000.000,6978000.000,5928000.000,2764000.000,-3777000.000,2663000.000,,,,4091000.000,,,,3863000.000,,,,,,538000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,,,,,,,,,,,75000.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,0.000,,,,1100000.000,,,,0.000,,,,,,0.000
UnrealizedGainLossOnDerivatives,,,3000.000,,,,733000.000,,,,-14000.000,,,,0.000,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,41784558.000,80364347.000,149369152.000,157710861.000,176352267.000,-320828398.000,174748001.000,179553341000.000,183131260000.000,-362672504426.000,215703667.000,229069397.000,233222153.000,-449032059.000,,233486283.000,233556066.000,,234692018.000,29275111.000,29306374.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,,233125055.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,40762233.000,75186757.000,149369152.000,157710861.000,169510007.000,-313986138.000,174748001.000,176481592000.000,179699739000.000,-356172436118.000,215703667.000,224456934.000,231885444.000,-445903589.000,,233278660.000,233556066.000,,234329021.000,29275111.000,29306374.000
