,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AircraftMaintenanceMaterialsAndRepairs,13367928.000,16648569.000,14789573.000,4700761.000
AircraftRentalAndLandingFees,1906682.000,1417918.000,,
AmortizationOfFinancingCostsAndDiscounts,78153.000,641339.000,641339.000,819133.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2123112.000,-705359.000,3710293.000,-4395654.000
CurrentIncomeTaxExpenseBenefit,,477722.000,122973.000,-71908.000
DeferredIncomeTaxExpenseBenefit,5586974.000,1025231.000,-233467.000,-3964405.000
DeferredOtherTaxExpenseBenefit,,1025230.000,-233462.000,-3964405.000
DefinedBenefitPlanContributionsByEmployer,,299605.000,280753.000,197861.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,,0.040,,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,0.040,0.040
DepreciationDepletionAndAmortization,5236110.000,5830006.000,6399943.000,6264804.000
EarningsPerShareBasic,0.780,0.330,-0.050,-0.820
EarningsPerShareDiluted,0.780,0.320,-0.050,-0.820
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340
FuelCosts,38954692.000,41871066.000,35667468.000,16434842.000
GainsLossesOnExtinguishmentOfDebt,13696695.000,,,-996093.000
GainsLossesOnRestructuringOfDebt,599945.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,7700000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,17403159.000,4405088.000,-553159.000,-11407175.000
IncomeTaxExpenseBenefit,6714891.000,1502952.000,-110488.000,-4036313.000
IncomeTaxExpenseBenefitContinuingOperations,,1502952.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-36283.000,-104942.000,58279.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,-232413.000,87419.000,94921.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,1497730.000,-188074.000,-3878439.000
IncomeTaxReconciliationNondeductibleExpense,,139389.000,102827.000,55826.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,134530.000,-7718.000,-366900.000
IncomeTaxesPaidNet,368576.000,1454359.000,189809.000,6661.000
IncreaseDecreaseInAccountsPayable,1068028.000,302913.000,-920745.000,-1506784.000
IncreaseDecreaseInAccountsReceivable,845050.000,-710028.000,-2116565.000,-1781675.000
IncreaseDecreaseInDeferredRevenue,-35434.000,,,
IncreaseDecreaseInDepositOtherAssets,-305501.000,41057.000,,
IncreaseDecreaseInInventories,977583.000,1402818.000,-303859.000,-2089332.000
IncreaseDecreaseInOtherAccruedLiabilities,106851.000,-140341.000,-781137.000,-1393915.000
IncreaseDecreaseInOtherOperatingAssets,-184309.000,373982.000,-1008313.000,463732.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-715679.000,671880.000,1161214.000,-633377.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,141902.000,,
InterestExpense,2618222.000,5007949.000,4317753.000,4554625.000
InterestPaid,3144060.000,4434100.000,3698776.000,3928085.000
InvestmentIncomeInterest,4043.000,2639.000,1664.000,865.000
LaborAndRelatedExpense,32117733.000,34175706.000,32345669.000,20458058.000
NetCashProvidedByUsedInFinancingActivities,-6245384.000,-3278438.000,-2000000.000,-792316.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-6245384.000,-3278438.000,-2000000.000,-792316.000
NetCashProvidedByUsedInInvestingActivities,-3859011.000,-6512188.000,-1593121.000,-1614469.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-3859011.000,-6512188.000,-1593121.000,-1614469.000
NetCashProvidedByUsedInOperatingActivities,7981283.000,9085267.000,7303414.000,-1988869.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,7981283.000,9085267.000,7303414.000,-1988869.000
NetIncomeLoss,10688268.000,2902136.000,-442671.000,-7370862.000
NonoperatingIncomeExpense,11078473.000,-5007949.000,-4317753.000,-5550718.000
OperatingCostsAndExpenses,118040771.000,128365839.000,113431831.000,65010973.000
OperatingIncomeLoss,6324686.000,9413037.000,3764594.000,-5856457.000
OperatingLeasesRentExpenseNet,,3900000.000,3700000.000,2900000.000
OtherAssetImpairmentCharges,,303692.000,372629.000,126415.000
OtherCostAndExpenseOperating,20411414.000,21286349.000,17791545.000,12749978.000
OtherSalesRevenueNet,52406337.000,58347399.000,55448240.000,29956468.000
PassengerRevenue,70989350.000,79007876.000,61421238.000,29037409.000
PaymentsForRent,,700000.000,0.000,
PaymentsOfDebtIssuanceCosts,,,,1618983.000
PaymentsToAcquireProductiveAssets,3859011.000,6512188.000,1593121.000,1614469.000
ProceedsFromIssuanceOfLongTermDebt,29473333.000,2000000.000,1500000.000,27000000.000
ProceedsFromStockOptionsExercised,,21562.000,,
RepaymentsOfLinesOfCredit,2535755.000,,,
RepaymentsOfLongTermDebt,33182962.000,5300000.000,3500000.000,26173333.000
Revenues,124365457.000,137778876.000,117196425.000,59154516.000
SalesRevenueNet,124365457.000,137778876.000,117196425.000,59154516.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,150000.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,0.400,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,0.400,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,55000.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,21562.000,,
StockRepurchasedAndRetiredDuringPeriodValue,-3491787.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,13739516.000,9065171.000,8974990.000,8974990.000
WeightedAverageNumberOfSharesOutstandingBasic,13629671.000,8923269.000,8974990.000,8974990.000
WriteOffOfDeferredDebtIssuanceCost,,,,1000000.000
