,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,851677.000,587186.000,503831.000,545927.000,662165.000,761736.000,963741.000,888857.000,1891763.000,1620291.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,851677.000,587186.000,503831.000,545927.000,662165.000,761736.000,963741.000,888857.000,1891763.000,
AccountsPayableCurrent,58484.000,96413.000,149877.000,219612.000,165254.000,228711.000,168558.000,171446.000,166278.000,152153.000,366007.000,148327.000,241019.000,,,,,,,,,,
AccountsPayableOtherCurrent,,,,,,,,,,,,,,251383.000,99795.000,60612.000,37965.000,1510.000,102188.000,329732.000,165145.000,1249862.000,850321.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,204810.000,203972.000,205479.000,178542.000,199105.000,185247.000,233441.000,412376.000,257397.000,316506.000
AccountsReceivableGrossCurrent,,,,,,,,,,609638.000,715369.000,419363.000,550401.000,1004990.000,755221.000,733301.000,783547.000,736195.000,1442148.000,966934.000,697472.000,1013716.000,1034068.000
AccountsReceivableNet,,,,,,,,,,595686.000,701168.000,404880.000,534697.000,988796.000,738584.000,716724.000,766589.000,718103.000,1423496.000,947293.000,677155.000,992390.000,1011662.000
AccountsReceivableNetCurrent,487644.000,420923.000,346447.000,594568.000,432285.000,574146.000,689600.000,531005.000,376092.000,631410.000,720026.000,428426.000,563564.000,1005292.000,754854.000,734966.000,789214.000,754104.000,1455859.000,947293.000,677155.000,992390.000,1011662.000
AccountsReceivableRelatedPartiesCurrent,,,,,18469.000,,,20518.000,34184.000,31445.000,51064.000,0.000,2070.000,18796.000,31226.000,42748.000,12864.000,36528.000,63404.000,49098.000,65484.000,3221.000,33828.000
AccruedLiabilitiesCurrent,652882.000,331398.000,303900.000,239005.000,205282.000,255568.000,232599.000,285776.000,212082.000,293076.000,282988.000,458615.000,367233.000,,,,,,,,,,
