,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionalPaidInCapital,15409459.000,50326459.000,47619710.000,46115961.000,107323597.000,121185060.000,167585817.000,217419000.000,230567000.000,283919000.000,261896000.000,253038000.000,244151000.000,243459000.000,294133000.000,332449000.000,333869000.000
Assets,118860956.000,366722718.000,385479833.000,363576047.000,800137429.000,918386486.000,1500656346.000,1657808000.000,1770815000.000,2307653000.000,2293130000.000,2241837000.000,2203560000.000,2317135000.000,2668471000.000,3138694000.000,3401108000.000
CashAndCashEquivalentsAtCarryingValue,2537257.000,2669966.000,7900956.000,8169402.000,43567673.000,33284745.000,55026519.000,93137000.000,78105000.000,100471000.000,67102000.000,57229000.000,65558000.000,65352000.000,110860000.000,73475000.000,95063000.000
CashUninsuredAmount,,2300000.000,7400000.000,7400000.000,43200000.000,32900000.000,54100000.000,93100000.000,78800000.000,99800000.000,65900000.000,55200000.000,66400000.000,57900000.000,108800000.000,72700000.000,94500000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,154110.000,3341665.000,3341665.000,3341665.000,8611665.000,9632108.000,13024449.000,16699656.000,17924383.000,22959817.000,21892773.000,21749490.000,21772464.000,22430858.000,26252193.000,32962919.000,34270126.000
CommonStockSharesOutstanding,154110.000,3341665.000,3341665.000,3341665.000,8611665.000,9632108.000,13024449.000,16699656.000,17924383.000,22959817.000,21892773.000,21749490.000,21772464.000,22430858.000,26252193.000,32962919.000,34270126.000
CommonStockValueOutstanding,1541.000,33417.000,33417.000,33417.000,86117.000,96321.000,130244.000,167000.000,179000.000,230000.000,219000.000,217000.000,218000.000,224000.000,263000.000,330000.000,343000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,5200000.000,,,,3700000.000,,,,,,,,,
DerivativeAssetFairValueGrossLiability,,,,,,-1266000.000,-3776000.000,-1364000.000,-207000.000,-207000.000,0.000,0.000,1030000.000,5873000.000,545000.000,1982000.000,3633000.000
DerivativeAssets,,,,,1548521.000,1199700.000,3906100.000,1217000.000,218000.000,65000.000,0.000,669000.000,826000.000,0.000,1097000.000,10365000.000,12430000.000
DerivativeAverageVariableInterestRate,,,,,,,,0.017,,,,,,,,,
DerivativeFairValueOfDerivativeAsset,,,,,,4784000.000,6906000.000,6391000.000,6296000.000,8728000.000,,9152000.000,826000.000,0.000,1097000.000,10365000.000,12430000.000
DerivativeLiabilities,,,,,,,,,,,,,1030000.000,5873000.000,545000.000,1982000.000,3633000.000
DividendsPayableCurrent,,,,,,,,,,,,,,,,4616000.000,4799000.000
DueFromRelatedParties,,,,0.000,0.000,0.000,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,81925.000,132200.000,152166.000,303358.000,330000.000,386000.000,456000.000,419000.000,465000.000,439000.000,444000.000,480000.000,566000.000,828000.000
FederalHomeLoanBankAdvancesBranchOfFHLBBankAmountOfAdvancesByBranch,,,,,,,,,,,,187500000.000,0.000,0.000,0.000,0.000,
FederalHomeLoanBankAdvancesBranchOfFHLBBankWeightedAverageInterestRate,,,,,,,,,,,,0.004,,,,,
FederalHomeLoanBankStock,,,,,,,,,,,,3800000.000,,2500.000,2500.000,2500.000,2500.000
InterestPayableCurrentAndNoncurrent,54084.000,64049.000,77697.000,91461.000,116677.000,308339.000,387919.000,628000.000,368000.000,599000.000,452000.000,863000.000,895000.000,1412000.000,1873000.000,1826000.000,1990000.000
InterestReceivable,440877.000,1440407.000,1388496.000,1559437.000,2875420.000,3798455.000,5655306.000,6211000.000,6883000.000,8663000.000,8308000.000,8490000.000,8333000.000,8792000.000,9527000.000,11512000.000,13188000.000
Liabilities,104135981.000,316648509.000,340655632.000,318810700.000,692727715.000,792697481.000,1327869845.000,1439730000.000,1540069000.000,2023504000.000,2037261000.000,1988582000.000,1963782000.000,2073452000.000,2374075000.000,2805915000.000,3066896000.000
LiabilitiesAndStockholdersEquity,118860956.000,366722718.000,385479833.000,363576047.000,800137429.000,918386486.000,1500656346.000,1657808000.000,1770815000.000,2307653000.000,2293130000.000,2241837000.000,2203560000.000,2317135000.000,2668471000.000,3138694000.000,3401108000.000
MarginDepositAssets,0.000,2031000.000,2581000.000,2446000.000,3513000.000,3584000.000,3000000.000,5174000.000,6078000.000,8663000.000,9188000.000,8483000.000,,,,,
MortgageBackedSecuritiesAvailableForSaleFairValueDisclosure,,,,351222512.000,747757500.000,876004251.000,1175532430.000,1549171000.000,1676621000.000,2174871000.000,2117609000.000,2158010000.000,1977045000.000,2223257000.000,2501497000.000,3022174000.000,3262017000.000
OtherLiabilities,140723.000,138591.000,121183.000,80260.000,1729799.000,1707589.000,4388200.000,2121000.000,639000.000,755000.000,766000.000,941000.000,443000.000,620000.000,737000.000,3220000.000,5038000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,9122.000,245427.000,671733.000,179071.000,292315.000,515335.000,3344623.000,282000.000,725000.000,523000.000,1319000.000,4709000.000,1846000.000,750000.000,1100000.000,218000.000,750000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,449000.000,2031250.000,2580875.000,2445625.000,4096000.000,3584000.000,7781000.000,7790000.000,8263000.000,23060000.000,11234000.000,12730000.000,17778000.000,18984000.000,16881000.000,20950000.000,17660000.000
RetainedEarningsAccumulatedDeficit,-686025.000,-285667.000,-2828926.000,-1384031.000,0.000,4407624.000,5070440.000,492000.000,0.000,0.000,-6246000.000,0.000,-4591000.000,0.000,0.000,0.000,0.000
SecuritiesSoldUnderAgreementsToRepurchase,103941174.000,316445869.000,301656523.000,318557054.000,651246345.000,783700849.000,1255977886.000,1436651000.000,1459490000.000,2014071000.000,1943299000.000,1798813000.000,1939489000.000,2060827000.000,2298097000.000,2793705000.000,3050608000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,24000.000,24000.000,24000.000,24000.000,24000.000,0.000,24000.000,0.000,56000.000,55000.000,53000.000,64000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,12.230,12.230,12.230,12.230,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000
SharePrice,,,,,,13.140,,,,,,,,,,,
