,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,44000.000,,40000.000,46000.000,65000.000,36000.000,41000.000,198000.000,32000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,,-300000.000,128000.000,0.000,443000.000,276000.000,-257000.000,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,,946000.000,470000.000,73000.000,32000.000,63000.000,311000.000,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,403000.000,627000.000,189000.000,396000.000,319000.000,212000.000,563000.000,198000.000,141000.000,433000.000,268000.000,448000.000,193000.000,187000.000,61000.000
AmortizationOfDebtDiscountPremium,1205000.000,,,,1986000.000,,,,2412000.000,,,,1516000.000,,,,697000.000,,
AmortizationOfIntangibleAssets,,,,,,,,,27000.000,28000.000,26000.000,27000.000,27000.000,27000.000,27000.000,12000.000,12000.000,26000.000,23000.000
AmortizationOfMortgageServicingRightsMSRs,,,,,263000.000,,,,-375000.000,,,,0.000,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,1822000.000,,,,279000.000,85000.000,239000.000,74000.000,34000.000,62000.000,235000.000,81000.000,84000.000,15000.000,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,0.000,,,,6000.000,0.000,6000.000,12000.000,,,1311000.000,,79000.000,,
BankOwnedLifeInsuranceIncome,171000.000,173000.000,168000.000,171000.000,205000.000,206000.000,200000.000,203000.000,205000.000,207000.000,201000.000,204000.000,207000.000,208000.000,204000.000,208000.000,210000.000,212000.000,210000.000
CommonStockDividendsPerShareDeclared,0.110,0.110,0.110,0.120,0.110,0.110,0.110,0.120,0.110,0.110,0.110,0.120,0.110,0.110,0.110,0.120,0.110,0.110,0.110
ComprehensiveIncomeNetOfTax,964000.000,1186000.000,1922000.000,889000.000,2760000.000,774000.000,1094000.000,-1421000.000,-478000.000,2452000.000,2559000.000,2900000.000,1719000.000,9000.000,1943000.000,1727000.000,4567000.000,551000.000,3409000.000
Depreciation,465000.000,,,,436000.000,,,,445000.000,,,,411000.000,,,,457000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,,,,,,0.000,,,,,,,,,,
EarningsPerShareBasic,0.210,0.100,0.170,0.260,0.290,0.150,0.200,0.190,0.140,0.310,0.280,0.210,0.260,-0.120,0.100,0.270,0.550,0.210,0.290
EarningsPerShareDiluted,0.210,0.100,0.170,0.260,0.290,0.150,0.200,0.190,0.140,0.310,0.280,0.210,0.260,-0.120,0.100,0.270,0.550,0.210,0.290
FederalDepositInsuranceCorporationPremiumExpense,272000.000,263000.000,261000.000,252000.000,210000.000,201000.000,195000.000,192000.000,207000.000,234000.000,220000.000,205000.000,215000.000,191000.000,221000.000,194000.000,190000.000,148000.000,147000.000
FeesAndCommissionsDepositorAccounts,1629000.000,1539000.000,1360000.000,1487000.000,2096000.000,1464000.000,1361000.000,1579000.000,1668000.000,1587000.000,1472000.000,1544000.000,1599000.000,1550000.000,1375000.000,1447000.000,1461000.000,1366000.000,1210000.000
FeesAndCommissionsFiduciaryAndTrustActivities,166000.000,188000.000,206000.000,176000.000,194000.000,190000.000,209000.000,201000.000,203000.000,210000.000,229000.000,222000.000,223000.000,225000.000,234000.000,171000.000,214000.000,235000.000,231000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,,,,,,15352000.000,,,,12450000.000,,
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,,,,,,15352000.000,,,,12465000.000,,
GainLossOnDispositionOfAssets,,,-233000.000,,,,,,,,,,-163000.000,0.000,-298000.000,0.000,0.000,0.000,0.000
GainLossOnSaleOfOtherInvestments,,,,,,,,,,,,,,,,,-2462000.000,,
GainLossOnSaleOfProject,,,,,,,,,,,,,,,,,2847000.000,0.000,0.000
GainLossOnSaleOfProperties,,,,,,,,,,,,,,,,,537000.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,-3000.000,,,,0.000,,,,-163000.000,,,,0.000,,
GainLossOnSaleOfSecuritiesNet,301000.000,34000.000,539000.000,616000.000,1822000.000,0.000,146000.000,142000.000,273000.000,85000.000,233000.000,62000.000,34000.000,-75000.000,-1076000.000,18000.000,5000.000,15000.000,0.000
GainLossOnSalesOfLoansNet,376000.000,837000.000,671000.000,780000.000,1022000.000,1411000.000,1151000.000,1029000.000,794000.000,621000.000,344000.000,358000.000,547000.000,472000.000,457000.000,751000.000,773000.000,670000.000,497000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,-4065000.000,0.000,,,0.000,0.000
GainsLossesOnSalesOfOtherRealEstate,-14000.000,,,,91000.000,,,,-88000.000,,,,-1000.000,,,,-19000.000,,
HealthCareOrganizationExpensesNet,,,,,236000.000,411000.000,411000.000,180000.000,264000.000,257000.000,384000.000,501000.000,309000.000,430000.000,420000.000,619000.000,588000.000,515000.000,465000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,16372000.000,16505000.000,20053000.000,-33485000.000,23472000.000,22307000.000,22501000.000,-44237000.000,27017000.000,24598000.000,24084000.000,-51502000.000,18030000.000,17026000.000,18290000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,,,,,30000.000,75000.000,117000.000,40000.000,19000.000,23000.000,493000.000,135000.000,147000.000,79000.000,163000.000,-67000.000,32000.000,78000.000,156000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2152000.000,1014000.000,1792000.000,2700000.000,2953000.000,1638000.000,2207000.000,2106000.000,1353000.000,3195000.000,2831000.000,2090000.000,2628000.000,-1601000.000,842000.000,2876000.000,5942000.000,2171000.000,3072000.000
IncomeTaxExpenseBenefit,711000.000,299000.000,580000.000,903000.000,876000.000,605000.000,802000.000,751000.000,374000.000,1025000.000,858000.000,610000.000,816000.000,-733000.000,123000.000,913000.000,2090000.000,693000.000,1003000.000
IncreaseDecreaseInCustomerAdvances,7355000.000,,,,5916000.000,,,,4444000.000,,,,4757000.000,,,,2404000.000,,
IncreaseDecreaseInDeposits,-8977000.000,,,,-32301000.000,,,,45490000.000,,,,-44882000.000,,,,-25524000.000,,
IncreaseDecreaseInLoansHeldForSale,-1760000.000,,,,707000.000,,,,-4646000.000,,,,2443000.000,,,,-784000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,1823000.000,,,,3311000.000,,,,1614000.000,,,,2821000.000,,,,515000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,1825.000,1670.000,2084.000,-2598.000,2418.000,1921.000,2513.000,-3541.000,4602.000,4692.000,6838.000,-10364.000,10473.000,14896.000,11373.000
InformationTechnologyAndDataProcessing,715000.000,726000.000,728000.000,759000.000,817000.000,762000.000,677000.000,734000.000,735000.000,778000.000,784000.000,780000.000,833000.000,815000.000,815000.000,767000.000,865000.000,865000.000,938000.000
InsuranceCommissionsAndFees,,,,,194000.000,125000.000,177000.000,364000.000,323000.000,308000.000,404000.000,385000.000,419000.000,367000.000,438000.000,534000.000,491000.000,432000.000,358000.000
InterestAndDividendIncomeOperating,12869000.000,12218000.000,11017000.000,11107000.000,10243000.000,9832000.000,9643000.000,9273000.000,9199000.000,10143000.000,10497000.000,10305000.000,10366000.000,11251000.000,10060000.000,10663000.000,10831000.000,10785000.000,10938000.000
InterestAndFeeIncomeLoansAndLeases,11566000.000,11114000.000,9833000.000,9770000.000,9006000.000,8804000.000,8082000.000,8031000.000,8302000.000,8657000.000,8781000.000,8801000.000,9160000.000,10192000.000,9197000.000,9897000.000,10085000.000,9978000.000,10131000.000
InterestExpense,3771000.000,3473000.000,3272000.000,3047000.000,2895000.000,2662000.000,2543000.000,2507000.000,2423000.000,2356000.000,2172000.000,2136000.000,2080000.000,1887000.000,1211000.000,1202000.000,1224000.000,1299000.000,1336000.000
InterestExpenseBorrowings,1614000.000,1602000.000,1608000.000,1511000.000,1489000.000,1463000.000,1432000.000,1461000.000,1407000.000,1336000.000,1212000.000,1196000.000,1164000.000,988000.000,365000.000,367000.000,379000.000,371000.000,389000.000
InterestExpenseDeposits,2157000.000,1871000.000,1664000.000,1536000.000,1406000.000,1199000.000,1111000.000,1046000.000,1016000.000,1020000.000,960000.000,940000.000,916000.000,899000.000,846000.000,835000.000,845000.000,928000.000,947000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,8576000.000,6625000.000,7481000.000,9196000.000,7648000.000,7042000.000,7100000.000,6323000.000,6500000.000,8044000.000,8065000.000,7841000.000,8308000.000,8423000.000,8567000.000,8831000.000,9429000.000,9294000.000,9440000.000
InterestIncomeExpenseNet,9098000.000,8745000.000,7745000.000,8060000.000,7348000.000,7170000.000,7100000.000,6766000.000,6776000.000,7787000.000,8325000.000,8169000.000,8286000.000,9364000.000,8849000.000,9461000.000,9607000.000,9486000.000,9602000.000
InterestPaid,4211000.000,,,,3007000.000,,,,2606000.000,,,,2185000.000,,,,1265000.000,,
LaborAndRelatedExpense,5718000.000,4904000.000,4910000.000,4946000.000,4931000.000,4784000.000,5258000.000,5071000.000,5490000.000,5237000.000,5298000.000,5399000.000,5251000.000,5508000.000,5675000.000,5952000.000,6059000.000,6119000.000,4914000.000
MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,301000.000,,,,1822000.000,,,,273000.000,,,,34000.000,,,,5000.000,,
MarketingAndAdvertisingExpense,394000.000,370000.000,323000.000,368000.000,368000.000,304000.000,106000.000,312000.000,314000.000,306000.000,315000.000,320000.000,372000.000,376000.000,444000.000,316000.000,274000.000,345000.000,222000.000
NetCashProvidedByUsedInContinuingOperations,-26456000.000,,,,7185000.000,,,,4536000.000,,,,-4642000.000,,,,-2535000.000,,
NetCashProvidedByUsedInFinancingActivities,-2194000.000,,,,-38120000.000,,,,33920000.000,,,,-18698000.000,,,,-15740000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-2194000.000,,,,-38120000.000,,,,33920000.000,,,,-18698000.000,,,,-15740000.000,,
NetCashProvidedByUsedInInvestingActivities,-27263000.000,,,,47665000.000,,,,-35260000.000,,,,15965000.000,,,,11293000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-27263000.000,,,,47665000.000,,,,-35260000.000,,,,15965000.000,,,,11293000.000,,
NetCashProvidedByUsedInOperatingActivities,3001000.000,,,,-2360000.000,,,,5876000.000,,,,-1909000.000,,,,1912000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3001000.000,,,,-2360000.000,,,,5876000.000,,,,-1909000.000,,,,1912000.000,,
NetIncomeLoss,,,,,2077000.000,1033000.000,1405000.000,1355000.000,979000.000,2170000.000,1973000.000,1480000.000,1812000.000,-868000.000,719000.000,1963000.000,3852000.000,1478000.000,2069000.000
NetIncomeLossAvailableToCommonStockholdersBasic,1441000.000,715000.000,1212000.000,1797000.000,2077000.000,1033000.000,,,979000.000,,,,,,,,,,
NoninterestExpense,9789000.000,9043000.000,8696000.000,9587000.000,8821000.000,8456000.000,8548000.000,8507000.000,9328000.000,8778000.000,8918000.000,8968000.000,9021000.000,13149000.000,9780000.000,9691000.000,9932000.000,10475000.000,8870000.000
NoninterestIncome,3365000.000,3432000.000,3007000.000,3091000.000,4126000.000,3052000.000,3655000.000,4290000.000,4181000.000,3929000.000,3684000.000,3217000.000,3341000.000,3125000.000,2055000.000,3736000.000,6445000.000,3352000.000,2502000.000
NoninterestIncomeOtherOperatingIncome,251000.000,267000.000,288000.000,-394000.000,-1367000.000,106000.000,5000.000,234000.000,95000.000,102000.000,98000.000,101000.000,105000.000,33000.000,402000.000,289000.000,109000.000,93000.000,96000.000
OccupancyNet,1124000.000,1069000.000,1076000.000,1643000.000,1069000.000,1002000.000,1096000.000,1029000.000,1042000.000,1040000.000,1058000.000,1025000.000,1043000.000,1008000.000,1330000.000,996000.000,1046000.000,1083000.000,1087000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,,,,-163000.000,-249000.000,-281000.000,-1786000.000,-931000.000,109000.000,297000.000,549000.000,-119000.000,498000.000,714000.000,-370000.000,403000.000,-622000.000,793000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,193000.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,-1456000.000,0.000,0.000,-718000.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,683000.000,-259000.000,-311000.000,-2776000.000,-1457000.000,282000.000,586000.000,1420000.000,-93000.000,877000.000,1224000.000,-236000.000,715000.000,-927000.000,1340000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,508000.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,-1822000.000,0.000,-146000.000,-142000.000,-273000.000,-85000.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,,-233000.000,,34000.000,-75000.000,-1076000.000,18000.000,5000.000,15000.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,,,,,,,,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,,,,,0.000,,,,,,,,,
