,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AmortizationOfRegulatoryAsset,114315000.000,119903000.000,126125000.000,132958000.000,116744000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,1000.000,1000.000,1000.000,196000.000
DebtInstrumentPeriodicPaymentPrincipal,-113085000.000,-118609000.000,,,
DividendsCash,,,,0.000,2504000.000
IncreaseDecreaseInOperatingAssets,94000.000,-2012000.000,4484000.000,-2740000.000,-7168000.000
IncreaseDecreaseInOperatingLiabilities,-328000.000,-1818000.000,-1918000.000,2611000.000,-13499000.000
IncreaseDecreaseInRestrictedCash,4317000.000,-1790000.000,-3236000.000,4396000.000,-34521000.000
IncreaseDecreaseInUnderEnergyRecovery,3509000.000,-3277000.000,1690000.000,-2525000.000,-3814000.000
InterestExpense,31908000.000,26274000.000,20090000.000,13270000.000,6074000.000
InterestPaid,33145000.000,27576000.000,21568000.000,14846000.000,7735000.000
InvestmentIncomeNet,1000.000,2000.000,2000.000,1000.000,2000.000
NetCashProvidedByUsedInFinancingActivities,-113085000.000,-118609000.000,-124648000.000,-131387000.000,-140924000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-113085000.000,-118609000.000,-124648000.000,-131387000.000,-140924000.000
NetCashProvidedByUsedInInvestingActivities,-4317000.000,1790000.000,3236000.000,-4396000.000,34521000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4317000.000,1790000.000,3236000.000,-4396000.000,34521000.000
NetCashProvidedByUsedInOperatingActivities,117402000.000,116820000.000,121413000.000,135784000.000,106599000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,117402000.000,116820000.000,121413000.000,135784000.000,106599000.000
OperatingExpenses,150562000.000,143730000.000,148735000.000,144533000.000,119631000.000
RegulatedAndUnregulatedOperatingRevenue,150562000.000,143730000.000,148735000.000,144533000.000,119631000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,826000.000,826000.000,625000.000
RepaymentsOfLongTermDebt,,,124648000.000,131387000.000,138421000.000
SellingGeneralAndAdministrativeExpense,830000.000,830000.000,830000.000,830000.000,627000.000
