,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentForAmortization,651000.000,,,,663000.000,,,
AmortizationOfIntangibleAssets,,500000.000,515000.000,,508000.000,514000.000,517000.000,531000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,481000.000,,430000.000,,334000.000,354000.000,302000.000,-599000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,,,,,180564.000,172642.000,
AssetImpairmentCharges,,50711000.000,92000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2300000.000,,,,912000.000,,,
CommonStockDividendsPerShareCashPaid,,0.060,0.070,,0.080,0.090,0.090,0.090
CommonStockDividendsPerShareDeclared,0.060,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,33427000.000,14382000.000,25141000.000,20845000.000
CostOfGoodsSold,,172662000.000,164246000.000,,146838000.000,157014000.000,152204000.000,167247000.000
DeferredIncomeTaxExpenseBenefit,-13632000.000,,,,1608000.000,,,
DefinedBenefitPlanActuarialGainLoss,,,-93000.000,,-223000.000,-223000.000,-223000.000,-293000.000
DefinedBenefitPlanActuarialNetGainsLosses,93000.000,93000.000,,,,,,
DefinedBenefitPlanAmountsThatWillBeAmortizedFromAccumulatedOtherComprehensiveIncomeLossInNextFiscalYear,-129000.000,-129000.000,129000.000,,74000.000,74000.000,74000.000,
DefinedBenefitPlanInterestCost,320000.000,320000.000,320000.000,321000.000,275000.000,275000.000,275000.000,273000.000
DefinedBenefitPlanServiceCost,116000.000,116000.000,116000.000,117000.000,152000.000,152000.000,152000.000,152000.000
Depreciation,13026000.000,,,,12242000.000,,,
DepreciationAmortizationAndAccretionNet,,,,,,12157000.000,11492000.000,
EarningsPerShareBasic,1.030,-0.140,0.650,0.720,0.750,0.330,0.720,0.460
EarningsPerShareDiluted,1.020,-0.140,0.640,0.720,0.740,0.330,0.710,0.450
EffectOfExchangeRateOnCashAndCashEquivalents,1294000.000,,,,1079000.000,,,
EffectiveIncomeTaxRateContinuingOperations,0.002,0.526,0.336,-0.614,0.203,0.444,0.281,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,,,0.350,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,765000.000,,,,1048000.000,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,-765000.000,,,,1048000.000,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-19000.000,-349000.000,,-363000.000,-58000.000,508000.000,1000.000
GainsLossesOnSalesOfAssets,,,,,,,7346000.000,
GoodwillImpairmentLoss,,2425000.000,,,,,,
GrossProfit,,54435000.000,52819000.000,,50120000.000,47319000.000,43358000.000,48350000.000
ImpairmentOfLongLivedAssetsHeldForUse,,-5718000.000,,,,,,
IncomeLossFromContinuingOperations,,,,,29491000.000,12909000.000,26893000.000,18016000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-11466000.000,38897000.000,,36985000.000,25055000.000,37417000.000,27459000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,0.750,0.330,0.680,0.460
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,0.740,0.330,0.680,0.450
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,1369000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,0.040,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,0.030,
