,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AdjustmentForAmortization,,,,,,,,,,,131000.000,,,,500000.000,,,,
AllocatedShareBasedCompensationExpense,,,,,0.000,,0.000,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,,,,,,,,,21000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,,,,,,,,,,,,,,,,,97000.000
AmortizationOfFinancingCosts,,,,,,,,,,,46000.000,,,,158000.000,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,131000.000,,500000.000,,515000.000,,,,496000.000
AssetAtFairValueChangesInFairValueResultingFromChangesInAssumptions,,,,,,,,,,,,,,,-340000.000,30000.000,-270000.000,-485000.000,
AssetImpairmentCharges,,,,,5396.000,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,556000.000,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,9733000.000,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,340000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,16836.000,,,,-24917.000,,-24519.000,,,,-456000.000,,,,-1318000.000,,,,15000.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,,,,87000.000,-270000.000,,,,,,
CostOfRevenue,,,,,,,115.000,1579000.000,1536000.000,3079885.000,1733000.000,5417000.000,8436000.000,,,,,,
CostOfServices,773.000,111.000,527.000,,,,,,,,,,,,,,,,
CostsAndExpenses,,,,,,,,,,,,,,,,9082000.000,8431000.000,,6536000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,-215000.000,,,,629000.000,,,,-971000.000
Depreciation,,,,,,,,,,,700000.000,,,,1100000.000,,,,
DepreciationAndAmortization,,,,,,,,,,,675000.000,,800000.000,,1138000.000,,,,1117000.000
DepreciationDepletionAndAmortization,108.000,,,,-108.000,,,,,,,,,,1653000.000,1712000.000,1702000.000,1663000.000,1613000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,737.000,,,,,,,,,,,,
DividendsPreferredStock,,,,,,,,-52000.000,53000.000,,53000.000,103000.000,141000.000,170000.000,175000.000,178000.000,175000.000,159000.000,178000.000
DividendsPreferredStockStock,,,,,,,,,,,53000.000,,,,,,,,
EarningsPerShareBasic,,,-0.006,,-0.004,-0.005,-0.005,,,,,,0.000,,,,-0.210,,
EarningsPerShareBasicAndDiluted,,,,,,,,-0.000,0.000,,0.000,0.000,,,-0.010,-0.300,,,-0.300
EarningsPerShareDiluted,,,,,,,,,,,,,0.000,,,,-0.210,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,,,,,0.338
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,,,,,,,,,,500000.000,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,340000.000,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,0.800,,,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,0.017,,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,,,,5000.000,,,,300000.000
GeneralAndAdministrativeExpense,19507.000,36936.000,24836.000,32068.000,18874.000,29984.000,31724.000,2866000.000,2446000.000,4950276.000,2627000.000,2296000.000,2946000.000,389000.000,2432000.000,2593000.000,2347000.000,1902000.000,1780000.000
GrossProfit,3083.000,2999.000,2849.000,,,,,3214000.000,2836000.000,,3549000.000,3661000.000,5055000.000,,,,,,
