,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,,,168333.000,,,,121677.000,,,,,,,,
AdvertisingExpense,,13280.000,,,,8366.000,,,,12625.000,,,,9923.000,,,,11170.000
AmortizationOfDebtDiscountPremium,,,,,,168333.000,,,,121677.000,,,,,,,,952254.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,32213.000,,,,30350.000,,,,-148075.000,,,,-46942.000,,,,-69620.000
CostOfRevenue,,,,,,,,,,,,,,767290.000,769757.000,667617.000,710536.000,701485.000
CostOfServices,745822.000,838862.000,738980.000,783165.000,773164.000,732850.000,672105.000,738842.000,687779.000,664768.000,673544.000,648954.000,,,,,,
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,497920.000,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,,,,,,,
Depreciation,,286.000,,,,34.000,,,,16.000,,,,16.000,,,,
DepreciationDepletionAndAmortization,,286.000,,,,34.000,,,,16.000,,,,16.000,,,,
DerivativeGainLossOnDerivativeNet,,,,,,16302.000,285629.000,64615.000,-370627.000,124442.000,-98207.000,-801355.000,1152598.000,88247.000,57732.000,63460.000,605.000,20667.000
EarningsPerShareBasic,-0.010,0.003,0.010,0.002,,-0.030,-0.010,-0.020,,-0.010,-0.010,-0.080,,0.002,-0.004,-0.008,,-0.006
EarningsPerShareDiluted,-0.010,0.003,0.010,0.002,,-0.030,-0.010,-0.020,,-0.010,-0.010,-0.080,,0.002,-0.004,-0.008,,-0.006
GainLossOnDerivativeInstrumentsNetPretax,,,,175407.000,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,73540.000,105604.000,108805.000,106422.000,293455.000,117753.000,147354.000,146935.000,331582.000,101340.000,106631.000,121967.000,325179.000,99611.000,101196.000,97214.000,244571.000,125929.000
GoodwillImpairmentLoss,,0.000,,,,,,,,,,,,,,,,
GrossProfit,310216.000,373749.000,344208.000,318851.000,250755.000,259681.000,199982.000,290764.000,236826.000,265153.000,298228.000,324693.000,382271.000,291286.000,241224.000,188422.000,204000.000,293943.000
IncomeLossAttributableToParent,-126556.000,31332.000,53830.000,23691.000,-127991.000,-267109.000,-77348.000,-194735.000,,-129074.000,-157114.000,,,,,,,
IncomeLossFromContinuingOperations,-126556.000,31332.000,53830.000,23691.000,-127991.000,-267109.000,-77348.000,-194735.000,-1186870.000,-129074.000,-157114.000,,,16944.000,-49176.000,-88663.000,-162778.000,-70937.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-126556.000,31332.000,53830.000,23691.000,-195243.000,-267109.000,-77348.000,-194735.000,-688036.000,-129074.000,-157114.000,-888757.000,925626.000,16944.000,-49176.000,-88663.000,-162778.000,-70937.000
IncomeTaxesPaid,,0.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,15806.000,,,,-777.000,,,,4122.000,,,,-4682.000,,,,45366.000
IncreaseDecreaseInAccountsReceivable,,30144.000,,,,-177132.000,,,,96511.000,,,,-61845.000,,,,53759.000
IncreaseDecreaseInAccruedLiabilities,,13342.000,,,,-945.000,,,,50154.000,,,,-36247.000,,,,-10231.000
IncreaseDecreaseInDeferredRevenue,,1424.000,,,,4747.000,,,,4767.000,,,,2161.000,,,,5003.000
IncreaseDecreaseInPrepaidExpense,,-167.000,,,,61963.000,,,,5984.000,,,,23982.000,,,,9689.000
InterestAndOtherIncome,53.000,11.000,34.000,29.000,29.000,33.000,54.000,38.000,45.000,45.000,49.000,43.000,49.000,95.000,107.000,77.000,59.000,81.000
InterestExpense,0.000,0.000,0.000,43991.000,188533.000,188533.000,188534.000,189711.000,143216.000,141877.000,30300.000,25250.000,268567.000,25250.000,25250.000,25250.000,25250.000,25475.000
InterestPaid,,0.000,,,,,,,,,,,,,,,,225.000
LaborAndRelatedExpense,341852.000,161184.000,157930.000,225928.000,156820.000,154273.000,159474.000,153076.000,149420.000,147416.000,136501.000,175034.000,179161.000,171283.000,175812.000,176297.000,188201.000,169841.000
LeaseAndRentalExpense,,18594.000,,,,42691.000,,,,19018.000,,,,19146.000,,,,19146.000
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,,,,,,,,,,,,,20044.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,,,,,,,,,,,,,20044.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,32213.000,,,,30350.000,,,,-148075.000,,,,-46942.000,,,,-89664.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,32213.000,,,,30350.000,,,,-148075.000,,,,-46942.000,,,,-89664.000
NetIncomeLoss,-126556.000,31332.000,53830.000,23691.000,-127991.000,-267109.000,-77348.000,-194735.000,-1186870.000,-129074.000,-157114.000,-888757.000,925626.000,16944.000,-49176.000,-88663.000,-162778.000,-70937.000
NonoperatingIncomeExpense,1053.000,2398.000,34.000,131446.000,-105045.000,-172198.000,117409.000,-125058.000,-513798.000,-17390.000,-128458.000,-826561.000,884080.000,63092.000,32589.000,38287.000,-24586.000,-4727.000
NotesReduction,,,,,,20200.000,,,,20200.000,,,,25250.000,,,,25250.000
OperatingExpenses,437825.000,344815.000,290412.000,426606.000,340953.000,354592.000,394739.000,360441.000,411064.000,376837.000,326884.000,386889.000,340725.000,337434.000,322989.000,315372.000,342192.000,360153.000
OperatingIncomeLoss,-127609.000,28934.000,53796.000,-107755.000,-90198.000,-94911.000,-194757.000,-69677.000,-174238.000,-111684.000,-28656.000,-62196.000,41546.000,-46148.000,-81765.000,-126950.000,-138192.000,-66210.000
OtherNonoperatingIncomeExpense,1000.000,2387.000,0.000,1.000,-25000.000,,20260.000,,,,,1.000,,,,,,
PaidInKindInterest,,,,,,20200.000,,,,20200.000,,,,25250.000,,,,25250.000
PaymentsToAcquirePropertyPlantAndEquipment,,0.000,,,,,,,,,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,0.000,,,,,,,,,,,,,,,,22216.000
ProfessionalFees,3859.000,57740.000,6223.000,73560.000,,67827.000,70500.000,45395.000,,80329.000,66250.000,51612.000,,50243.000,29617.000,23587.000,,47299.000
ProvisionForDoubtfulAccounts,,,,,,0.000,,,,0.000,0.000,0.000,,,,,,0.000
RepaymentsOfOtherShortTermDebt,,,,,,,,,,,,,,,,,,2172.000
Revenues,1056038.000,1212611.000,1083188.000,1102016.000,1023919.000,992531.000,872087.000,1029606.000,924605.000,929921.000,971772.000,973647.000,1129046.000,1058576.000,1010981.000,856039.000,914536.000,995428.000
SalesRevenueNet,1056038.000,1212611.000,1083188.000,1102016.000,1023919.000,992531.000,872087.000,1029606.000,924605.000,929921.000,971772.000,973647.000,1129046.000,1058576.000,1010981.000,856039.000,914536.000,995428.000
SellingExpense,18574.000,20287.000,17454.000,20696.000,28201.000,14739.000,17411.000,15035.000,33975.000,47752.000,17502.000,38276.000,34576.000,16297.000,16364.000,18274.000,12867.000,17084.000
ShareBasedCompensation,,,,,,7000.000,,,,7000.000,,,,,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,50000.000,,,,,,,,,,,,
StockIssuedDuringPeriodSharesOther,,,,,,226485.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,7000.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,24913.000,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,10063249.000,10063249.000,10103908.000,10163249.000,-20206609.000,10196981.000,10473106.000,10515631.000,,10661742.000,10665631.000,10796066.000,,11265631.000,11265631.000,11265631.000,,11265631.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,,,11265631.000,11265631.000,11265631.000,-22530262.000,11265631.000
WeightedAverageNumberOfSharesOutstandingBasic,10063249.000,10063249.000,10103908.000,10163249.000,,10196981.000,10473106.000,10515631.000,,10661742.000,10665631.000,10796066.000,,11265631.000,11265631.000,11265631.000,,11265631.000
