,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,2290633.000,2703720.000,4171188.000,4764063.000,5371847.000,5390385.000,5365085.000,5384836.000,4563200.000,4607537.000,4639479.000,4710611.000
AccruedRentCurrent,,,,,,,,,,,,,3165468.000,3544541.000,3929063.000,3929063.000
AccruedSalariesCurrent,,,,867519.000,1027723.000,1162654.000,1311101.000,1481484.000,1264371.000,1390564.000,1503053.000,1603963.000,1781636.000,1915328.000,2059456.000,2186354.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-29532.000,-29134.000,-29725.000,-30316.000,-29532.000,-31427.000,-31594.000,,31779.000,,,
AdditionalPaidInCapital,19076687.000,19156279.000,20478984.000,21203364.000,21273014.000,21600727.000,22182270.000,22502649.000,22906551.000,22977360.000,23329022.000,23429685.000,23458739.000,23549925.000,23904172.000,23905642.000
Assets,8626816.000,8672378.000,8586878.000,8805645.000,2146577.000,2667412.000,4019339.000,4433502.000,6683712.000,6693511.000,7538706.000,7610292.000,6758818.000,7138521.000,7564804.000,7546772.000
AssetsCurrent,23641.000,114137.000,5118.000,2955.000,15172.000,147243.000,149827.000,280580.000,108069.000,106235.000,400681.000,129891.000,8616.000,4246.000,41502.000,3470.000
Cash,0.000,12578.000,2802.000,2686.000,8671.000,94.000,48.000,277.000,46.000,361.000,169807.000,0.000,,79.000,13610.000,578.000
CashAndCashEquivalentsAtCarryingValue,0.000,12578.000,2802.000,2686.000,8671.000,94.000,48.000,,46.000,361.000,169807.000,0.000,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,758067.000,758067.000,1096734.000,1130623.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,22138849.000,22546749.000,29258896.000,32878896.000,33228896.000,35140149.000,40303004.000,42276538.000,45698938.000,46282860.000,48614303.000,49499783.000,5316684.000,5419141.000,6114698.000,6114698.000
CommonStockSharesOutstanding,16599829.000,22546749.000,29258896.000,32878896.000,33228896.000,35140149.000,40303004.000,42276538.000,45698938.000,46282860.000,48614303.000,49499783.000,5316684.000,5419141.000,6114698.000,6114698.000
CommonStockValue,22139.000,22547.000,29259.000,32879.000,33229.000,35141.000,40304.000,42278.000,45700.000,46284.000,48615.000,49500.000,53167.000,54192.000,61147.000,61177.000
ConstructionInProgressGross,,,,,538853.000,693424.000,1678088.000,1773088.000,,,,,,,,
ConvertibleDebtNoncurrent,,,,,16458.000,40406.000,78194.000,107102.000,328015.000,397015.000,703015.000,713015.000,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,779890.000,785890.000,922190.000,1130190.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,720890.000,857190.000,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,0.080,0.080,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,0.100,0.100,0.100,
DeferredCosts,,,,,0.000,,,,3831327.000,3843480.000,3844961.000,3844961.000,12500.000,17500.000,20000.000,20000.000
DeferredCostsAndOtherAssets,,,,,1149017.000,1380112.000,1748082.000,1937083.000,1902156.000,1902156.000,2451591.000,2500.000,,,,
DeferredRentReceivablesNetNoncurrent,,,,,,,,,,,,,3165468.000,3544541.000,3929063.000,3929063.000
DeferredRevenue,0.000,,,,-49621.000,,,,,,,,,,,
DeferredSetUpCostsNoncurrent,,,,,,,,,,,,,3459212.000,3459212.000,3461217.000,3481217.000
DeferredTaxAssetsGross,,,,,,,,,,,,,12953825.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,6485000.000,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,29300.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,12953825.000,,,
DepositAssets,,,,,,,,,,,,,218844.000,,,
DepositsAssetsCurrent,3600.000,3600.000,3600.000,3600.000,,,,,,,,,,,,
DepositsAssetsNoncurrent,,,,,437688.000,440388.000,437688.000,437688.000,437688.000,437688.000,437688.000,437688.000,109422.000,109422.000,109422.000,109422.000
DerivativeFairValueOfDerivativeLiability,0.000,,,,,,,,,,,,,,,
