,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,46895000.000,49659000.000,55888000.000,48836000.000,44603000.000,47427000.000
AccountsReceivableNetCurrent,221152000.000,213858000.000,202229000.000,206813000.000,212831000.000,199787000.000
AccruedLiabilitiesCurrent,53555000.000,56457000.000,43139000.000,44746000.000,47638000.000,47602000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,127798000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-618000.000,-1153000.000,-1229000.000,-1300000.000,-1380000.000,-1416000.000
AdditionalPaidInCapitalCommonStock,722481000.000,724814000.000,726861000.000,728801000.000,730242000.000,731473000.000
AllowanceForDoubtfulAccountsReceivableCurrent,70419000.000,67501000.000,67640000.000,66191000.000,62800000.000,59728000.000
Assets,1116306000.000,797603000.000,755666000.000,744665000.000,747914000.000,749844000.000
AssetsCurrent,421398000.000,419795000.000,368088000.000,362461000.000,365457000.000,371738000.000
AssetsHeldForSaleCurrent,,,,4537000.000,4537000.000,4946000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,4500000.000,4900000.000
CashAndCashEquivalentsAtCarryingValue,88489000.000,91179000.000,57908000.000,44771000.000,43648000.000,63801000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,41667000.000,41666667000.000,41667000.000,41667000.000,41667000.000,41667000.000
CommonStockSharesIssued,25137000.000,25146378000.000,25146000.000,25272000.000,25535000.000,25538000.000
CommonStockSharesOutstanding,25137000.000,25146378000.000,25146000.000,25272000.000,25535000.000,25538000.000
CommonStockValue,251000.000,251000.000,251000.000,253000.000,255000.000,255000.000
DeferredTaxAssetsNetCurrent,71511000.000,71996000.000,63170000.000,63993000.000,63018000.000,61629000.000
DeferredTaxAssetsNetNoncurrent,115266000.000,115243000.000,123974000.000,123458000.000,124382000.000,125409000.000
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,500000.000,500000.000
DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,,,,,800000.000,1200000.000
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,3200000.000,3200000.000
EmployeeRelatedLiabilitiesCurrent,61074000.000,49328000.000,61101000.000,56494000.000,63878000.000,58212000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,13226000.000,,,
Goodwill,348256000.000,35679000.000,34496000.000,34905000.000,34905000.000,34905000.000
IntangibleAssetsNetExcludingGoodwill,40559000.000,35317000.000,35294000.000,34630000.000,33991000.000,33358000.000
Liabilities,584795000.000,573699000.000,530210000.000,517125000.000,519991000.000,519439000.000
LiabilitiesAndStockholdersEquity,1116306000.000,797603000.000,755666000.000,744665000.000,747914000.000,749844000.000
LiabilitiesCurrent,233256000.000,228515000.000,218955000.000,210758000.000,214714000.000,212458000.000
LongTermDebtAndCapitalLeaseObligations,139450000.000,131548000.000,88768000.000,88500000.000,88242000.000,87989000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,11099000.000,11033000.000,1017000.000,995000.000,967000.000,944000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,967000.000,944000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,87328000.000,87298000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,0.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,0.000,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,914000.000,691000.000
OffMarketLeaseUnfavorable,8452000.000,7771000.000,7110000.000,6492000.000,5880000.000,5268000.000
OperatingLossCarryforwards,,,,,145400000.000,144900000.000
OtherAssetsNoncurrent,46596000.000,45606000.000,45163000.000,42825000.000,43152000.000,40792000.000
OtherLiabilitiesNoncurrent,52379000.000,52394000.000,58110000.000,58454000.000,56107000.000,55500000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,3333000.000,3333333000.000,3333000.000,3333000.000,3333000.000,3333000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,143880000.000,145611000.000,148298000.000,146033000.000,145673000.000,143288000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,17256000.000,16382000.000,15706000.000,14325000.000,14330000.000,14252000.000
RestrictedCashAndCashEquivalentsNoncurrent,351000.000,352000.000,353000.000,353000.000,354000.000,354000.000
RetainedEarningsAccumulatedDeficit,-190603000.000,-500008000.000,-500427000.000,-500214000.000,-501194000.000,-499907000.000
SelfInsuranceReserveNoncurrent,,,,,155048000.000,158224000.000
StockholdersEquity,531511000.000,223904000.000,225456000.000,227540000.000,227923000.000,230405000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,531511000.000,223904000.000,225456000.000,227540000.000,227923000.000,230405000.000
ValuationAllowanceAmount,,,,,17900000.000,17900000.000
