,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,856666.000,886667.000,920000.000,950000.000
AccountsPayableCurrent,3357287.000,2759213.000,3505299.000,1926952.000,2709551.000,2182928.000,3364029.000,3873932.000
AccruedIncomeTaxesNoncurrent,,,,,8814027.000,8146394.000,7408899.000,6704486.000
AccruedLiabilitiesAndOtherLiabilities,639448.000,761926.000,781789.000,870379.000,374106.000,609481.000,647218.000,886258.000
AccruedLiabilitiesCurrent,863637.000,901347.000,933507.000,959454.000,0.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,742793.000,752297.000,754954.000,741724.000,756738.000,771290.000,804844.000,837039.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-36199.000,-36112.000,-33166.000,-44598.000,-165888.000,-200380.000,-221358.000,-138765.000
AdditionalPaidInCapital,143920855.000,146484487.000,147784620.000,160257271.000,164844066.000,169120955.000,174991669.000,176411921.000
Assets,63257511.000,61681323.000,59973520.000,62602866.000,71081376.000,69844297.000,65065493.000,58736292.000
AssetsCurrent,333162.000,441628.000,422962.000,4698840.000,6090231.000,7292232.000,5094302.000,1342182.000
AssetsNoncurrent,,,,,64991145.000,62552065.000,59971191.000,57394110.000
CapitalLeaseObligationsCurrent,,,,,,6138.000,6076.000,4254.000
CapitalLeaseObligationsNoncurrent,,,,,,36005.000,36690.000,35745.000
CashAndCashEquivalentsAtCarryingValue,73096.000,62567.000,36273.000,2588583.000,3040942.000,3324073.000,928130.000,445821.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,31568629.000,32015480.000,32106373.000,34027593.000,34962172.000,35896752.000,36912595.000,37081078.000
CommonStockSharesOutstanding,31568629.000,32015480.000,32106373.000,34027593.000,34962172.000,35896752.000,36912595.000,37081078.000
CommonStockValue,3157.000,3202.000,3211.000,3403.000,3496.000,3590.000,3691.000,3708.000
DebtInstrumentConvertibleCarryingAmountOfTheEquityComponent,,20000000.000,,20000000.000,20000000.000,,,
DeferredCostsCurrentAndNoncurrent,,,,26182.000,,,,
DeferredRentCreditNoncurrent,,,,,,33661.000,66860.000,65476.000
DeferredTaxAssetsGross,19963363.000,,,,16940337.000,,,
DeferredTaxAssetsGrossCurrent,0.000,,,,,,,
DeferredTaxAssetsLiabilitiesNet,0.000,,,,0.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,2000000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,2576756.000,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,1796704.000,,,,2020627.000,,60000.000,60000.000
DeferredTaxAssetsOther,15589903.000,,,,8036569.000,,,
DeferredTaxAssetsValuationAllowance,19963363.000,19000000.000,,,16940337.000,,,
DueToRelatedPartiesCurrent,54099.000,0.000,10000.000,0.000,0.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,70000.000,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,375000.000,353000.000,342000.000,468000.000,375000.000,513297.000,749390.000,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,3500814.000,,,,
FinancialLiabilitiesFairValueDisclosure,11794790.000,10169317.000,7419596.000,3500814.000,1798184.000,4237465.000,2571535.000,1957549.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,21878241.000,23554058.000,25229874.000,26905693.000,28581511.000,30257192.000,31932804.000,33608416.000
