,2012-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-20.000
EarningsPerShareBasicAndDiluted,-0.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,-64135.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-64135.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2245.000
IncreaseDecreaseInInterestPayableNet,2870.000
IncreaseDecreaseInNotesPayableCurrent,4000.000
InterestExpense,2870.000
NetCashProvidedByUsedInFinancingActivities,9000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,9000.000
NetCashProvidedByUsedInOperatingActivities,-9020.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9020.000
NetIncomeLoss,-64135.000
OperatingIncomeLoss,-61265.000
OtherIncome,-2870.000
SellingGeneralAndAdministrativeExpense,61265.000
