,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-24000.000,,,,-53000.000,,,,-77000.000,
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,2000.000,,,,3000.000,,,,5000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,,,,,,,,,21000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,21000.000,,,,1000.000,,,,31000.000,
AdvertisingExpense,57000.000,95000.000,88000.000,89000.000,72000.000,128000.000,115000.000,97000.000,93000.000,132000.000,80000.000,81000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,17116.000,25866.000,,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,-19000.000,73000.000,96000.000,-62000.000,11000.000,-587000.000,1000.000,-43000.000,119000.000,165000.000
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,,,,,,7000.000,-391000.000,1000.000,-29000.000,80000.000,109000.000
BrokerageCommissionsRevenue,,,,,,,,,,,36000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,15696000.000,,,,-7334000.000,,,,-1379000.000,
CommonStockDividendsPerShareDeclared,0.000,0.000,0.000,0.000,0.000,0.050,0.050,0.050,0.070,0.070,0.090,0.090
ComprehensiveIncomeNetOfTax,,,576000.000,582000.000,975000.000,614000.000,664000.000,77000.000,704000.000,475000.000,639000.000,423000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,496000.000,,,,,,,,,,
Depreciation,,,113000.000,,,,111000.000,,,,119000.000,
DividendsCommonStockCash,,,,,,,-78000.000,,,,140000.000,
EarningsPerShareBasic,0.310,0.290,0.380,0.330,0.570,0.430,0.420,0.430,0.450,0.330,0.330,0.160
EarningsPerShareDiluted,0.310,0.290,0.380,0.330,0.560,0.430,0.420,0.420,0.450,0.330,0.330,0.160
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,2000.000,,,,3000.000,,,,5000.000,
FederalDepositInsuranceCorporationPremiumExpense,134000.000,118000.000,119000.000,120000.000,121000.000,121000.000,116000.000,117000.000,128000.000,115000.000,115000.000,117000.000
FeesAndCommissionsDebitCards,,,,,,,,,,,142000.000,
FeesAndCommissionsDepositorAccounts,319000.000,381000.000,325000.000,321000.000,338000.000,354000.000,272000.000,300000.000,320000.000,312000.000,264000.000,302000.000
GainLossOnSaleOfLoansAndLeases,,,406000.000,,,,430000.000,,,,189000.000,
GainLossOnSaleOfSecuritiesNet,2000.000,5000.000,,,,,,,,,,
GainLossOnSalesOfLoansNet,226000.000,334000.000,406000.000,425000.000,770000.000,888000.000,430000.000,527000.000,250000.000,130000.000,189000.000,327000.000
GainsLossesOnSalesOfOtherRealEstate,-311000.000,-103000.000,-83000.000,-56000.000,24000.000,18000.000,-2000.000,,,,3000.000,-3000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,705000.000,932000.000,791000.000,1403000.000,1065000.000,1038000.000,1029000.000,1111000.000,816000.000,801000.000,583000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,741000.000,,,,,,,,,,,
IncomeTaxExpenseBenefit,264000.000,248000.000,337000.000,282000.000,524000.000,389000.000,385000.000,365000.000,408000.000,298000.000,281000.000,325000.000
IncomeTaxesPaidNet,,,,,,,650000.000,,,,440000.000,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,724.000,2065.000,,7584.000,5853.000,9063.000,,8518.000,13351.000
InformationTechnologyAndDataProcessing,147000.000,145000.000,148000.000,152000.000,167000.000,151000.000,142000.000,156000.000,156000.000,152000.000,154000.000,158000.000
InterestAndDividendIncomeOperating,4358000.000,4399000.000,4194000.000,3950000.000,3901000.000,3675000.000,3642000.000,3462000.000,3389000.000,3278000.000,3244000.000,3193000.000
InterestAndFeeIncomeLoansAndLeases,4245000.000,4285000.000,4075000.000,3806000.000,3760000.000,3521000.000,3477000.000,3261000.000,3157000.000,3019000.000,2939000.000,2897000.000
InterestExpense,1046000.000,1041000.000,910000.000,851000.000,769000.000,695000.000,647000.000,596000.000,575000.000,545000.000,495000.000,482000.000
InterestExpenseBorrowings,103000.000,113000.000,99000.000,104000.000,99000.000,84000.000,78000.000,59000.000,60000.000,61000.000,59000.000,59000.000
InterestExpenseDeposits,943000.000,928000.000,811000.000,747000.000,670000.000,611000.000,569000.000,537000.000,515000.000,484000.000,436000.000,423000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,2637000.000,2473000.000,2684000.000,2599000.000,2632000.000,2480000.000,2595000.000,2641000.000,2789000.000,2733000.000,2749000.000,2611000.000
InterestIncomeExpenseNet,3312000.000,3358000.000,3284000.000,3099000.000,3132000.000,2980000.000,2995000.000,2866000.000,2814000.000,2733000.000,2749000.000,2711000.000
