,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AmortizationOfDeferredLeasingFees,,204389.000,268442.000,379325.000,416663.000,389466.000,360146.000,448881.000
AmortizationOfFinancingCosts,,,617121.000,,,,1259251.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6341014.000,,,,52769841.000,
CostsAndExpenses,2282660.000,5972893.000,4086845.000,4787849.000,6820549.000,8121243.000,8136175.000,8710050.000
Depreciation,314708.000,977495.000,1549170.000,1874586.000,2137275.000,1950781.000,2415953.000,2895366.000
IncreaseDecreaseInAccruedLiabilities,,,59081.000,,,,,
IncreaseDecreaseInDeferredLeasingFees,,,398896.000,,,,512262.000,
IncreaseDecreaseInDueToOtherRelatedParties,,,,,,,838794.000,
IncreaseDecreaseInDueToRelatedParties,,,-1306131.000,,,,-846000.000,
IncreaseDecreaseInInterestPayableNet,,,9875.000,,,,112760.000,
IncreaseDecreaseInLeasingReceivables,,,,,,,-34623.000,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,-52322.000,
IncreaseDecreaseInOtherReceivables,,,-84894.000,,,,-484441.000,
IncreaseDecreaseInRestrictedCash,,,95018.000,,,,112761.000,
InterestAndOtherIncome,,,,,,,571.000,1279.000
InterestExpenseDebt,1678262.000,4445328.000,1827679.000,2122282.000,2449396.000,2849911.000,3040964.000,3453594.000
InterestPaid,,,1200683.000,,,,1668953.000,
InvestmentIncomeInterestAndDividend,3261.000,1973.000,526.000,474.000,817.000,,,
MembersOrLimitedPartnersSubsequentDistributionAmount,,,,,,,14226333.000,
NetCashProvidedByUsedInFinancingActivities,,,-19986952.000,,,,33500760.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-19986952.000,,,,33500760.000,
NetCashProvidedByUsedInInvestingActivities,,,-7168908.000,,,,-3727307.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-7168908.000,,,,-3727307.000,
NetCashProvidedByUsedInOperatingActivities,,,20814846.000,,,,22996388.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,20814846.000,,,,22996388.000,
NetIncomeLoss,-257419.000,-3836942.000,-1794840.000,-2265333.000,-4210713.000,18856276.000,-5290247.000,-5657801.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,,9950347.000,
OperatingLeasesIncomeStatementLeaseRevenue,,,,,,,2845357.000,3050970.000
OtherExpenses,,,,3026.000,14246.000,,56847.000,62185.000
PaymentsForCapitalImprovements,,,,,,,3727307.000,
PaymentsOfCapitalDistribution,,,,,,,14226333.000,
PaymentsOfDistributionsToAffiliates,,,,,,,324111.000,
PaymentsOfFinancingCosts,,,,,,,1738789.000,
ProceedsFromNotesPayable,,,,,,,50000000.000,
ProfessionalFees,,,238873.000,205949.000,1185809.000,1135912.000,1296137.000,1144277.000
RelatedPartyCosts,196104.000,202680.000,202681.000,202681.000,205326.000,1051326.000,205326.000,205326.000
Revenues,2025241.000,2135951.000,2292005.000,2522516.000,2609836.000,26977519.000,2845928.000,3052249.000
SalesRevenueNet,2025241.000,2135951.000,2292005.000,2522516.000,2609836.000,26977519.000,2845928.000,3052249.000
