,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesAndOtherLiabilities,25206000.000,30818000.000,32665000.000,33475000.000,29166000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,28813000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,477000.000,1011000.000,718000.000,-1290000.000,-957000.000
AdditionalPaidInCapitalCommonStock,,144107000.000,144175000.000,144420000.000,144555000.000
AdvancesFromFederalHomeLoanBanks,269597000.000,195096000.000,245120000.000,195119000.000,200118000.000
Assets,2244768000.000,2266758000.000,2347133000.000,2448310000.000,2566144000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,2051000.000,2749000.000,2245000.000,379000.000,586000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,288000.000,185000.000,185000.000,1401000.000,1174000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,119142000.000,119393000.000,113337000.000,137491000.000,165936000.000
AvailableForSaleSecurities,120905000.000,121957000.000,115397000.000,136469000.000,165348000.000
AvailableForSaleSecuritiesAmortizedCost,5000000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,174000.000,,,171000.000,217000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,114000.000,,,1230000.000,957000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,4379000.000,,,87363000.000,71229000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,14107000.000,,,11163000.000,13160000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,4983000.000,4983000.000,4983000.000,4984000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,5016000.000,5015000.000,4838000.000,4815000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,5021000.000,5027000.000,5024000.000,4909000.000,4920000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,5021000.000,10043000.000,10039000.000,9747000.000,9735000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,5000000.000,9983000.000,9983000.000,9983000.000,9984000.000
AvailableForSaleSecuritiesDebtSecurities,120905000.000,121957000.000,115397000.000,136469000.000,165348000.000
BankOwnedLifeInsurance,38609000.000,38883000.000,39158000.000,39421000.000,39678000.000
Capital,191579000.000,324201000.000,329526000.000,334153000.000,337064000.000
CapitalRequiredForCapitalAdequacy,136896000.000,145156000.000,151843000.000,157014000.000,161070000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,0.080,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,171120000.000,181445000.000,,196267000.000,
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,0.100,0.100,,0.100,
CapitalToRiskWeightedAssets,0.112,0.179,0.174,0.170,0.167
CashAndCashEquivalentsAtCarryingValue,114259000.000,30138000.000,19255000.000,50215000.000,102399000.000
CashAndDueFromBanks,15268000.000,18773000.000,15706000.000,16464000.000,18621000.000
CashEquivalentsAtCarryingValue,98991000.000,11365000.000,3549000.000,33751000.000,83778000.000
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,,32120880.000,32120880.000,32120880.000,32120880.000
CommonStockSharesOutstanding,,32120880.000,32120880.000,32120880.000,32120880.000
CommonStockValue,,321000.000,321000.000,321000.000,321000.000
DebtAndCapitalLeaseObligations,269597000.000,195096000.000,,,
DeferredIncomeTaxAssetsNet,,,,610000.000,502000.000
DeferredIncomeTaxLiabilities,,,,13876000.000,
DeferredIncomeTaxLiabilitiesNet,1530000.000,1578000.000,696000.000,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,1532000.000,
DeferredTaxAssetsGross,,,,14486000.000,
DeferredTaxAssetsLiabilitiesNet,,,,610000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,27000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,108000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,2818000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,,,,290000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,6777000.000,
DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,,,,357000.000,
DeferredTaxLiabilitiesDerivatives,,,2032000.000,,
DeferredTaxLiabilitiesMortgageServicingRights,,,,8121000.000,
DeferredTaxLiabilitiesOther,,,,50000.000,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,1380000.000,
DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,11714000.000,11822000.000,11932000.000,12044000.000,12154000.000
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationDiscountRate,,,,0.040,
DefinedBenefitPlanAssumptionsUsedCalculatingBenefitObligationRateOfCompensationIncrease,,,,0.030,
DefinedBenefitPlanBenefitObligation,,,,1536000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,933000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,187000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,150000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,150000.000,
DefinedBenefitPlanFundedStatusOfPlan,,,,1536000.000,
Deposits,1751711000.000,1710234000.000,1734911000.000,1804753000.000,1924737000.000
DepositsMoneyMarketDeposits,651503000.000,620975000.000,596377000.000,595211000.000,646123000.000
DepositsSavingsDeposits,312362000.000,316195000.000,317197000.000,316947000.000,338338000.000
EmployeeStockOwnershipPlanESOPNumberOfCommittedToBeReleasedShares,,59359.000,29680.000,59359.000,14840.000
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresWeightedAverageInterestRate,0.021,0.022,,,
