,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionOfDiscount,,297000.000,,,,378000.000,,,,413000.000,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,2907000.000,,,,4129000.000,,,,5079000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,2522000.000,,,,1903000.000,,,,1589000.000,,,,1208000.000
AllocatedShareBasedCompensationExpense,,,,,,1903000.000,,,,1600000.000,,,,1208000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,2500000.000,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,59250.000,,,,,,,,,,,,,
AssetRetirementObligationAccretionExpense,274000.000,297000.000,300000.000,300000.000,303000.000,378000.000,379000.000,380000.000,384000.000,413000.000,412000.000,411000.000,414000.000,442000.000
AssetRetirementObligationLiabilitiesIncurred,,178000.000,,,,79000.000,,,,6000.000,,,,42000.000
AssetRetirementObligationLiabilitiesSettled,,,,,,,,,,129000.000,,,,401000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,74683000.000,,,,-40434000.000,,,,93366000.000,,,,-117557000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,134000.000,,,,,,,,0.000,,,,
CostOfGoodsSold,483513000.000,432462000.000,472909000.000,483941000.000,470420000.000,450553000.000,488540000.000,505200000.000,502130000.000,475802000.000,496801000.000,503266000.000,498617000.000,476961000.000
CostOfOtherAlternativeEnergy,132215000.000,37770000.000,41767000.000,37684000.000,41055000.000,34580000.000,38440000.000,,,,,,,
CostsAndExpenses,4719881000.000,4141084000.000,4640716000.000,4569959000.000,3463689000.000,2921406000.000,3462999000.000,3276115000.000,2784127000.000,2431107000.000,2921299000.000,2963457000.000,2978825000.000,2996738000.000
DeferredIncomeTaxesAndTaxCredits,,-4556000.000,,,,-5121000.000,,,,28855000.000,,,,5612000.000
DepreciationAndAmortization,19387000.000,19661000.000,19685000.000,19629000.000,20259000.000,21178000.000,21317000.000,21695000.000,22378000.000,23486000.000,23685000.000,25576000.000,25863000.000,27012000.000
DividendsCash,,650000000.000,,,,,,,,,,,,
EarningsPerShareBasic,0.890,0.210,1.580,1.370,2.130,0.500,0.590,1.420,1.550,2.100,1.180,1.170,1.190,-0.080
EarningsPerShareDiluted,0.890,0.210,1.570,1.360,2.120,0.500,0.590,1.410,1.520,2.080,1.170,1.160,1.180,-0.080
EffectOfLIFOInventoryLiquidationOnIncome,,17781000.000,,,,,,,,,,,,
