,2011-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,21000.000
AmortizationOfIntangibleAssets,98000.000
BankOwnedLifeInsuranceIncome,508000.000
CapitalizedComputerSoftwareAmortization,-280000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,866000.000
CommonStockDividendsPerShareCashPaid,0.960
ComprehensiveIncomeNetOfTax,9284000.000
DeferredIncomeTaxExpenseBenefit,-96000.000
DepreciationDepletionAndAmortization,332000.000
DividendsCommonStockCash,2747000.000
EarningsPerShareBasic,2.350
EquipmentExpense,400000.000
FederalDepositInsuranceCorporationPremiumExpense,225000.000
FeesAndCommissionsDepositorAccounts,1055000.000
FeesAndCommissionsFiduciaryAndTrustActivities,1069000.000
GainLossOnSaleOfSecuritiesNet,9000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7974000.000
IncomeTaxExpenseBenefit,1259000.000
IncomeTaxesPaid,-825000.000
IncreaseDecreaseInDeposits,27322000.000
IncreaseDecreaseInOtherOperatingAssets,903000.000
IncreaseDecreaseInOtherOperatingLiabilities,463000.000
InformationTechnologyAndDataProcessing,391000.000
InterestAndDividendIncomeOperating,18425000.000
InterestAndFeeIncomeLoansAndLeases,10599000.000
InterestExpense,2030000.000
InterestExpenseDeposits,1734000.000
InterestExpenseLongTermDebt,237000.000
InterestExpenseShortTermBorrowings,59000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,16395000.000
InterestIncomeExpenseNet,16395000.000
InterestIncomeSecuritiesTaxExempt,3673000.000
InterestIncomeSecuritiesTaxable,4152000.000
InterestPaid,-2080000.000
LaborAndRelatedExpense,6132000.000
MortgageLoansOnRealEstateForeclosures,-26000.000
NetCashProvidedByUsedInFinancingActivities,36325000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,36325000.000
NetCashProvidedByUsedInInvestingActivities,-41576000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-41576000.000
NetCashProvidedByUsedInOperatingActivities,6117000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,6117000.000
NetIncomeLoss,6715000.000
NoncashOrPartNoncashAcquisitionInvestmentsAcquired1,0.000
NoninterestExpense,11289000.000
NoninterestExpenseDirectorsFees,470000.000
NoninterestIncome,2868000.000
NoninterestIncomeOtherOperatingIncome,227000.000
OccupancyNet,828000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,2569000.000
OtherInterestAndDividendIncome,1000.000
OtherNoninterestExpense,1679000.000
PaymentsForProceedsFromLoansAndLeases,-12474000.000
PaymentsOfDividendsCommonStock,2747000.000
PaymentsToAcquireMarketableSecurities,74124000.000
PaymentsToAcquirePropertyPlantAndEquipment,94000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,19314000.000
ProceedsFromRepaymentsOfShortTermDebt,11750000.000
ProceedsFromSaleOfForeclosedAssets,49000.000
ProceedsFromSaleOfRestrictedInvestments,805000.000
ProfessionalFees,381000.000
ProvisionForLoanAndLeaseLosses,0.000
RealEstateOtherDeductions,46000.000
TaxesOther,503000.000
