,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,17249000.000,18528000.000,17297000.000,17074000.000,15541000.000,15001000.000,14606000.000,17109000.000,29570000.000,29212000.000,29587000.000,25754000.000,23219000.000,36137000.000,33261000.000,34198000.000
AccountsPayableCurrent,42129000.000,45126000.000,42589000.000,45886000.000,46645000.000,46770000.000,48166000.000,54689000.000,55090000.000,56951000.000,51994000.000,54667000.000,62554000.000,56116000.000,57211000.000,54922000.000,52702000.000,48418000.000
AccountsReceivableNetCurrent,72604000.000,73556000.000,72518000.000,81432000.000,81983000.000,84974000.000,75149000.000,81506000.000,85120000.000,86646000.000,78481000.000,87923000.000,88465000.000,88478000.000,77334000.000,92226000.000,89977000.000,89347000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,5674000.000,4202000.000,3611000.000,3344000.000,2213000.000,2975000.000,4333000.000,4804000.000,5272000.000,12959000.000,11190000.000,13810000.000,9271000.000,18597000.000,17562000.000,15691000.000,10386000.000,14177000.000
AccruedEmployeeBenefitsCurrent,,,,,,,1406000.000,,,,1440000.000,,,,1922000.000,,,
AccruedIncomeTaxesCurrent,,,962000.000,624000.000,239000.000,158000.000,1116000.000,378000.000,277000.000,554000.000,2648000.000,2347000.000,2423000.000,2749000.000,2217000.000,1475000.000,1957000.000,1346000.000
AccruedIncomeTaxesPayable,1266000.000,995000.000,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,25814000.000,28719000.000,28583000.000,32093000.000,28595000.000,29507000.000,33307000.000,34402000.000,31939000.000,34348000.000,34208000.000,37807000.000,51875000.000,60062000.000,51420000.000
AccruedProfessionalFeesCurrent,,,,,,,1998000.000,,,,2275000.000,,,,2068000.000,,,
AccruedSalesCommissionCurrent,,,,,,,6190000.000,,,,5616000.000,,,,4744000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,124000000.000,126600000.000,134159000.000,140600000.000,146400000.000,152800000.000,157455000.000,160800000.000,169900000.000,175300000.000,177808000.000,183600000.000,193200000.000,201300000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,18390000.000,11119000.000,10809000.000,12692000.000,10342000.000,13037000.000,13102000.000,10437000.000,7072000.000,9400000.000,11169000.000,9146000.000,11377000.000,1968000.000,-6545000.000,-15825000.000,-11481000.000,-16603000.000
AdditionalPaidInCapital,,,,474844000.000,468197000.000,462368000.000,453621000.000,454181000.000,455673000.000,457572000.000,457913000.000,457475000.000,444691000.000,440654000.000,442585000.000,430173000.000,432838000.000,436060000.000
AdditionalPaidInCapitalCommonStock,482908000.000,475972000.000,475013000.000,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,800000.000,,,,800000.000,,,,600000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,995000.000,755000.000,613000.000,711000.000,781000.000,749000.000,834000.000,657000.000,796000.000,753000.000,760000.000,734000.000,768000.000,497000.000,557000.000,610000.000,746000.000,740000.000
AssetRetirementObligation,,,,,,,1200000.000,,,,1200000.000,,,,1400000.000,,,
Assets,556021000.000,546207000.000,542821000.000,543599000.000,542112000.000,559584000.000,545803000.000,551525000.000,559748000.000,634119000.000,698108000.000,690186000.000,682934000.000,732603000.000,756230000.000,780172000.000,776106000.000,760514000.000
AssetsCurrent,125769000.000,124464000.000,121286000.000,122306000.000,122977000.000,138597000.000,125494000.000,135250000.000,145249000.000,159662000.000,152787000.000,149456000.000,140690000.000,143241000.000,143434000.000,140814000.000,136532000.000,137135000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,3719000.000,3489000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,,,,,,,,,,,3537000.000,,,,327000.000,,,
CapitalLeaseObligations,,,,,6962000.000,6032000.000,4907000.000,4100000.000,3751000.000,4969000.000,4047000.000,3908000.000,3982000.000,3601000.000,3901000.000,3581000.000,3327000.000,3728000.000
CapitalLeaseObligationsCurrent,,,,,,,3137000.000,-2403000.000,1838000.000,2124000.000,1719000.000,1655000.000,1821000.000,1781000.000,1971000.000,1988000.000,2079000.000,2199000.000
CapitalLeaseObligationsNoncurrent,,,,,,,1770000.000,,,,2328000.000,,,,1930000.000,,,
CapitalLeasedAssetsGross,,,,,,,16645000.000,,,,9972000.000,,,,7969000.000,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,8500000.000,,,,6174000.000,,,,4845000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,5393000.000,,,,4407000.000,,,,3963000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,3564000.000,,,,1912000.000,,,,2134000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,253000.000,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,653000.000,,,,866000.000,,,,400000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,923000.000,,,,1629000.000,,,,1429000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,486000.000,,,,360000.000,,,,62000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,4907000.000,,,,4047000.000,,,,3901000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,8145000.000,,,,3798000.000,,,,3124000.000,,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,,15300000.000,3800000.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,24018000.000,29014000.000,32033000.000,23751000.000,24001000.000,33144000.000,20976000.000,21456000.000,25291000.000,37072000.000,44955000.000,36721000.000,31926000.000,29505000.000,40220000.000,28073000.000,20707000.000,19317000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,51231485.000,50066012.000,50144703.000,50185721.000,49260185.000,48431753.000,47745592.000,48126367.000,48181655.000,48349874.000,48338335.000,48443924.000,47375315.000,47082520.000,47378794.000,46483474.000,46808447.000,46753585.000
CommonStockSharesOutstanding,51231485.000,50066012.000,50144703.000,50185721.000,49260185.000,48431753.000,47745592.000,48126367.000,48181655.000,48349874.000,48338335.000,48443924.000,47375315.000,47082520.000,47378794.000,46483474.000,46808447.000,46753585.000
CommonStockValue,512000.000,501000.000,501000.000,502000.000,492000.000,484000.000,477000.000,481000.000,482000.000,484000.000,483000.000,486000.000,479000.000,472000.000,475000.000,468000.000,485000.000,470000.000
CostMethodInvestments,,,,,,,,2800000.000,2800000.000,2900000.000,2100000.000,1000000.000,1000000.000,1000000.000,1100000.000,1100000.000,1000000.000,1000000.000
DebtAndCapitalLeaseObligations,,,,,190888000.000,204073000.000,182969000.000,181901000.000,178554000.000,225266000.000,274186000.000,260074000.000,253758000.000,312654000.000,334796000.000,356786000.000,341854000.000,338010000.000
DeferredRentCreditCurrent,,,,,,,1467000.000,,,,1652000.000,,,,1433000.000,,,
DeferredRevenueCurrent,,,,,,,8735000.000,,,,5222000.000,,,,9105000.000,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,16038000.000,,,,16175000.000,,,,16404000.000,,,
DeferredTaxAssetsGross,,,,,,,65131000.000,,,,77704000.000,,,,74951000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,4225000.000,,,,-12705000.000,,,,-14681000.000,,,
DeferredTaxAssetsNet,,,,,,,38570000.000,,,,48617000.000,,,,47448000.000,,,
