,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AccountsPayableCurrent,1604000.000,1405000.000,1257000.000,825000.000,871000.000,1174000.000,1135000.000,1390000.000,1375000.000,2000000.000,1281000.000,1044000.000,993000.000,1068000.000
AccountsReceivableNetCurrent,2372000.000,2449000.000,2646000.000,2631000.000,1700000.000,1778000.000,3406000.000,2538000.000,2269000.000,2762000.000,3090000.000,3782000.000,2415000.000,2956000.000
AccruedIncomeTaxesCurrent,24000.000,63000.000,30000.000,5000.000,,,112000.000,1000.000,68000.000,282000.000,242000.000,11000.000,,94000.000
AccruedLiabilitiesCurrent,1276000.000,1095000.000,1525000.000,1393000.000,1240000.000,1098000.000,1168000.000,1408000.000,1457000.000,1414000.000,1425000.000,2114000.000,1264000.000,1487000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3123000.000,3195000.000,3284000.000,3350000.000,3426000.000,3510000.000,3579000.000,3429000.000,3516000.000,3607000.000,3704000.000,3735000.000,3834000.000,3918000.000
AdditionalPaidInCapitalCommonStock,11024000.000,11056000.000,11068000.000,11166000.000,11193000.000,11223000.000,11314000.000,11429000.000,11488000.000,11536000.000,11634000.000,11697000.000,11782000.000,11847000.000
AllowanceForDoubtfulAccountsReceivableCurrent,147000.000,186000.000,169000.000,165000.000,177000.000,158000.000,30000.000,35000.000,57000.000,71000.000,78000.000,78000.000,63000.000,63000.000
Assets,18982000.000,18859000.000,19135000.000,18707000.000,17665000.000,18226000.000,18980000.000,20169000.000,20443000.000,21527000.000,21124000.000,22504000.000,21903000.000,22366000.000
AssetsCurrent,9441000.000,9440000.000,9829000.000,9533000.000,8582000.000,9245000.000,10004000.000,11096000.000,11403000.000,12517000.000,12067000.000,13589000.000,13067000.000,13663000.000
BuildingsAndImprovementsGross,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000,3395000.000
CashAndCashEquivalentsAtCarryingValue,373000.000,365000.000,55000.000,136000.000,77000.000,527000.000,24000.000,1464000.000,1478000.000,501000.000,250000.000,1398000.000,2344000.000,1993000.000
CashFDICInsuredAmount,,,,,,,,250000.000,,,,250000.000,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000000.000,10000000000.000,10000000.000,10000000.000
CommonStockSharesIssued,3789012.000,3789012.000,3789012.000,3884012.000,3886412.000,3886912.000,3900410.000,3897832.000,3889368.000,3834375.000,3817068000.000,3820041000.000,3826558.000,
CommonStockSharesOutstanding,3789012.000,3789012.000,3789012.000,3884012.000,3886412.000,3886912.000,3900410.000,3897832.000,3889368.000,3834375.000,3817068000.000,3820041000.000,3826558.000,3826558.000
CommonStockValue,38000.000,38000.000,38000.000,39000.000,39000.000,39000.000,39000.000,40000.000,40000.000,40000.000,40000.000,40000.000,40000.000,40000.000
DebtInstrumentInterestRateAtPeriodEnd,,,,,0.019,0.019,,,,0.028,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,0.028
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,0.033
DeferredIncomeTaxLiabilities,,,,,,,,637000.000,,,,755000.000,,
DeferredTaxAssetsGross,,,,,,,,689000.000,,,,644000.000,,
DeferredTaxAssetsInventory,,,,,,,,502000.000,,,,457000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,52000.000,,,,-111000.000,,
DeferredTaxAssetsNetCurrent,687000.000,725000.000,766000.000,752000.000,697000.000,698000.000,650000.000,689000.000,693000.000,700000.000,744000.000,644000.000,643000.000,664000.000
DeferredTaxAssetsOther,,,,,,,,15000.000,,,,30000.000,,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,,172000.000,,,,157000.000,,
DeferredTaxLiabilitiesNoncurrent,402000.000,396000.000,392000.000,485000.000,483000.000,486000.000,476000.000,637000.000,625000.000,650000.000,593000.000,755000.000,755000.000,729000.000
DeferredTaxLiabilitiesOther,,,,,,,,187000.000,,,,236000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,450000.000,,,,519000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,221000.000,191000.000,206000.000,164000.000,361000.000,313000.000,340000.000,287000.000,532000.000,465000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,1061000.000,1112000.000,-1162000.000,-1212000.000,-1263000.000,1313000.000,1363000.000,1414000.000,1465000.000,-1515000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,,,,147000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,187000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,151000.000,99000.000,50000.000,90000.000,151000.000,102000.000,51000.000,,136000.000,76000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,166000.000,166000.000,166000.000,166000.000,90000.000,90000.000,90000.000,166000.000,166000.000,147000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,147000.000
