,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsAndNotesReceivableNet,104433000.000,70353000.000,79180000.000,66179000.000,72442000.000,74028000.000,94832000.000,64821000.000,65630000.000,66121000.000,72345000.000,75749000.000,87355000.000,99779000.000,117425000.000,125488000.000,143697000.000,151578000.000,159576000.000,152682000.000,152089000.000,151066000.000,149219000.000,231665000.000,238358000.000,234712000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,699826000.000,478820000.000,418686000.000,436185000.000,446075000.000,458889000.000,461455000.000,495953000.000,526913000.000,504458000.000,524298000.000,542519000.000,560222000.000,582598000.000,559147000.000,601729000.000,675762000.000,697184000.000,650861000.000,646972000.000,667080000.000,766327000.000,680393000.000,674829000.000
AccountsPayableCurrentAndNoncurrent,111049000.000,127576000.000,117593000.000,104414000.000,80900000.000,91805000.000,103933000.000,118544000.000,108325000.000,117804000.000,146147000.000,148282000.000,138213000.000,154170000.000,167983000.000,172716000.000,161902000.000,164614000.000,178604000.000,183770000.000,167575000.000,190327000.000,195785000.000,215331000.000,178491000.000,186993000.000
AccountsReceivableGross,,,,,,,,,,,,,,,,,,,,,,,,244275000.000,251346000.000,247460000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,70027000.000,76960000.000,72327000.000,75550000.000,85366000.000,97189000.000,94891000.000,108376000.000,104145000.000,99332000.000,87519000.000,96781000.000,100033000.000,113875000.000,88196000.000,97117000.000,110061000.000,114456000.000,87070000.000,98710000.000,118722000.000,130352000.000,97971000.000,111694000.000
AccruedLiabilitiesCurrentAndNoncurrent,571456000.000,594385000.000,582233000.000,374406000.000,337786000.000,344380000.000,342142000.000,340345000.000,353130000.000,378149000.000,380766000.000,356176000.000,386085000.000,388349000.000,392239000.000,409882000.000,397245000.000,437115000.000,497158000.000,513414000.000,483286000.000,456645000.000,471295000.000,550996000.000,501902000.000,487836000.000
AccumulatedDeferredInvestmentTaxCredit,,,,,,,,7800000.000,,,,7800000.000,,,,3200000.000,,,,3200000.000,,,,3200000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,18000000.000,,,,18500000.000,,,,14400000.000,,,,15000000.000,,,,15300000.000,,,,18200000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-22657000.000,-22657000.000,-22657000.000,-26152000.000,-26152000.000,-26152000.000,-26152000.000,-27958000.000,-27958000.000,-27958000.000,-27958000.000,-17516000.000,-17516000.000,-17516000.000,-17516000.000,-21008000.000,-21008000.000,-21008000.000,-21008000.000,-17319000.000,-17319000.000,-17319000.000,-17319000.000,-16057000.000,-16057000.000,-16057000.000
AdditionalPaidInCapitalCommonStock,875549000.000,877376000.000,878962000.000,884190000.000,885765000.000,887262000.000,888701000.000,888579000.000,783298000.000,785385000.000,787388000.000,788893000.000,790672000.000,657028000.000,665840000.000,668857000.000,672038000.000,676228000.000,679600000.000,682871000.000,681699000.000,686188000.000,695686000.000,696938000.000,697656000.000,703004000.000
AllowanceForDoubtfulAccountsReceivable,,,,23700000.000,,,,21300000.000,,,,20300000.000,,,,15300000.000,,,,12200000.000,,,,12610000.000,12988000.000,12748000.000
Assets,2901246000.000,2860348000.000,2721817000.000,2512542000.000,2406073000.000,2394005000.000,2549464000.000,2561698000.000,2900637000.000,2912121000.000,2964841000.000,3193635000.000,3248172000.000,3828026000.000,3887391000.000,4757550000.000,4989857000.000,5039060000.000,4948496000.000,5015371000.000,4922056000.000,4915843000.000,5027761000.000,5131624000.000,4922580000.000,4958795000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,,,,,,,,9800000.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,742498000.000,627196000.000,480273000.000,418074000.000,307375000.000,317961000.000,423124000.000,525688000.000,625558000.000,541206000.000,386465000.000,532523000.000,306450000.000,487270000.000,299008000.000,358768000.000,548079000.000,442088000.000,354879000.000,560341000.000,324856000.000,276549000.000,337722000.000,593000000.000,352450000.000,349372000.000
CashEquivalentsAtCarryingValue,,,377800000.000,212800000.000,217800000.000,197600000.000,329300000.000,396300000.000,512300000.000,436800000.000,260800000.000,436200000.000,124200000.000,357200000.000,196200000.000,197700000.000,402300000.000,285300000.000,231000000.000,342300000.000,203700000.000,109500000.000,222400000.000,396100000.000,206100000.000,256100000.000
