,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-06-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,125980.000,149931.000,185253.000,12761.000,1624.000,63898.000,71609.000
AccountsPayableCurrentAndNoncurrent,125980.000,142405.000,167459.000,12761.000,,63898.000,
AccountsReceivableNet,,30000.000,30000.000,30000.000,,,
AdditionalPaidInCapital,2526121.000,2526121.000,2526121.000,2969534.000,4268234.000,4268234.000,4268234.000
AdvancesToAffiliate,,,,,,,73599.000
Assets,158330.000,160436.000,151059.000,150738.000,10029.000,33.000,85.000
AssetsCurrent,,160436.000,151059.000,150738.000,10029.000,33.000,85.000
BankOverdrafts,,,,5.000,0.000,0.000,
Cash,27192.000,9698.000,321.000,0.000,29.000,33.000,85.000
CashAndCashEquivalentsAtCarryingValue,27192.000,9698.000,321.000,0.000,29.000,33.000,85.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,8718629.000,8718629.000,8718629.000,13127195.000,26157195.000,26157195.000,26157195.000
CommonStockSharesOutstanding,8718629.000,8718629.000,8718629.000,13127195.000,26157195.000,26157195.000,26157195.000
CommonStockValue,872.000,872.000,872.000,1316.000,2616.000,2616.000,2616.000
ConvertibleNotesPayable,,95566.000,105100.000,0.000,,,
ConvertibleNotesPayableCurrent,60032.000,,,,,,
DeferredTaxAssetsLiabilitiesNet,0.000,,,,,0.000,
DueToOfficersOrStockholdersCurrent,,,,,46606.000,,
Liabilities,284450.000,343935.000,388791.000,12766.000,58230.000,135811.000,155208.000
LiabilitiesAndStockholdersEquity,158330.000,160436.000,151059.000,150738.000,10029.000,33.000,85.000
LoansAndLeasesReceivableGrossCarryingAmount,84000.000,84000.000,84000.000,84000.000,,,
LoansReceivableNet,84000.000,84000.000,84000.000,84000.000,,,
NotesPayable,98438.000,,,,,10000.000,10000.000
NotesPayableCurrent,,,,,10000.000,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,98438.000,98438.000,0.000,,,
OperatingLossCarryforwards,929000.000,,,,,1542000.000,
OtherLiabilitiesCurrent,0.000,7526.000,17064.000,0.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,0.000,
PreferredStockSharesOutstanding,,,,,,0.000,
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,47138.000,,,,,,
PrepaidExpenseCurrent,,36738.000,36738.000,36738.000,10000.000,,
RetainedEarningsAccumulatedDeficit,-2653113.000,-2710492.000,-2764725.000,-2832878.000,-4319051.000,-4406628.000,-4425973.000
StockholdersEquity,-126120.000,-183499.000,-237732.000,137972.000,-48201.000,-135778.000,-155123.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-126120.000,-183499.000,-237732.000,137972.000,-48201.000,-135778.000,-155123.000
