,2013-06-30,2014-06-30,2015-06-30,2016-06-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,471023.000,9204.000,230273.000,1877572.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,551179.000,821979.000
AllocatedShareBasedCompensationExpense,2745797.000,2155128.000,,
AmortizationOfDebtDiscountPremium,,19920.000,,
AmortizationOfFinancingCosts,,,360650.000,15203.000
AmortizationOfIntangibleAssets,,,33957.000,38549.000
AssetImpairmentCharges,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,157170.000,13380.000,553338.000,-406854.000
DebtConversionConvertedInstrumentAmount1,,,1725000.000,
DebtInstrumentConvertibleBeneficialConversionFeature,,115603.000,488037.000,513941.000
DebtInstrumentDecreaseForgiveness,,,,39178.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,266212.000,486487.000
Depreciation,,7588.000,42955.000,86527.000
DepreciationAndAmortization,,10338.000,,
DepreciationDepletionAndAmortization,1160.000,10338.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,441000.000,1084337.000,,
EarningsPerShareBasicAndDiluted,-0.030,-0.030,-0.010,-0.020
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,,
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,1871337.000,
FairValueAdjustmentOfWarrants,,,,821979.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,441000.000,1084337.000,,
GainLossRelatedToLitigationSettlement,,,546129.000,
GeneralAndAdministrativeExpense,4122016.000,3698331.000,3439681.000,5392596.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1668000.000,-1803000.000,1143328.000,1986364.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,1668000.000,1803000.000,-680683.000,-2076023.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,,7677.000,3316.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,143820.000,-28305.000,181113.000,
IncreaseDecreaseInAccountsPayableRelatedParties,1033573.000,679444.000,,
IncreaseDecreaseInAccountsReceivable,,,,8835.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,50000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,51724.000,-228066.000
IncreaseDecreaseInRestrictedCashAndInvestments,,,20.000,-65330.000
InterestExpense,-151707.000,-165350.000,,
InterestIncomeExpenseNonoperatingNet,,,-66647.000,-83764.000
InterestIncomeOther,,-405.000,,
InterestPaid,,,23698.000,40447.000
IssuanceOfStockAndWarrantsForServicesOrClaims,1582975.000,902300.000,815949.000,228318.000
LeaseAndRentalExpense,11520.000,0.000,15985.000,
NetCashProvidedByUsedInFinancingActivities,697598.000,1273533.000,3491866.000,1993000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,697598.000,1273533.000,3491866.000,1993000.000
NetCashProvidedByUsedInInvestingActivities,,-303514.000,-660831.000,-19832.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-303514.000,-660831.000,-19832.000
NetCashProvidedByUsedInOperatingActivities,-540428.000,-956639.000,-2277697.000,-2380022.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-540428.000,-956639.000,-2277697.000,-2380022.000
NetIncomeLoss,-4905778.000,-5302487.000,-2002009.000,-6105950.000
NonoperatingIncomeExpense,691959.000,1478838.000,1502132.000,-648486.000
OperatingExpenses,4213819.000,3823649.000,3504141.000,5698299.000
OperatingIncomeLoss,-4213819.000,-3823649.000,-3504141.000,-5457464.000
OperatingLeasesRentExpenseNet,,,,50088.000
PaymentsOfDebtIssuanceCosts,,,,57500.000
PaymentsToAcquireIntangibleAssets,,,137743.000,
PaymentsToAcquirePropertyPlantAndEquipment,,303514.000,523068.000,85162.000
ProceedsFromConvertibleDebt,,400000.000,1350050.000,1565000.000
ProceedsFromIssuanceOfCommonStock,697598.000,873533.000,1529445.000,
ProceedsFromIssuanceOfDebt,,,,150000.000
ProceedsFromIssuanceOrSaleOfEquity,,,2141816.000,485500.000
ProceedsFromWarrantExercises,,,517705.000,
RepaymentsOfNotesPayable,,,,150000.000
ResearchAndDevelopmentExpense,91803.000,114980.000,64460.000,305703.000
Revenues,,,,240835.000
SalariesWagesAndOfficersCompensation,,,1071200.000,
SalesRevenueNet,,,,240835.000
ShareBasedCompensation,,,230273.000,2326024.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,1.439
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,0.013
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,5287500.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,16250000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,0.130
