,2011-06-30
AccountsPayableCurrent,1491000.000
AccountsReceivableNetCurrent,22387000.000
AccruedLiabilitiesCurrent,26698000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-13467000.000
AdditionalPaidInCapitalCommonStock,242879000.000
AllowanceForDoubtfulAccountsReceivableCurrent,870000.000
Assets,199466000.000
AssetsCurrent,77746000.000
CashAndCashEquivalentsAtCarryingValue,40090000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,80000000.000
CommonStockSharesIssued,45721000.000
CommonStockValue,457000.000
DeferredTaxAssetsNetCurrent,509000.000
DeferredTaxLiabilitiesNoncurrent,1410000.000
FiniteLivedIntangibleAssetsNet,2771000.000
Goodwill,109907000.000
Liabilities,33011000.000
LiabilitiesAndStockholdersEquity,199466000.000
LiabilitiesCurrent,31429000.000
LongTermDebtAndCapitalLeaseObligations,172000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,682000.000
OtherLiabilitiesNoncurrent,0.000
PreferredStockParOrStatedValuePerShare,0.010
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseAndOtherAssetsCurrent,2185000.000
PropertyPlantAndEquipmentNet,9042000.000
RetainedEarningsAccumulatedDeficit,-62196000.000
StockholdersEquity,161553000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,166455000.000
TaxesPayableCurrent,2558000.000
TreasuryStockShares,2150000.000
TreasuryStockValue,6120000.000
