,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,12200000.000,14600000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,10100000.000
AdvertisingExpense,48300000.000,6200000.000
AllocatedShareBasedCompensationExpense,10200000.000,14800000.000
AllowanceForDoubtfulAccountsReceivableChargeOffs,800000.000,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,5900000.000
AmortizationOfFinancingCosts,,8900000.000
AmortizationOfFinancingCostsAndDiscounts,57000000.000,56300000.000
AmortizationOfIntangibleAssets,38200000.000,36300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2700000.000,2900000.000
AssetImpairmentCharges,0.000,
CapitalLeaseObligationsIncurred,36100000.000,1000000.000
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,19500000.000,17200000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,87700000.000,240200000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,9300000.000
CashFlowHedgeGainReclassifiedToInterestExpense,1100000.000,
CommonStockDividendsPerShareCashPaid,0.040,0.240
ComprehensiveIncomeNetOfTax,120700000.000,398600000.000
CostOfGoodsSold,1037200000.000,195300000.000
CostOfGoodsSoldDirectLabor,345100000.000,68100000.000
CostOfGoodsSoldDirectMaterials,382200000.000,70600000.000
CostOfGoodsSoldOverhead,309900000.000,56600000.000
CostsAndExpenses,1548600000.000,624100000.000
CurrentFederalTaxExpenseBenefit,19000000.000,29900000.000
CurrentForeignTaxExpenseBenefit,13000000.000,22800000.000
CurrentIncomeTaxExpenseBenefit,33100000.000,56400000.000
CurrentStateAndLocalTaxExpenseBenefit,1100000.000,3700000.000
DebtInstrumentPeriodicPaymentPrincipal,12900000.000,
DeconsolidationGainOrLossAmount,,-1000000.000
DeferredFederalIncomeTaxExpenseBenefit,-1000000.000,27800000.000
DeferredForeignIncomeTaxExpenseBenefit,8300000.000,5500000.000
DeferredIncomeTaxExpenseBenefit,8900000.000,32100000.000
DeferredIncomeTaxesAndTaxCredits,,32100000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,1600000.000,-1200000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,-2500000.000,-2100000.000
DefinedBenefitPlanContributionsByEmployer,0.000,8200000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,200000.000
DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,0.080,0.080
DefinedBenefitPlanUltimateHealthCareCostTrendRate,0.050,0.050
DefinedContributionPlanEmployerMatchingContributionPercent,,0.040
DefinedContributionPlanEmployerMatchingContributionPercentOfMatch,,1.000
DefinedContributionPlanMaximumAnnualContributionPerEmployeePercent,0.040,
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,0.500
Depreciation,,49700000.000
DepreciationAndAmortization,114200000.000,65800000.000
DepreciationDepletionAndAmortization,102200000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,-6100000.000
DerivativeInstrumentsLossRecognizedInIncome,11800000.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,-5000000.000
DividendsCommonStockCash,14000000.000,84300000.000
EarningsPerShareBasic,0.340,0.670
EarningsPerShareDiluted,0.330,0.650
EffectOfExchangeRateOnCashAndCashEquivalents,4300000.000,4700000.000
