,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,217335.000,268039.000,337790.000,341469.000,368383.000,611845.000,446113.000,478915.000,752193.000
CashAndCashEquivalentsPeriodIncreaseDecrease,598.000,106.000,10918.000,-5307175.000,,,,1839403.000,,,,25886429.000
ComprehensiveIncomeNetOfTax,,,,-4307466.000,-3427864.000,-3728837.000,-3023951.000,-4324394.000,-5777041.000,-6195533.000,-6731074.000,-7942901.000
CostsAndExpenses,,,,3918954.000,3694674.000,,,,,,,
CostsAndExpensesRelatedParty,,,,,,,,,0.000,0.000,,
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,
Depreciation,,,,78117.000,,,,94521.000,,,,100348.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.130,-0.120,-0.100,-0.060,-0.100,-0.140,-0.140,-0.170,-0.190
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,-545633.000,,,,-119236.000,,,,294934.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.000,,,,,,,,
GeneralAndAdministrativeExpense,,18.000,18.000,2394323.000,1969082.000,2242804.000,1762006.000,1967883.000,2368217.000,2341010.000,2213776.000,3988880.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-3704734.000,-3529999.000,-3881811.000,-2738231.000,-4161054.000,-5883253.000,-6196203.000,-6396684.000,-7993735.000
IncomeTaxExpenseBenefit,,,,,,40441.000,,0.000,0.000,,,0.000
IncomeTaxesPaidNet,,,,422.000,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,440649.000,,,,597189.000,,,,263025.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,68870.000,,,,-19328.000
IncreaseDecreaseInAccruedLiabilities,1250.000,1250.000,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,-208047.000,,,,543037.000,,,,-805903.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,5838737.000,,,,33516454.000
IncreaseDecreaseInIncomeTaxes,,,,-2184.000,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,317073.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,1185384.000,,,,81149.000
IncreaseDecreaseInPrepaidExpense,,,,408218.000,,,,,,,,
InterestExpense,,,,4170.000,53.000,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,,100.000
InterestPaid,,,,4224.000,,,,,,,,
LeaseAndRentalExpense,,,,,,0.000,,,,,,
LegalFees,2162.000,1526.000,13900.000,,,,,,,,,
LossContingencyDamagesAwardedValue,,,,4235350.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,1600.000,400.000,3000.000,-1000323.000,,,,,,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1600.000,400.000,3000.000,-1000323.000,,,,,,,,0.000
NetCashProvidedByUsedInInvestingActivities,,,,-40648.000,,,,-67919.000,,,,-179066.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-40648.000,,,,-67919.000,,,,-179066.000
NetCashProvidedByUsedInOperatingActivities,-948.000,-294.000,-13918.000,-3720571.000,,,,2026559.000,,,,25770561.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-948.000,-294.000,-13918.000,-3720571.000,,,,2026559.000,,,,25770561.000
NetIncomeLoss,-2198.000,-1544.000,-13918.000,-3704734.000,-3529999.000,-3922252.000,-2901656.000,-4161054.000,-5883253.000,-6196203.000,-6558654.000,-7993735.000
OperatingExpenses,2198.000,1544.000,13918.000,,,4294492.000,,5627318.000,6868314.000,6962967.000,9131090.000,9348836.000
OperatingIncomeLoss,-2198.000,-1544.000,-13918.000,-3701333.000,-3534430.000,-3879882.000,-2565390.000,-4380674.000,-5795452.000,-6177960.000,-6404929.000,-8005536.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,-602732.000,102135.000,193415.000,-122295.000,163340.000,106212.000,670.000,-499100.000,50834.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,-602732.000,102135.000,193415.000,-122295.000,163340.000,106212.000,670.000,-499100.000,50834.000
OtherCostAndExpenseOperating,,0.000,,,,,,,,,,
OtherGeneralExpense,36.000,,,,,,,,,,,
OtherNoncashIncomeExpense,,,,127482.000,,,,,,,,
OtherNonoperatingIncomeExpense,,,,769.000,4484.000,-1929.000,7581.000,219620.000,-87801.000,-18243.000,5925.000,11701.000
PaymentsToAcquirePropertyPlantAndEquipment,0.000,0.000,0.000,40648.000,,,,67919.000,,,,179066.000
ProceedsFromContributionsFromAffiliates,1600.000,400.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,3000.000,,,,,,,,,
ProfitLoss,-2198.000,-1544.000,-13918.000,,,,,,,,,
RepaymentOfNotesReceivableFromRelatedParties,,0.000,,,,,,,,,,
RepaymentsOfDebt,,,,1000323.000,,,,,,,,
ResearchAndDevelopmentExpense,,,,1524631.000,1725592.000,2051688.000,2942840.000,3659435.000,4500097.000,4621957.000,6917314.000,5359956.000
RestrictedStockExpense,,,,311066.000,,,,,,,,
Revenues,0.000,0.000,0.000,217621.000,160244.000,414610.000,2139456.000,1246644.000,1072862.000,785007.000,2726161.000,1343300.000
SalesRevenueGoodsNet,,,,0.000,,,,0.000,,,,0.000
SalesRevenueNet,0.000,0.000,0.000,217621.000,160244.000,414610.000,2139456.000,1246644.000,1072862.000,785007.000,2726161.000,1343300.000
ShareBasedCompensation,,,,217335.000,,,,368383.000,,,,752193.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,0.751,0.737,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,,,,,,0.734,,0.760,0.755,0.751,-1.506,0.751
