,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,8125.000,2000.000,2000.000,6821.000,173500.000,671195.000,650891.000,737951.000,90043.000,103876.000,95151.000,328601.000,416399.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,8835.000,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,91399.000,283746.000,284923.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,1124.000,1569.000,5694.000
AdditionalPaidInCapital,39800.000,53667.000,53667.000,52634.000,6207160.000,10812491.000,11292637.000,11640759.000,12117627.000,12346539.000,1763760.000,4805267.000,9912247.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,0.000,0.000,0.000
Assets,27507.000,13419.000,10959.000,3073.000,538309.000,2057876.000,1104846.000,555594.000,414002.000,60067.000,1006513.000,2665025.000,6408986.000
AssetsCurrent,27507.000,13419.000,10959.000,3073.000,468309.000,1939876.000,984509.000,513378.000,392862.000,60067.000,988987.000,2650645.000,2568763.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,41118.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,22073.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,,40000.000,19045.000,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,2000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,,,341021.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,-37433.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,,,,,,,,6597.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,100401.000
CashAndCashEquivalentsAtCarryingValue,1507.000,13419.000,10959.000,3073.000,323887.000,812671.000,140134.000,22540.000,96822.000,8317.000,225363.000,1030366.000,769515.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,0.000,0.000,0.000
CashFDICInsuredAmount,,,,,,,,,,250000.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,9000000.000,10333333.000,10333333.000,77499998.000,66587500.000,77112500.000,77362500.000,73362500.000,83662500.000,86662500.000,137712502.000,171612513.000,4727254.000
CommonStockSharesOutstanding,9000000.000,10333333.000,10333333.000,77499998.000,66587500.000,77112500.000,77362500.000,73362500.000,83662500.000,86662500.000,3500000.000,171612513.000,4727254.000
CommonStockValue,900.000,1033.000,1033.000,7750.000,6659.000,7712.000,7737.000,7337.000,8367.000,8667.000,13772.000,17162.000,473.000
ConvertibleDebt,,,,,,,,,,246600.000,246600.000,,
ConvertibleNotesPayable,,,,,,,,,250000.000,96156.000,136825.000,175429.000,175429.000
ConvertibleNotesPayableCurrent,,,,,,,,,33999.000,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,0.100,0.100,0.100
DebtInstrumentUnamortizedDiscount,,,,,,,,,-216001.000,153844.000,113175.000,24571.000,
DeferredCompensationLiabilityCurrent,,,,,,,5000.000,5000.000,5000.000,5000.000,,,
DeferredOfferingCosts,26000.000,0.000,0.000,,,,,,,,,,
DeferredRevenueCurrent,,,17000.000,,,,,,,,,,
DeferredRevenueNoncurrent,,,68000.000,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,1104000.000,,,,1691000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,985000.000,,,,1519000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,1239000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,2402000.000,,,,,,,
DeferredTaxAssetsOther,,,,,,508000.000,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,1104000.000,,,,1691000.000,,,
DepositAssets,,,,,70000.000,118000.000,118000.000,40000.000,19045.000,,,,
DerivativeLiabilities,,,,,,,,,,120280.000,390979.000,222792.000,122979.000
DerivativeLiabilitiesCurrent,,,,,,,,,309639.000,120280.000,390979.000,222792.000,122979.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,25002.000,46965.000,134425.000,64132.000,6349510.000,9434022.000,10846919.000,11830953.000,12146673.000,12616451.000,,,
DueToRelatedPartiesCurrent,3684.000,3684.000,3684.000,,,,,,,,,,200000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,84627.000,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,,16000.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,0.500,,,
ExplorationCostsCumulative,,,,,,119000.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,8103.000,10804.000,13505.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,17678.000,17678.000,17678.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,9575.000,6874.000,4173.000
FurnitureAndFixturesGross,,,,,,,,,,,662.000,662.000,93731.000
Goodwill,,,,,,,,,,,,,3732268.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,9575.000,6874.000,4173.000
InterestReceivable,,,,,,,,,,1750.000,1750.000,,
InterestReceivableCurrent,,,,,,,,,,1750.000,,,
InventoryFinishedGoods,,,,,,,,,,,657725.000,1336533.000,
InventoryNet,,,,,,,,,,,657725.000,1336533.000,1480271.000
LeaseholdImprovementsGross,,,,,,,,,,,,,7332.000
Liabilities,,,,,673500.000,671195.000,650891.000,737951.000,433681.000,320312.000,672955.000,726822.000,739378.000
LiabilitiesAndStockholdersEquity,27507.000,13419.000,10959.000,3073.000,538309.000,2057876.000,1104846.000,555594.000,414002.000,60067.000,1006513.000,2665025.000,6408986.000
LiabilitiesCurrent,11809.000,5684.000,22684.000,6821.000,,,,,,,,,
LiabilitiesNoncurrent,,,68000.000,,,,,,,,,,
MachineryAndEquipmentGross,,,,,,,,,,,8413.000,8413.000,8413.000
MineralPropertiesAccumulatedImpairment,,,,,,,,,,0.000,,,
NotesPayable,,,,,500000.000,,,,,,,,
NotesPayableCurrent,,,,,,,,,33999.000,,50000.000,,
NotesReceivableGross,,,,,,,,,50000.000,,,,
NotesReceivableNet,,,,,,,,,,50000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,12000.000,12000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourAndFiveYears,,,,,,,,,20000.000,20000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoAndThreeYears,,,,,,,,,15000.000,15000.000,,,
OperatingLossCarryforwards,,,,,,,,,,3671000.000,,,
OtherAssets,,,,,,,120337.000,42216.000,21140.000,,9575.000,6874.000,3736441.000
OtherAssetsCurrent,,,,,,,,29638.000,,,,,
