,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,,,,,559.000,559.000,559.000,,559.000,559.000,559.000,,2008.000
AccountsPayableAndAccruedLiabilitiesCurrent,10195667.000,7373643.000,7742643.000,6381418.000,6533236.000,5963131.000,6330644.000,6346209.000,5645831.000,6122164.000,6824423.000,6342340.000,4004728.000,16300543.000,16856838.000,19763798.000,9929700.000,12000259.000,14999533.000,10492195.000,8682318.000,10366776.000
AccountsPayableCurrent,,,,3526042.000,3797552.000,4630712.000,5173565.000,4826936.000,3998660.000,4405459.000,4996333.000,4160169.000,3181465.000,15193104.000,15831370.000,11062550.000,8835442.000,11090959.000,14255753.000,9654778.000,7513075.000,9433132.000
AccountsPayableOtherCurrent,,,,1038430.000,733531.000,915982.000,502183.000,401259.000,516288.000,427564.000,252466.000,364479.000,499099.000,696047.000,628334.000,644182.000,708519.000,517346.000,361095.000,442137.000,730310.000,522950.000
AccountsReceivableNet,,,,41930959.000,35969900.000,30891664.000,39163206.000,41543015.000,44885354.000,41335491.000,45303424.000,48334471.000,41997862.000,60377576.000,75429396.000,74279887.000,49980358.000,51625649.000,71335678.000,71396808.000,51835218.000,60626001.000
AccountsReceivableNetCurrent,24283055.000,21919828.000,27278642.000,,,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,1487361.000,606190.000,814289.000,2129332.000,2899678.000,2653168.000,1433680.000,2007310.000,1806286.000,1388341.000,2518809.000,3920134.000,3304992.000,2400400.000,2360054.000,4213833.000,3549990.000,1849535.000,2880718.000
AccruedSalariesCurrent,,,,185102.000,190926.000,202426.000,202317.000,206983.000,212138.000,211559.000,228823.000,232511.000,234932.000,300060.000,286059.000,273410.000,271369.000,275902.000,269458.000,266482.000,319489.000,292789.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,55462905.000,62204585.000,69100194.000,76972730.000,83770622.000,91227802.000,97221803.000,103991981.000,110192153.000,117767083.000,135049348.000,143126756.000,143122022.000,146997010.000,154589285.000,157086213.000,159646621.000,146844072.000,152998604.000
AccumulatedDistributionsInExcessOfNetIncome,,,,,,,,,,,,,,,,,260471507.000,,,,274769840.000,
