,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,,100000.000
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,,100000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4885000.000,4500000.000,5100000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,593000.000,-100000.000,-200000.000
AllocatedShareBasedCompensationExpense,,4500000.000,3800000.000
AmortizationOfIntangibleAssets,,4300000.000,4100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,189768.000,402485.000,273802.000
AssetImpairmentCharges,110000.000,900000.000,59800000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,12600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-3564000.000,15900000.000,7800000.000
CommonStockDividendsPerShareDeclared,0.720,0.760,0.800
ComprehensiveIncomeNetOfTax,,,2700000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-7400000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,14579000.000,80200000.000,-4700000.000
ContributionsFromNoncontrollingInterests,,100000.000,100000.000
CostOfGoodsAndServicesSold,689494000.000,714500000.000,797100000.000
CostOfGoodsSold,511026000.000,516200000.000,580700000.000
CostOfServices,156422000.000,180800000.000,200300000.000
CurrentFederalTaxExpenseBenefit,5466000.000,14000000.000,10400000.000
CurrentForeignTaxExpenseBenefit,6818000.000,8400000.000,6400000.000
CurrentStateAndLocalTaxExpenseBenefit,2911000.000,2800000.000,1200000.000
DeferredFederalIncomeTaxExpenseBenefit,6538000.000,800000.000,1200000.000
DeferredForeignIncomeTaxExpenseBenefit,-260000.000,-800000.000,-8000000.000
DeferredIncomeTaxExpenseBenefit,7119000.000,-800000.000,-9100000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,376000.000,-1900000.000,-200000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,1153000.000,1200000.000,200000.000
DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,59000.000,100000.000,100000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,900000.000,-13000000.000
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetGainLossBeforeTax,13502000.000,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMaximum,0.310,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecuritiesRangeMinimum,0.180,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMaximum,0.690,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecuritiesRangeMinimum,0.410,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMaximum,0.230,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMinimum,0.050,,
DefinedContributionPlanCostRecognized,1778000.000,1900000.000,
Depletion,2084000.000,1600000.000,1500000.000
Depreciation,34969000.000,39300000.000,44100000.000
DepreciationDepletionAndAmortization,41836000.000,45300000.000,49700000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-597000.000,,-2100000.000
DividendsCommonStockCash,22762000.000,24200000.000,25900000.000
EarningsPerShareBasic,1.860,2.030,0.930
EarningsPerShareDiluted,1.840,2.010,0.920
EffectOfExchangeRateOnCashAndCashEquivalents,940000.000,900000.000,0.000
EffectiveIncomeTaxRateContinuingOperations,0.286,0.276,0.312
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.007,0.022,0.227
