,2011-03-27,2011-06-26,2011-09-25,2011-12-25,2012-03-25,2012-06-24,2012-09-23,2012-12-23,2013-03-24,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28
AccountsPayableCurrent,102774000.000,123922000.000,102509000.000,93695000.000,79053000.000,88726000.000,66342000.000,70649000.000,64565000.000,89312000.000,88521000.000,86403000.000,80112000.000,86256000.000,91808000.000
AccountsReceivableNetCurrent,192132000.000,196153000.000,183408000.000,165963000.000,173819000.000,168499000.000,151556000.000,134029000.000,134987000.000,137762000.000,151702000.000,156730000.000,158799000.000,161723000.000,145153000.000
AccruedEmployeeBenefitsCurrent,,3733000.000,4088000.000,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,3237000.000,6850000.000,11714000.000,4442000.000,2840000.000,750000.000,0.000,496000.000,470000.000,949000.000,2033000.000,4361000.000,4112000.000,2946000.000,5282000.000
AccruedIncomeTaxesNoncurrent,,17092000.000,17861000.000,18381000.000,17992000.000,19543000.000,20233000.000,14871000.000,13239000.000,12344000.000,11694000.000,3346000.000,3144000.000,3218000.000,3154000.000
AccruedLiabilitiesCurrent,,97402000.000,100774000.000,84221000.000,90004000.000,83164000.000,75745000.000,73822000.000,77211000.000,78414000.000,79456000.000,80063000.000,77189000.000,72968000.000,77351000.000
AccruedProfessionalFeesCurrent,,9943000.000,11320000.000,10610000.000,12323000.000,10192000.000,10674000.000,9239000.000,10603000.000,8108000.000,9806000.000,10421000.000,5256000.000,4474000.000,3554000.000
AccruedRentCurrentAndNoncurrent,,,,,3837000.000,4381000.000,4639000.000,4890000.000,4890000.000,4858000.000,4624000.000,4331000.000,2693000.000,1393000.000,1065000.000
AccruedUtilitiesCurrent,,1840000.000,2501000.000,2680000.000,2377000.000,2625000.000,2164000.000,2292000.000,2253000.000,2516000.000,2700000.000,2320000.000,2296000.000,2592000.000,2410000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,887798000.000,,,,909067000.000,,,,946023000.000,,,,1021912000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,5290000.000,,,,-755000.000,,,,464000.000,,,,11640000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,0.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-7904000.000,,,,-18499000.000,,,,-22267000.000,,,,5336000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,148000.000,-2614000.000,-13763000.000,-16248000.000,-8960000.000,-19254000.000,-11226000.000,-10460000.000,-22286000.000,-21803000.000,-3472000.000,7651000.000,8687000.000,16976000.000,-10454000.000
AdditionalPaidInCapital,1016706000.000,1021509000.000,1023632000.000,1029085000.000,1034774000.000,1037736000.000,1042962000.000,1048586000.000,1056515000.000,1067841000.000,1081889000.000,1090231000.000,1098376000.000,1097665000.000,1106868000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,2424000.000,,,,2066000.000,,,,915000.000,,,,352000.000,
AssetRetirementObligation,,2000000.000,,,,2200000.000,,,,1200000.000,,,,1100000.000,
Assets,1590601000.000,1670984000.000,1642518000.000,1607645000.000,1600827000.000,1531823000.000,1486923000.000,1450313000.000,1411934000.000,1453212000.000,1497465000.000,1525832000.000,1545640000.000,1565540000.000,1585348000.000
AssetsCurrent,927218000.000,966931000.000,940473000.000,902435000.000,864521000.000,868046000.000,830878000.000,813406000.000,809924000.000,863184000.000,914252000.000,947761000.000,979039000.000,1030225000.000,1069869000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,28590000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,7394000.000,11635000.000,73228000.000,46420000.000,3579000.000,3579000.000,4631000.000,1052000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,7394000.000,11635000.000,73228000.000,46420000.000,3579000.000,3579000.000,4631000.000,1052000.000,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,0.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,0.000,,,,0.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,0.000,,,,0.000,,,,,
