,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNet,73200000.000,21500000.000,16700000.000,43200000.000,20800000.000,13200000.000,3900000.000,29400000.000,17500000.000,8000000.000,5500000.000,2600000.000,,,,,,,,,,,,
AccruedInvestmentIncomeReceivable,257400000.000,266000000.000,260200000.000,277500000.000,272500000.000,286700000.000,273000000.000,292800000.000,286500000.000,292300000.000,285000000.000,298900000.000,285500000.000,296500000.000,285200000.000,295600000.000,288200000.000,302500000.000,295300000.000,311400000.000,296700000.000,317100000.000,301500000.000,316000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-12000000.000,-11600000.000,-11200000.000,-10900000.000,-10200000.000,-10200000.000,-9800000.000,-9400000.000,-9100000.000,-8700000.000,-8400000.000,-8000000.000,-7700000.000,-7300000.000,-6900000.000,-6500000.000,-6200000.000,-5900000.000,-6000000.000,-5600000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,373600000.000,521400000.000,590300000.000,707200000.000,892100000.000,1054200000.000,1023000000.000,912000000.000,495000000.000,489100000.000,495400000.000,704900000.000,871600000.000,773200000.000,841500000.000,976800000.000,596700000.000,567200000.000,386800000.000,726100000.000,1019000000.000,1040300000.000,559500000.000,612200000.000
AdditionalPaidInCapitalCommonStock,4527500000.000,4527500000.000,4533000000.000,4556900000.000,4217200000.000,4216900000.000,4217200000.000,4217200000.000,4043300000.000,4043300000.000,3953300000.000,3953300000.000,3673800000.000,3673800000.000,3583900000.000,3584100000.000,3362400000.000,3362500000.000,3272600000.000,3271800000.000,2998000000.000,2998200000.000,2994400000.000,2994400000.000
AllowanceForLoanAndLeaseLossesRealEstate,,,,,1700000.000,1600000.000,1300000.000,1300000.000,1500000.000,1400000.000,1200000.000,1200000.000,1200000.000,1200000.000,1100000.000,1000000.000,1100000.000,1200000.000,1200000.000,1200000.000,1000000.000,1100000.000,1100000.000,1200000.000
Assets,76222100000.000,71475400000.000,74628900000.000,79600300000.000,78430800000.000,81250200000.000,83871800000.000,87811900000.000,87396000000.000,88229200000.000,89680300000.000,92099500000.000,94772100000.000,93097100000.000,93801500000.000,95907900000.000,96010300000.000,89296100000.000,90769600000.000,92703800000.000,94460200000.000,96542200000.000,96645400000.000,100438200000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,174700000.000,165100000.000,131800000.000,131100000.000,131200000.000,130100000.000,129300000.000,112100000.000,110200000.000,111200000.000,119400000.000,111100000.000,107500000.000,106900000.000,107400000.000,107700000.000,106600000.000,117400000.000,116700000.000,67800000.000,68000000.000,67800000.000,67100000.000,69100000.000
AvailableForSaleSecurities,,,,,,,,,20439700000.000,20666000000.000,20700600000.000,21125100000.000,21414200000.000,21342000000.000,21503200000.000,22106700000.000,21414000000.000,22053500000.000,22140900000.000,22788900000.000,23934400000.000,24859100000.000,24209400000.000,23857800000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,1663200000.000,1900600000.000,1211000000.000,1219200000.000,990800000.000,1410400000.000,1896000000.000,1930800000.000,1075500000.000,1149900000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,105900000.000,75500000.000,239300000.000,350700000.000,535100000.000,287000000.000,135900000.000,96800000.000,272700000.000,204600000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,17814200000.000,18555200000.000,19132700000.000,19284000000.000,19415500000.000,19734000000.000,19837400000.000,19810600000.000,19738300000.000,19888100000.000,19918100000.000,20254100000.000,20417200000.000,21159200000.000,21661800000.000,21641200000.000,22150600000.000,23003000000.000,23389100000.000,22896500000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,,,,,,86300000.000,73800000.000,54300000.000
