,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccruedEmployeeBenefitsCurrentAndNoncurrent,,0.000,0.000,,0.000,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,257521000.000,,,,282110000.000,,,,297397000.000,,,,313993000.000,,,,327070000.000,,,,346103000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,16243000.000,,,,42741000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-21076000.000,,,,-27902000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,47287000.000,,,,-47105000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5979000.000,-3997000.000,-33127000.000,-60204000.000,-46445000.000,-43878000.000,-29277000.000,-32266000.000,-30911000.000,-65139000.000,-58941000.000,-48549000.000,-43691000.000,-29995000.000,-35919000.000,-56261000.000,-50090000.000,-60695000.000,-59519000.000,-78106000.000,-70397000.000,-57511000.000,-53153000.000,-76993000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxHeldtomaturityDebtSecurities,,,,276000.000,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,1160929000.000,1146397000.000,1145146000.000,1145346000.000,1146141000.000,1146292000.000,1145392000.000,1145620000.000,1125095000.000,1125861000.000,1126344000.000,1125584000.000,1126875000.000,1128300000.000,1128453000.000,1127534000.000,1128897000.000,1124498000.000,1124823000.000,1124325000.000,1125925000.000,1125446000.000,1125377000.000,1125937000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,1627444000.000,,,2203606000.000,2217324000.000,2290204000.000,2859431000.000,1584357000.000,2509285000.000,2609212000.000,2664139000.000,2363131000.000,2463057000.000,2587983000.000,2842908000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,,,,,,,,20360000.000,,,,,,,,,,,,
Assets,17964946000.000,17806828000.000,18228093000.000,18714340000.000,19134142000.000,19429749000.000,19729662000.000,20146765000.000,20110538000.000,20329238000.000,20609554000.000,20852999000.000,21175745000.000,21524337000.000,21826882000.000,22533010000.000,23106688000.000,23620786000.000,24069782000.000,24677820000.000,24935509000.000,25120466000.000,25633617000.000,26072529000.000
AssetsHeldForSaleLongLived,,,,1800000.000,,,,415000.000,,,,,,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,,,,,,,,,1567000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,637000.000,,,,637000.000
AuctionMarketPreferredSecuritiesStockSeriesValue,,,,1000000.000,,,,,,,,,,,,,,,,,,,,
