,2012-01-31,2012-04-30,2012-07-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,134561.000,134634.000,23459.000
AccountsReceivableNetCurrent,73087.000,214634.000,131160.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,47117.000,56867.000,66617.000
AccruedSalariesCurrentAndNoncurrent,573375.000,480600.000,41233.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,1892126.000,1865126.000,1838126.000
AdditionalPaidInCapital,25526721.000,25526721.000,25526721.000
AgriculturalRelatedInventory,6885.000,8274.000,1650.000
Assets,3171060.000,3009287.000,2829957.000
AssetsCurrent,238885.000,547462.000,390949.000
AssetsHeldForSalePropertyPlantAndEquipment,52250.000,52250.000,52250.000
CashAndCashEquivalentsAtCarryingValue,63050.000,191152.000,195193.000
CommitmentsAndContingencies,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,5313794.000,5313794.000,5313794.000
CommonStockSharesOutstanding,4326929.000,5313794.000,4326929.000
CommonStockValue,53138.000,53138.000,53138.000
DueToRelatedPartiesNoncurrent,847000.000,564000.000,564000.000
LiabilitiesAndStockholdersEquity,3171060.000,3009287.000,2829957.000
LiabilitiesCurrent,195064.000,382395.000,135148.000
LiabilitiesNoncurrent,2252129.000,1732228.000,1302611.000
LinesOfCreditCurrent,0.000,164050.000,74000.000
OtherAssetsNoncurrent,150000.000,165000.000,165000.000
OtherInventoryNetOfReserves,10000.000,10000.000,10000.000
OtherLiabilitiesCurrent,60503.000,83711.000,37689.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,784637.000,630761.000,630761.000
PreferredStockLiquidationPreference,10.000,10.000,10.000
PreferredStockLiquidationPreferenceValue,91026550.000,91026550.000,91026550.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,9102655.000,9102655.000,9102655.000
PreferredStockSharesOutstanding,9102655.000,9102655.000,9102655.000
PreferredStockValue,91027.000,91027.000,91027.000
PrepaidExpenseCurrent,35360.000,49691.000,25257.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,217057.000,221857.000,226657.000
PropertyPlantAndEquipmentOtherNet,1067467.000,1062667.000,1057867.000
PropertySubjectToOrAvailableForOperatingLeaseAccumulatedDepreciation,500149.000,505699.000,28584.000
PropertySubjectToOrAvailableForOperatingLeaseNet,1662458.000,1181908.000,1163891.000
RestrictedCashAndCashEquivalentsAtCarryingValue,60503.000,83711.000,37689.000
RestrictedCashAndCashEquivalentsNoncurrent,140000.000,155000.000,155000.000
RetainedEarningsAccumulatedDeficit,-12051348.000,-11907551.000,-11437017.000
StockholdersEquity,723867.000,894664.000,1392198.000
TreasuryStockShares,986865.000,986865.000,986865.000
TreasuryStockValue,11003545.000,11003545.000,11003545.000
