,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31
AmortizationOfDebtDiscountPremium,0.000,,,,
AmortizationOfIntangibleAssets,,,,,99838.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,155322506.000
CashPeriodIncreaseDecrease,137.000,,,,
CommonStockShareSubscriptionsButUnissuedValue,-79200.000,,,,
CostOfRevenue,,,,,1265363.000
DebtConversionConvertedInstrumentAmount1,0.000,,,,
DebtInstrumentConvertibleInterestExpense,28.000,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,120840.000,95932.000,130672.000,54302.000,
Depreciation,,,,,44221.000
DepreciationAndAmortization,1906.000,,,,
EarningsPerShareBasic,-0.000,-0.000,-0.000,-0.010,
EarningsPerShareBasicAndDiluted,,,,,-0.010
GeneralAndAdministrativeExpense,42120.000,40139.000,15277.000,135406.000,1012545.000
GrossProfit,,,,,470666.000
IncomeLossFromContinuingOperations,-162960.000,-136071.000,-145949.000,-189708.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-695858.000
IncomeTaxExpenseBenefit,,,,,0.000
IncomeTaxesPaid,0.000,,,,
IncreaseDecreaseInAccountsPayable,352.000,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,0.000,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,88990.000,,,,
IncreaseDecreaseInOtherDeposits,0.000,,,,
InterestExpense,-8450.000,-8972.000,-3243.000,-3776.000,-9936.000
InterestPaid,0.000,,,,
InvestmentIncomeInterest,634.000,0.000,0.000,516.000,16.000
MarketableSecuritiesGainLoss,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,79200.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,79200.000,,,,
NetCashProvidedByUsedInInvestingActivities,437.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,437.000,,,,
NetCashProvidedByUsedInOperatingActivities,-79500.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-79500.000,,,,
NetIncomeLoss,-170776.000,-145043.000,-149192.000,-193013.000,-695858.000
OperatingExpenses,162960.000,136071.000,145949.000,189708.000,1156604.000
OperatingIncomeLoss,,,,,-685938.000
OperatingLeasesRentExpenseNet,,,,,242673.000
OtherNoncashExpense,0.000,,,,
OtherNonoperatingExpense,,,,,0.000
OtherNonoperatingIncomeExpense,-7816.000,-8972.000,-3243.000,-3305.000,-9920.000
PaymentsToAcquirePropertyPlantAndEquipment,-0.000,,,,
ProceedsFromContributedCapital,0.000,,,,
ProceedsFromConvertibleDebt,0.000,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,0.000,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,437.000,,,,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,0.000,0.000,0.000,0.000,
Revenues,0.000,0.000,0.000,0.000,1736029.000
SalesRevenueNet,0.000,0.000,0.000,0.000,1736029.000
ShareBasedCompensation,0.000,,,,
StockIssuedDuringPeriodValueIssuedForCash,0.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,55678121.000,55678121.000,55947791.000,-111450024.000,
