,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionExpense,,201000.000,,,,150000.000,,
AmortizationOfFinancingCosts,,504000.000,,,,535000.000,,
AmortizationOfIntangibleAssets,,100000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,20086000.000,,,,-28857000.000,,
ComprehensiveIncomeNetOfTax,20979000.000,-5049000.000,,32169000.000,,1921000.000,10102000.000,19167000.000
CostOfRevenue,101364000.000,84296000.000,96571000.000,97837000.000,86832000.000,87664000.000,94308000.000,99151000.000
DebtIssuanceCosts,6800000.000,,,,,,,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,4400000.000,,,,1400000.000,,
Depreciation,,,,8200000.000,,,,
DepreciationAndAmortization,10568000.000,9253000.000,9115000.000,9064000.000,9408000.000,9288000.000,9793000.000,10290000.000
DepreciationNonproduction,9800000.000,,,,,9000000.000,9700000.000,10200000.000
DerivativeGainLossOnDerivativeNet,,,,899000.000,,-487000.000,655000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,0.000,0.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,,105000.000,0.000,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,4222000.000,572000.000,-1676000.000,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,229000.000,-1603000.000,-10348000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,-209000.000,,,,-26000.000,,
FuelCosts,9203000.000,11477000.000,10052000.000,9855000.000,9368000.000,10662000.000,10093000.000,9494000.000
GainsLossesOnExtinguishmentOfDebt,,-2500000.000,,,,-2008000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,20843000.000,-4970000.000,6491000.000,32803000.000,-11781000.000,1971000.000,11720000.000,29599000.000
IncomeTaxExpenseBenefit,-136000.000,79000.000,30000.000,-85000.000,-63000.000,174000.000,15000.000,84000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,5257000.000,,,,5559000.000,,
IncreaseDecreaseInAccountsReceivable,,3787000.000,,,,4704000.000,,
IncreaseDecreaseInCustomerDeposits,,21219000.000,,,,10525000.000,,
IncreaseDecreaseInInventories,,-24000.000,,,,263000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1142000.000,,,,499000.000,,
IncreaseDecreaseInRestrictedCash,,25000.000,,,,-12016000.000,,
InterestCostsCapitalized,,3100000.000,,,,1200000.000,358000.000,700000.000
InterestExpense,9290000.000,10048000.000,9643000.000,9375000.000,9334000.000,8574000.000,8168000.000,7773000.000
InterestExpenseDebt,8300000.000,9100000.000,8700000.000,8800000.000,8800000.000,8000000.000,7200000.000,6900000.000
InvestmentIncomeInterest,135000.000,75000.000,64000.000,67000.000,85000.000,81000.000,47000.000,59000.000
LegalFees,,200000.000,,,,,,
LicenseCosts,,500000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-2955000.000,,,,-55616000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2955000.000,,,,-55616000.000,,
NetCashProvidedByUsedInInvestingActivities,,-3452000.000,,,,1455000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-3452000.000,,,,1455000.000,,
NetCashProvidedByUsedInOperatingActivities,,26702000.000,,,,25330000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,26702000.000,,,,25330000.000,,
NetIncomeLoss,20979000.000,-5049000.000,6461000.000,32888000.000,-11718000.000,1797000.000,11705000.000,29515000.000
NonoperatingIncomeExpense,-8981000.000,-13458000.000,-11290000.000,-8036000.000,-9063000.000,-10982000.000,-7373000.000,-9958000.000
OperatingExpenses,129189000.000,115829000.000,124955000.000,125117000.000,115529000.000,119316000.000,123851000.000,130264000.000
OperatingIncomeLoss,29824000.000,8488000.000,17781000.000,40839000.000,-2718000.000,12953000.000,19093000.000,39557000.000
OtherComprehensiveIncomeLossNetOfTax,,0.000,,-719000.000,,,,-10348000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,105000.000,0.000,0.000
