,2011-09-30,2011-12-31,2012-03-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30
AccretionExpense,,,,86981.000,,,,65899.000,,,,178260.000,,,2325.000,
AdjustmentForAmortization,,189.000,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,5669.000,,,,,176321.000,,,,45874.000,,,12284.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,20752.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,127610.000,143632.000,129961.000,138838.000,,,,,
AmortizationOfIntangibleAssets,189.000,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,46269230.000,46646145.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,3484.000,,-120116.000,17835.000,,,,-648956.000,,,,2405.000,,,,
ComprehensiveIncomeNetOfTax,,,,-769916.000,-832853.000,-821952.000,-964853.000,-1114129.000,-885090.000,-871488.000,-885112.000,-623745.000,-685647.000,,-838587.000,-1928706.000
ConversionOfStockAmountIssued1,,,,,,,,,,,,,,,16363.000,
ConversionOfStockSharesIssued1,,,,,,,,,,,,,,,15000.000,
CostOfGoodsSold,,,1382.000,12367.000,4621.000,23465.000,37905.000,48669.000,19801.000,82398.000,22098.000,62128.000,27894.000,,,
CostsIncurredDevelopmentCosts,,,,,,,,136459.000,192260.000,163053.000,106513.000,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,,,,,,200000.000,,,16364.000,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,202916.000,,,32577.000,
DepreciationDepletionAndAmortization,,,238648.000,120165.000,,,,136516.000,,,,135395.000,,,,
DisposalGroupIncludingDiscontinuedOperationForeignCurrencyTranslationGainsLosses,,,,,,,,9882.000,,,,-1275.000,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,,,-0.070,-0.150
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,,,,,,,,,,-637.000,,,,
EmployeeServiceShareBasedCompensationUnrecognizedCompensationCostsOnNonvestedAwardsWeightedAveragePeriodOfRecognition,,,,2.500,,,,,,,,,,,,
ExtinguishmentOfDebtGainLossIncomeTax,,,,,,,,,,65869.000,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,0.000,,,,0.000,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,0.496,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,0.011,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,3251.000,3251.000,,9882.000,-2001.000,126.000,6318.000,-1275.000,14082.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,-190000.000
GeneralAndAdministrativeExpense,4466.000,,313044.000,337072.000,321643.000,583023.000,1026293.000,676259.000,380761.000,526535.000,651457.000,252266.000,232596.000,,832369.000,1679986.000
GrossProfit,,,9376.000,12503.000,55010.000,44434.000,-13868.000,11757.000,5093.000,27821.000,10018.000,56551.000,38564.000,,,
IncomeLossFromContinuingOperations,,,,,,,,-1029539.000,-785876.000,-721648.000,-535352.000,-390414.000,-380982.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,-838587.000,-1928706.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,-838587.000,-1928706.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.030,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.010,-0.010,-0.010,,-0.070,-0.150
IncreaseDecreaseInAccountsPayable,-2050.000,,-20975.000,64234.000,,,,151099.000,,,,29318.000,,,56738.000,
IncreaseDecreaseInAccountsReceivable,,,,-25117.000,,,,-790.000,,,,21419.000,,,,
IncreaseDecreaseInAccruedLiabilities,,,-62843.000,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,87146.000,,,,-61086.000,,,,148786.000,,,54034.000,
IncreaseDecreaseInDeferredRentReceivables,,,-2534.000,,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,8250.000,113900.000,,,,-17001.000,,,,-26111.000,,,,
IncreaseDecreaseInInterestPayableNet,1568.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,-2895.000,,,,
IncreaseDecreaseInOtherDeferredLiability,,,,-2536.000,,,,1884.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,6458.000,,,,,8407.000,,,,25216.000,,,-12750.000,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,11348.000,
IncreaseDecreaseInReceivables,,,901.000,,,,,,,,,,,,,
InterestExpense,1568.000,1609.000,,-119264.000,-86045.000,-95236.000,693190.000,94472.000,97213.000,84097.000,106159.000,232056.000,318747.000,,6218.000,58720.000
InterestExpenseDebt,,,,,,,,,2500.000,,,,,,,
InterestExpenseRelatedParty,,,,,,,,,,,,,20557.000,24727.000,,
InterestPaid,,,,,,,,9603.000,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,37453.000,,,,,,,,,,,,,
