,2011-03-31
AccountsPayableCurrent,557981000.000
AccountsReceivableNetCurrent,261630000.000
AccruedIncomeTaxesCurrent,57607000.000
AccruedLiabilitiesCurrent,34043000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,2760000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6491000.000
AdditionalPaidInCapital,266870000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1000000.000
Assets,2385666000.000
AssetsCurrent,1303085000.000
CapitalLeaseObligationsNoncurrent,2818000.000
CashAndCashEquivalentsAtCarryingValue,685375000.000
CashEquivalentsAtCarryingValue,681857000.000
CommonStockNoParValue,0.000
CommonStockSharesAuthorized,180000000.000
CommonStockSharesIssued,131850356.000
CommonStockValue,57736000.000
DeferredFinanceCostsNoncurrentNet,5912000.000
DeferredTaxAssetsNetCurrent,13757000.000
DeferredTaxAssetsNetNoncurrent,5450000.000
DeferredTaxLiabilitiesNoncurrent,231246000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,766000.000
FiniteLivedIntangibleAssetsNet,1063000.000
IncomeTaxesReceivable,30634000.000
InventoryNet,299882000.000
LiabilitiesAndStockholdersEquity,2385666000.000
LiabilitiesCurrent,649631000.000
LiabilityForUncertainTaxPositionsNoncurrent,3882000.000
OtherAssetsCurrent,8474000.000
OtherAssetsNoncurrent,4840000.000
OtherDeferredCostsNet,51177000.000
OtherLiabilitiesNoncurrent,14882000.000
OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,43999000.000
OtherReceivables,3333000.000
PreferredStockParOrStatedValuePerShare,100.000
PreferredStockSharesAuthorized,500000.000
PreferredStockSharesIssued,0.000
PreferredStockValue,0.000
PropertyPlantAndEquipmentNet,1014139000.000
RetainedEarningsAccumulatedDeficit,1171414000.000
SeniorLongTermNotes,347849000.000
StockholdersEquity,1091359000.000
TreasuryStockShares,25412959.000
TreasuryStockValue,398170000.000
