,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToNoncurrentAssets,,211600000.000,265100000.000,,142300000.000,171700000.000,163500000.000,229500000.000,133600000.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,2100000.000,4500000.000,8300000.000,13600000.000,13300000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,,,,0.500,0.590,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,,,,0.500,0.580,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,159100000.000,185500000.000,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,1629200000.000,1698700000.000,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,,,,,46200000.000,,158200000.000,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,,,,,633400000.000,,983100000.000,,,,
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,,,,,,,,,,,,,,,,,,6500000.000,,,,3500000.000,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,,,,,90100000.000,,,,116400000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,211500000.000,,,,4000000.000,,,,-10900000.000,,,,1600000.000,,,,3300000.000,,,,-15100000.000,,,,8200000.000
CommonStockDividendsPerShareDeclared,0.260,0.260,0.260,,0.300,0.300,0.300,,0.340,0.340,0.383,,0.390,0.390,0.390,,0.422,0.863,0.000,0.455,0.495,0.495,0.495,0.495,0.520
ComprehensiveIncomeNetOfTax,171000000.000,,,,,,,,,,,,,,,,,92200000.000,182100000.000,,345900000.000,181500000.000,216300000.000,193600000.000,356400000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,346200000.000,181800000.000,216600000.000,193900000.000,356700000.000
CostOfDomesticRegulatedGasRevenue,,,,,,75000000.000,55500000.000,,270100000.000,115200000.000,61600000.000,227200000.000,591500000.000,125900000.000,70600000.000,248100000.000,316200000.000,79300000.000,,,,,,,
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,,,,,590600000.000,,838900000.000,508300000.000,554700000.000,745500000.000,941100000.000
CostOfPurchasedPower,,,,,,,,,,276100000.000,339100000.000,,318600000.000,292500000.000,336800000.000,275400000.000,297700000.000,273700000.000,,,,,,,
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,,,21000000.000,,,,16100000.000
DeferredIncomeTaxesAndTaxCredits,71900000.000,,,,67900000.000,,,,42800000.000,,,,111600000.000,,,,106600000.000,,,,214600000.000,,,,150200000.000
DeferredRevenuePeriodIncreaseDecrease,,,,,-13700000.000,,,,,,,,,,,,,,,,,,,,
DeferredRevenueRevenueRecognized,,,,,,,,,14900000.000,,,,13900000.000,,,,11100000.000,,,,6200000.000,,,,
DeferredRevenueRevenueRecognized1,,,,,,,,,,,,,,,,,,,,,,,,,6200000.000
DepreciationAmortizationAndAccretionNet,84200000.000,,,,90600000.000,,,,98200000.000,,,,103700000.000,,,,108200000.000,,,,,,,,
DepreciationAndAmortization,81300000.000,82300000.000,82600000.000,84000000.000,,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,82300000.000,82600000.000,,87600000.000,90300000.000,91800000.000,94500000.000,95500000.000,96700000.000,96900000.000,99000000.000,100600000.000,101400000.000,103300000.000,103500000.000,105100000.000,105700000.000,176500000.000,174500000.000,187900000.000,190000000.000,191600000.000,193100000.000,194600000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,6700000.000,4200000.000,,14800000.000,5500000.000,1200000.000,-1000000.000,-5100000.000,-5000000.000,-11000000.000,-24600000.000,-31600000.000,-19400000.000,3300000.000,-1800000.000,2200000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-6400000.000,-3000000.000,-2900000.000,-1700000.000,-15000000.000,-11800000.000,-2300000.000,700000.000,-5500000.000,,,,,,,,,,,,,,,,
DividendsCommonStockCash,,,,,,,,,,,,,,,,,,,,,,,,,164100000.000
DividendsPreferredStockCash,,,,,,,,,,,,,,,,,,,,,300000.000,300000.000,300000.000,300000.000,300000.000
EarningsPerShareBasic,0.730,0.470,0.560,0.500,,0.520,0.680,,,,,,,,,,,,,,,,,,
EarningsPerShareDiluted,0.720,0.460,0.550,0.510,,0.510,0.670,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,800000.000,1800000.000,3400000.000,5400000.000,5300000.000,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,,,,,,,,,,,6100000.000,,,,4200000.000,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,,12900000.000,,,,13300000.000,,,,14300000.000,,,,10400000.000,,,,,,,,
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,0.000,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,,,,,,,,,,200000.000,,-200000.000,0.000,0.000,0.000,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,,,,,,,,,,,,,,,,,,,0.000,,,15200000.000,0.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,,,,,,,,,,,,,,,,,,,,,100000.000,100000.000,0.000,-400000.000,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,,,,,,,,,,,,,,,,,,,2100000.000,,2200000.000,2800000.000,4200000.000,4100000.000,3400000.000
GoodwillPurchaseAccountingAdjustments,,,,,,,,,,,,,,,,,,,,,-24400000.000,,,,
IncomeLossFromContinuingOperations,170900000.000,98000000.000,129800000.000,114100000.000,,119300000.000,156100000.000,,,,,,,,,,,,,,346500000.000,181700000.000,217300000.000,194700000.000,356900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,185900000.000,245800000.000,,277000000.000,189300000.000,218200000.000,,337900000.000,207300000.000,206600000.000,,318200000.000,144100000.000,293000000.000,318800000.000,559600000.000,295300000.000,345700000.000,306100000.000,570200000.000
