,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,242213.000,,,,,,,1600000.000,,,,,
AccountsPayableCurrent,952096.000,765343.000,552994.000,641406.000,970508.000,612461.000,766436.000,632538.000,853329.000,946328.000,1700383.000,960486.000,1441659.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,2000.000,,,,,,,,,
AccountsReceivableNetCurrent,26000.000,28445.000,12445.000,10600.000,15600.000,32060.000,40360.000,34200.000,43421.000,86653.000,85664.000,128969.000,834894.000
AccruedBonusesCurrent,,,122100.000,302763.000,366242.000,216165.000,286557.000,376100.000,471035.000,188076.000,318237.000,422868.000,650667.000
AccruedLiabilitiesCurrent,480559.000,496321.000,580602.000,698833.000,881042.000,884579.000,916730.000,966899.000,1182861.000,817778.000,1143863.000,1160036.000,1648459.000
AccruedRentCurrentAndNoncurrent,,,,0.000,,,,,,,,,
AccruedSalariesCurrent,77727.000,196691.000,148664.000,82241.000,151449.000,268217.000,216154.000,128753.000,235685.000,101509.000,301988.000,168727.000,358291.000
AccruedSalesCommissionCurrent,,,,,17965.000,32352.000,63167.000,76574.000,73010.000,85552.000,97844.000,77844.000,55634.000
AccruedVacationCurrent,235086.000,264915.000,251108.000,276574.000,310243.000,310837.000,286125.000,307845.000,322974.000,338794.000,313825.000,364953.000,443622.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,4534493.000,4608180.000,4661163.000,4722945.000,4796300.000,3793210.000,3870562.000,3951189.000,4041374.000,3933999.000,4050155.000
AdditionalPaidInCapital,136905180.000,137428511.000,137749933.000,138066008.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,155668755.000,157170951.000,157545448.000,158927316.000,159620517.000,164284021.000,164891998.000,174292781.000,188483986.000
AllowanceForDoubtfulAccountsReceivable,,,,0.000,,,,0.000,,,,0.000,
Assets,11289508.000,13359982.000,9875039.000,6588247.000,20899513.000,18317659.000,14196386.000,10586918.000,6780830.000,6303153.000,3282549.000,7578326.000,17933413.000
AssetsCurrent,10987777.000,12988606.000,9321426.000,5902631.000,20272832.000,17399472.000,13341178.000,9640738.000,5861031.000,4940612.000,1761169.000,5771995.000,15789713.000
CapitalLeaseObligationsCurrent,,,55800.000,55800.000,55800.000,117096.000,125920.000,110924.000,121384.000,220892.000,255605.000,262674.000,351252.000
CapitalLeaseObligationsNoncurrent,,,78933.000,68801.000,58282.000,251232.000,244612.000,291189.000,259392.000,452627.000,572096.000,778643.000,809535.000
CapitalLeasedAssetsGross,,,878447.000,878447.000,878447.000,1157455.000,1157455.000,914179.000,976599.000,1271531.000,1457377.000,1559690.000,1762799.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,1178167.000,1509042.000,1653915.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,274367.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,151400.000,203107.000,206478.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,155388.000,203107.000,212055.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,190333.000,205067.000,249203.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,238287.000,242040.000,290482.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,374005.000,381354.000,387504.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,350466.000,467725.000,493128.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,827701.000,1041317.000,1160787.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,68754.000,,308193.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,616000.000,525000.000,580000.000
CapitalizedComputerSoftwareGross,,,681508.000,681508.000,740805.000,,,,,,,,
Cash,,,,,,,,,,,,4609332.000,14042388.000
CashAndCashEquivalentsAtCarryingValue,10417277.000,12460565.000,8819872.000,5364582.000,19294706.000,16523975.000,12541919.000,8821329.000,4572750.000,3751570.000,678855.000,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,10.000,,,,,,1.560,,,,,2.500
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,2160000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,4449594.000,4449603.000,4449603.000,4449603.000,17898052.000,18646732.000,18766903.000,,19983402.000,24969975.000,8399397.000,17499397.000,26600247.000
CommonStockSharesOutstanding,4449594.000,4449603.000,4449603.000,4449603.000,17898052.000,18646732.000,18766903.000,19670054.000,19983402.000,24969975.000,8399397.000,17499397.000,26600247.000
CommonStockValue,445.000,445.000,445.000,445.000,1790.000,1865.000,1877.000,1967.000,1998.000,2497.000,840.000,1750.000,2660.000
ConstructionInProgressGross,,,12739.000,72172.000,12739.000,33238.000,12739.000,70815.000,12738.000,64150.000,118280.000,169896.000,10026.000
ConvertibleNotesPayable,,,1400000.000,,,,,,,,,,
ConvertibleNotesPayableCurrent,0.000,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,10.000,10.000,,,,,,,,,
DeferredCosts,932136.000,,,63111.000,,,,,,,,,
DeferredOfferingCosts,,932136.000,932136.000,932136.000,,,,,,,,,
DeferredRentCreditCurrent,,,,,5784.000,15268.000,24752.000,31170.000,40938.000,50701.000,60475.000,67085.000,77147.000
DeferredRentCreditNoncurrent,473080.000,484159.000,495239.000,500179.000,496266.000,488653.000,481041.000,470172.000,452790.000,435409.000,418028.000,397292.000,369849.000
DeferredTaxAssetsGross,,,,53987504.000,,,,9855485.000,,,,6901324.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,5242144.000,,,,2235914.000,,,,2244047.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,47329815.000,,,,6204024.000,,,,2218618.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,1216600.000,,,,1234413.000,,,,2273838.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,198945.000,,,,181134.000,,,,164821.000,
DeferredTaxAssetsValuationAllowance,,,,53987504.000,,,,9855485.000,,,,6901324.000,
DerivativeInstrumentsAndHedgesLiabilities,2475620.000,2475620.000,,,,,,,,,,,
DerivativeLiabilitiesCurrent,6538.000,4454.000,1128.000,1070.000,829.000,1267.000,709.000,139.000,,,,,
DueToEmployeesCurrent,167533.000,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,113000.000,92000.000,71000.000,,107000.000,50000.000,17000.000,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,2630000.000,3273000.000,2916000.000,,2396000.000,2111000.000,2993000.000,2703000.000,2476000.000,,,,
FairValueAssumptionsExercisePrice,,4.720,4.720,,,,,,1.300,1.300,3.900,3.900,2.500
