,2011-09-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentForAmortization,,,304392.000,343888.000,144121.000,,,,,,,
AllocatedShareBasedCompensationExpense,,,51337.000,,,,,,,,,0.000
AmortizationOfDebtDiscountPremium,,236818.000,,-289580.000,,,,,,,,
AmortizationOfFinancingCosts,,54911.000,,-61605.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,2346653.000,4850752.000,6005376.000,6121778.000,-10139136.000,6725652.000,7230969.000,8256795.000,-13456621.000,8656191.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-5621.000,,-277372.000,,,,-42052.000,,,,529.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,,,0.000,,,,,,,,,
ComprehensiveIncomeNetOfTax,-2541801.000,-1022465.000,-858460.000,-2390643.000,-1136051.000,-742370.000,-750913.000,,,,,
ConversionOfStockAmountIssued1,,104249.000,,368162.000,,,,,,,,
CostOfRevenue,0.000,,0.000,,,,,,,,,17553.000
DebtInstrumentConvertibleInterestExpense,,,14024.000,7027.000,,,,,,,,
Depreciation,,440.000,,,,,,-3402.000,,,,-9553.000
DerivativeGainOnDerivative,,,0.000,,,,,,,,,
EarningsPerShareBasic,-0.020,-0.170,-0.160,-0.300,-0.130,-0.080,-0.040,-0.080,-0.080,-0.050,-0.050,-0.070
EarningsPerShareDiluted,-0.020,-0.170,-0.160,-0.300,-0.130,-0.080,-0.040,-0.080,-0.080,-0.050,-0.050,-0.070
EffectOfExchangeRateOnCashAndCashEquivalents,,314.000,,,,,,,,,,
ForeignCurrencyTransactionGainLossRealized,,,0.000,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,542227.000,592783.000,0.000,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,,,,,,,,,,,-580700.000
GeneralAndAdministrativeExpense,808014.000,471313.000,351939.000,750503.000,356981.000,280500.000,304026.000,295354.000,291580.000,354679.000,201541.000,167256.000
GrossProfit,0.000,,0.000,,,,,,,,,-8838.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2395209.000,-983316.000,-922983.000,-2390643.000,-1136051.000,-742370.000,-750913.000,-802827.000,-857974.000,-632818.000,-696473.000,-922372.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,165549.000,,-27150.000,,,,-88295.000,,,,-64760.000
IncreaseDecreaseInAccountsReceivable,,-3616.000,,,,,,,,,,-8715.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,-150875.000,,,,-103199.000
IncreaseDecreaseInDerivativeLiabilities,,,0.000,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,33905.000,,,,,,,,,,
IncreaseDecreaseInInventories,,0.000,,,,,,,,,,-8000.000
IncreaseDecreaseInPrepaidExpense,,27184.000,,1408.000,,,,113602.000,,,,19523.000
IncreaseDecreaseInRestrictedCash,,210000.000,,,,,,,,,,
InterestExpense,271839.000,307315.000,318416.000,370374.000,518325.000,151612.000,151475.000,150875.000,231871.000,134441.000,314105.000,103200.000
InterestIncomeExpenseNonoperatingNet,103.000,8.000,11.000,,,,,,,,,
InterestPaid,,0.000,,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,42000.000,,,,,,,,,,
LoanPortfolioExpense,,,,15000.000,,,,,,,,
MarketingExpense,216398.000,289734.000,161109.000,48424.000,105716.000,124518.000,96148.000,67101.000,65933.000,56997.000,27825.000,1497.000
NetCashProvidedByUsedInFinancingActivities,,704468.000,,92465.000,,,,275000.000,,,,160000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,704468.000,,92465.000,,,,275000.000,,,,160000.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-710403.000,,-369837.000,,,,-317052.000,,,,-159471.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-710403.000,,-369837.000,,,,-317052.000,,,,-159471.000
NetIncomeLoss,-2395209.000,-983316.000,-922983.000,-2390643.000,-1136051.000,-742370.000,-750913.000,-802827.000,-857974.000,-632818.000,-696473.000,-922372.000
NonoperatingIncomeExpense,270491.000,-6911.000,-318405.000,-1456118.000,-547345.000,-151612.000,4461625.000,-150875.000,-231871.000,-134441.000,1348479.000,-683900.000
OperatingExpenses,2665700.000,976405.000,604578.000,934525.000,588706.000,590758.000,599438.000,651952.000,626103.000,498377.000,382368.000,229634.000
OperatingIncomeLoss,-2665700.000,-976405.000,-604578.000,-934525.000,-588706.000,-590758.000,-599438.000,-651952.000,-626103.000,-498377.000,-382368.000,-238472.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-146592.000,-39149.000,64523.000,,,,,,,,,
OtherNonoperatingIncome,0.000,,,,,,,,,,,
PaymentsForRent,,,8782.000,6334.000,,,,,,,,
PaymentsToAcquireBuildings,,0.000,,,,,,,,,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,0.000,,,,,,,,,,
RepaymentsOfLongTermDebt,,0.000,,,,,,,,,,
