,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilities,6424000.000,6554000.000,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,8770427.000,9184000.000,9289000.000,11221998.000,11701000.000,10574000.000,12297000.000,9383610.000,9344000.000,8390000.000,9043000.000,11771671.000,12238000.000,12221000.000,13314000.000,14621913.000,14298000.000,13731000.000,13625000.000,16885000.000,17191000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-7339862.000,,,,-7628592.000,,,,-8233208.000,,,,8933231.000,,,,8788082.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-444000.000,-935000.000,-2052118.000,-2056000.000,-2026000.000,-2402670.000,-2417000.000,-2477000.000,-2442000.000,-924833.000,-913000.000,-928000.000,-912000.000,-2326331.000,-2310000.000,-2311000.000,-2298000.000,-2679815.000,-2660000.000,-2655000.000,-2659000.000,-3165000.000,-3166000.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,11259995.000,11291000.000,11288000.000,11135000.000,11149104.000,11150000.000,11188000.000,,10684000.000,10734000.000
AllowanceForDoubtfulAccountsReceivable,,,,,7870000.000,,,,,,,,,,,,,,,,,,
Assets,555516000.000,567226000.000,566733875.000,557421000.000,587606000.000,596904135.000,566494000.000,556842000.000,556150000.000,552788167.000,573144000.000,569443000.000,594573000.000,605308102.000,645320000.000,647916000.000,656101000.000,665356846.000,687623000.000,730038000.000,745292000.000,744889000.000,714886000.000
AssetsFairValueDisclosureNonrecurring,,,,,86230000.000,92271000.000,37027000.000,33133000.000,13411000.000,12867000.000,14199000.000,15544000.000,15552000.000,16730000.000,15623000.000,15078000.000,15860000.000,13443.000,13676000.000,110730000.000,93228000.000,718287000.000,686690000.000
AssetsFairValueDisclosureRecurring,,,,,10873000.000,8678000.000,10483000.000,8351000.000,8305000.000,30266000.000,11241000.000,11313000.000,11275000.000,13215000.000,13308000.000,13246000.000,13173000.000,13047.000,13011000.000,10938000.000,24859000.000,,
AssetsUnderManagementCarryingAmount,,,,,,,,,,,,,,,,,,,,,,703389000.000,673804000.000
AvailableForSaleSecurities,15757000.000,11088000.000,13126889.000,18082000.000,10873000.000,8678001.000,10483000.000,8351000.000,8305000.000,30265781.000,11241000.000,11313000.000,11275000.000,13215112.000,13308000.000,13246000.000,13173000.000,13046945.000,13011000.000,10938000.000,24859000.000,24783000.000,24739000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,11335000.000,11274000.000,13211372.000,,,,13041782.000,12976000.000,10896000.000,24822000.000,24773714.000,24731972000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,10803000.000,8621518.000,10447000.000,8407000.000,8308000.000,30284426.000,11241000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,,,,,,,,,,,,,,,,,,,,,,24908000.000,24864000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,10873000.000,8678001.000,10483000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,2000.000,482.000,5000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,72000.000,56965.000,41000.000,,,,,,,,,,,,,,,,
BankOwnedLifeInsurance,7030000.000,7104000.000,7179147.000,11167000.000,11546000.000,11662106.000,11776000.000,11890000.000,12005000.000,12121772.000,12236000.000,12349000.000,12465000.000,12581210.000,12696000.000,12811000.000,12928000.000,13046111.000,13162000.000,13278000.000,13395000.000,13513000.000,13622000.000
BuildingsAndImprovementsGross,,,,,,6717360.000,,,,6771867.000,,,,6793644.000,,,,7209427.000,,,,9404429.000,
Cash,6135000.000,5827000.000,8993844.000,28311000.000,12597000.000,7960633.000,33819000.000,25918000.000,32201000.000,6544645.000,36019000.000,12686000.000,23360000.000,23202543.000,7524000.000,6819000.000,6910000.000,8519447.000,7888000.000,8591000.000,12156000.000,16355000.000,12113000.000
CashAndCashEquivalentsAtCarryingValue,6135000.000,5827000.000,8993844.000,28311000.000,12597000.000,7960633.000,33819000.000,25918000.000,32201000.000,6544645.000,36019000.000,12686000.000,23360000.000,23202543.000,7524000.000,6819000.000,6910000.000,8519447.000,7888000.000,8591000.000,12156000.000,16355000.000,12113000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,,,,,,,,,,,,16355000.000,12113000.000
CashAndDueFromBanks,6135000.000,5827000.000,6813243.000,5390000.000,5865000.000,7960633.000,5845000.000,5181000.000,6964000.000,5834596.000,7189000.000,8414000.000,6156000.000,6241016.000,6708000.000,6291000.000,6420000.000,6923065.000,6587000.000,7316000.000,7719000.000,7755000.000,8003000.000
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAcquiredDuringPeriodNotAccountedForUsingIncomeRecognitionModelAtAcquisitionAtCarryingValue,,,,,456801000.000,,465742000.000,470852000.000,479212000.000,478453000.000,487327000.000,495306000.000,506846000.000,518202000.000,526649000.000,532805000.000,540415000.000,544053.000,556894000.000,97211000.000,83164000.000,62735000.000,37698000.000
CommonStockParOrStatedValuePerShare,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000
CommonStockSharesAuthorized,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000
CommonStockSharesIssued,2489137.000,2490895.000,2492716.000,2494598.000,2497988.000,2499544.000,2501150.000,2502708.000,2504207.000,2511735.000,3287470.000,3288974.000,3290381.000,3291766.000,3293909.000,3293892.000,3284513.000,3285404.000,3285538.000,3287521.000,3274512.000,3270315.000,3272481.000
CommonStockSharesOutstanding,2489137.000,2490895.000,2492716.000,2494598.000,2497988.000,2499544.000,2501150.000,2502708.000,2504207.000,2511735.000,3287470.000,3288974.000,3290381.000,3291766.000,3293909.000,3293892.000,3284513.000,3285404.000,3285538.000,3287521.000,3274512.000,3270315.000,3272481.000
CommonStockValue,12446000.000,12545000.000,12463580.000,12473000.000,12490000.000,12497720.000,12506000.000,12514000.000,12521000.000,12558675.000,16437000.000,16445000.000,16452000.000,16458830.000,16470000.000,16470000.000,16423000.000,16427020.000,16428000.000,16438000.000,16373000.000,16352000.000,16362000.000
DebtAndCapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,52875000.000
DebtInstrumentCarryingAmount,,,,,,10191000.000,,,,10191000.000,,,,0.000,,,,,,,,,
DebtWeightedAverageInterestRate,,,,,,,,,,,,,,,,,,,,,,,0.019
DeferredIncomeTaxLiabilities,,,,,,3015371.000,,,,3159754.000,,,,3564628.000,,,,3669655.000,,,,3487706.000,
DeferredTaxAssetsDeferredIncome,,,,,,463769.000,,,,527909.000,,,,594132.000,,,,702440.000,,,,855635.000,
DeferredTaxAssetsGross,,,,,,4899266.000,,,,3651208.000,,,,4384022.000,,,,5309684.000,,,,5386375.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,1883895.000,,,,,,,,,,,,,1506000.000,1377000.000,1539000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,491454.000,,,,819394.000,,,,1640029.000,,,,1898668.000,
DeferredTaxAssetsOther,,,,,,,,,,,,,,3746.000,,,,269610.000,,,,280248.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,28004.000,,,,26432.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,,1256944.000,,,,470091.000,,,,1199686.000,,,,1382268.000,,,,1633388.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,,,,,,518190.000,,,,532211.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,1884519.000,,,,1788360.000,,,,2201291.000,,,,2564214.000,,,,2353979.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,,,726851.000,,,,791771.000,,,,853880.000,,,,901340.000,,,,900641.000,
DeferredTaxLiabilitiesOther,,,,,,-15992.000,,,,-74926.000,,,,0.000,,,,,,,,,
DefinedBenefitPlanBenefitObligation,,,,,,8931940.000,,,,7933568.000,,,,10777415.000,,,,10944658.000,,,,12475045.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,,,3624234.000,,,,4678165.000,,,,4526371.000,,,,4568645.000,,,,5655187.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,,,351624.000,,,,768279.000,,,,1017602.000,,,,582606.000,,,,595435.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsRemainderOfFiscalYear,,,,,,5234341.000,,,,6976555.000,,,,7673266.000,,,,7655423.000,,,,8906483.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,,,172711.000,,,,1225125.000,,,,681525.000,,,,543814.000,,,,152296.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,,,92784.000,,,,59750.000,,,,1234133.000,,,,662704.000,,,,549902.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,,,190781.000,,,,134820.000,,,,65614.000,,,,1249321.000,,,,669286.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,,,802207.000,,,,110416.000,,,,148021.000,,,,48333.000,,,,1284377.000,
DefinedBenefitPlanFairValueOfPlanAssets,,,,,,8123437.000,,,,9687226.000,,,,11683845.000,,,,11678218.000,,,,12031750.000,
DemandDepositAccounts,94696000.000,93546000.000,96682549.000,98671000.000,95478000.000,95366552.000,96810000.000,94178000.000,95054000.000,92562273.000,94117000.000,91393000.000,91669000.000,93693468.000,95219000.000,86529000.000,75316000.000,81491760.000,81970000.000,83324000.000,88946000.000,,
DepositAssets,,,,,,,,,,,,,,,,,,,,,,4523561.000,
Deposits,434427000.000,445787000.000,435946623.000,444934000.000,445457000.000,453795539.000,458980000.000,455320000.000,461768000.000,464149244.000,471544000.000,472250000.000,487641000.000,491504536.000,483427000.000,482770000.000,483817000.000,494669756.000,495702000.000,504711000.000,527824000.000,537085000.000,536560000.000
DepositsFairValueDisclosure,,,,,203582000.000,,203623000.000,199283000.000,198678000.000,197729000.000,210592000.000,195406000.000,198070000.000,196826000.000,176779000.000,177093000.000,170548000.000,162524.000,162324000.000,161270000.000,158964000.000,537930000.000,537374000.000
DepositsMoneyMarketDeposits,22286000.000,23913000.000,25176657.000,24726000.000,23755000.000,24559248.000,25323000.000,23671000.000,24033000.000,24894002.000,25560000.000,24766000.000,25222000.000,25900061.000,27126000.000,25273000.000,26581000.000,26967837.000,26376000.000,28242000.000,29125000.000,,
DepositsSavingsDeposits,38260000.000,39181000.000,39939717.000,43555000.000,47315000.000,47602255.000,50481000.000,53212000.000,54831000.000,58292273.000,58280000.000,58892000.000,63401000.000,64249199.000,66727000.000,77075000.000,86093000.000,90383486.000,95776000.000,99737000.000,105805000.000,,
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,,,,15000.000,,,,,,,,,,,,,,,,,
EmployeeStockOwnershipPlanESOPSharesInESOP,,,,,,166585.000,,,,176485.000,,,,188396.000,,,,188596.000,,,,190271.000,
FederalFundsSold,0.000,0.000,2180601.000,22921000.000,6732000.000,,27244000.000,20400000.000,24464000.000,2000.000,27988000.000,3337000.000,16165000.000,16051000.000,,,,0.000,,,4151000.000,7926000.000,3019000.000
FederalHomeLoanBankStock,,,,,,,,,,,,,,183483000.000,,,,182312000.000,,,,199401000.000,3767800000.000
FinancialInstrumentsOwnedMortgagesMortgageBackedAndAssetBackedSecuritiesAtFairValue,,,,,,,,,,,,,,,,,,,,,,634000.000,
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,5948000.000,,,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,1922000.000,,,,,,,,,,,,,,,,,,
FinancingReceivableModificationsRecordedInvestment,,,,,,,,,50000.000,,,,,,,,,,,,,,
