,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AmortizationOfDebtDiscountPremium,,,,,,,-3895.000,,81336.000
AmortizationOfFinancingCosts,,,,,,,62554.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2856.000,,,,,,
CashPeriodIncreaseDecrease,,,,,,,1385.000,,
CurrentIncomeTaxExpenseBenefit,0.000,0.000,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,,,-0.000,,-0.160,-0.060,-0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,,,,,282897.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,68814.000,81883.000
GeneralAndAdministrativeExpense,0.000,0.000,,,1985.000,,105338.000,37591.000,67257.000
IncomeLossFromContinuingOperations,,,,,,,-118294.000,-38894.000,-123396.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,-489091.000,,
IncreaseDecreaseInAccountsPayable,,,,,,,34893.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,21365.000,,
InterestExpense,,,,,,,-45123.000,183349.000,143204.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,71903.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,71903.000,,
NetCashProvidedByUsedInOperatingActivities,,,-2856.000,,,,-70518.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-2856.000,,,,-70518.000,,
NetIncomeLoss,-2454.000,-8240.000,-2856.000,-1120.000,-1985.000,-15790004.000,-489091.000,-709000.000,-123396.000
OperatingCostsAndExpenses,,,,,,,,,67257.000
OperatingExpenses,3384.000,8240.000,2956.000,1220.000,1985.000,-3061.000,12956.000,1303.000,
OperatingIncomeLoss,-2454.000,-8240.000,-2856.000,-1120.000,,,,-709000.000,-67257.000
OtherExpenses,,,,,,,,-670106.000,-56139.000
OtherNoncashIncomeExpense,,,,,,,-370797.000,,
OtherOperatingIncomeExpenseNet,,,,,,,118294.000,38894.000,
ProceedsFromConvertibleDebt,,,,,,,70000.000,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,,
ProceedsFromRepaymentsOfDebt,,,0.000,,,,,,
ProfitLoss,,,-2856.000,,,,,,
Revenues,0.000,0.000,,,,,,,
SalesRevenueGoodsNet,,,100.000,100.000,,,,,
SalesRevenueNet,0.000,0.000,,,,,,,
SellingGeneralAndAdministrativeExpense,3384.000,8240.000,2956.000,1220.000,,,,,
ShareBasedCompensation,,,,,,,64271.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,,,,,,,1.169,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,,,,,,,0.900,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,,,,,,0.005,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,,,,,,0.004,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,2799999.000,,3014719.000,11219430.000,36168150.000
