,2015-03-31,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,,,2397.000,
AllocatedShareBasedCompensationExpense,,,,,,,106528.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1333.000,,,,-13316.000,
CostOfGoodsAndServicesSold,0.000,0.000,0.000,0.000,0.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,0.000,-0.000,0.000,-0.020,-0.000
GeneralAndAdministrativeExpense,30384.000,22003.000,239167.000,21656.000,64394.000,64766.000,2744826.000,76540.000
GrossProfit,0.000,0.000,0.000,0.000,0.000,,,509.000
ImpairmentOfOngoingProject,,,0.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-31057.000,-22676.000,-239167.000,-22001.000,-64744.000,,-2745176.000,-76881.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,,,,
IncomeTaxesPaidNet,,,0.000,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,20500.000,,,,1784.000,
IncreaseDecreaseInAccountsReceivable,,,0.000,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,0.000,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,,,,22500.000,
InterestExpense,673.000,673.000,0.000,345.000,350.000,350.000,350.000,850.000
InterestPaid,,,0.000,,,,,
LeaseAndRentalExpense,,,,,,,1000.000,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-1333.000,,,,-13316.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1333.000,,,,-13316.000,
OperatingIncomeLoss,-30384.000,-22003.000,-239167.000,-21656.000,-64394.000,-64766.000,-2744826.000,-76031.000
PaymentsToAcquireLeaseReceivables,,,,,,,700.000,
PaymentsToAcquireNotesReceivable,,,,,,,350.000,
PaymentsToAcquireProductiveAssets,,,0.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,
ProceedsFromUnsecuredNotesPayable,,,0.000,,,,,
ProductWarrantyExpense,,,,,,,2685920.000,
ProfitLoss,-31057.000,-22676.000,-239167.000,-22001.000,-64744.000,-65116.000,-2745176.000,-76881.000
RepaymentsOfNotesPayable,,,0.000,,,,,
Revenues,0.000,0.000,0.000,0.000,0.000,,,509.000
SaleOfStockConsiderationReceivedPerTransaction,,,,75000.000,,,,
SaleOfStockNumberOfSharesIssuedInTransaction,,,,750000.000,,,,
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000,,,509.000
ShareBasedCompensation,,,220000.000,,,,21306.000,
WeightedAverageNumberOfSharesOutstandingBasic,49891000.000,49891000.000,49891000.000,50719571.000,153123000.000,-101628516.000,153873000.000,144058393.000
