,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdvertisingRevenue,11055000.000,6022000.000,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,6400000.000,3100000.000,,808000.000,2900000.000,3000000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,0.000,0.000,,0.000,0.000,0.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,-154000.000,,,,-240000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,7203000.000,,,,1409000.000,,
ComprehensiveIncomeNetOfTax,,,627000.000,3442000.000,8987000.000,5502000.000,18710000.000,73533000.000,30325000.000
CostOfGoodsSold,1845000.000,2232000.000,3484000.000,3703000.000,3276000.000,5177000.000,4467000.000,5646000.000,6032000.000
CostsAndExpenses,23772000.000,25948000.000,44824000.000,43404000.000,45435000.000,64120000.000,59570000.000,70685000.000,69261000.000
DepreciationDepletionAndAmortization,,,1490000.000,,,,1643000.000,,
EarningsPerShareBasic,0.040,0.010,0.010,0.050,0.140,0.100,0.290,1.120,0.460
EarningsPerShareDiluted,0.040,0.010,0.010,0.050,0.130,0.080,0.250,0.940,0.380
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2726000.000,752000.000,955000.000,3713000.000,9165000.000,6031000.000,19808000.000,18611000.000,29481000.000
IncomeTaxExpenseBenefit,20000.000,189000.000,328000.000,265000.000,181000.000,535000.000,1093000.000,-54923000.000,-838000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,608000.000,,,,-5722000.000,,
IncreaseDecreaseInAccountsReceivable,,,477000.000,,,,15515000.000,,
IncreaseDecreaseInDeferredCompensation,,,,,41000.000,,,,
IncreaseDecreaseInDeferredRevenue,,,-110000.000,,,,-151000.000,,
IncreaseDecreaseInInventories,,,-379000.000,,,,1274000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,776000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,965000.000,,,,203000.000,,
IncreaseDecreaseInRestrictedCashAndInvestments,,,,,,,-200000.000,,
InterestExpense,113000.000,116000.000,101000.000,77000.000,81000.000,78000.000,76000.000,77000.000,61000.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,11000.000,9000.000
InvestmentIncomeInterest,4000.000,2000.000,,2000.000,11000.000,,14000.000,,
NetCashProvidedByUsedInFinancingActivities,,,952000.000,,,,3204000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,952000.000,,,,3204000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-892000.000,,,,-1594000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-892000.000,,,,-1594000.000,,
NetCashProvidedByUsedInOperatingActivities,,,7143000.000,,,,-201000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,7143000.000,,,,-201000.000,,
NetIncomeLoss,2706000.000,563000.000,627000.000,3448000.000,8984000.000,5496000.000,18715000.000,73534000.000,30319000.000
NonoperatingIncomeExpense,-109000.000,-114000.000,-101000.000,-75000.000,-70000.000,-62000.000,-62000.000,-66000.000,-52000.000
OperatingIncomeLoss,2835000.000,866000.000,1056000.000,3788000.000,9235000.000,6093000.000,19870000.000,18677000.000,29533000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,1259000.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,33000.000,,,,274000.000,,
PaymentsToAcquireShortTermInvestments,,,,,,,27240000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,400000.000,,,,25720000.000,,
ProceedsFromStockOptionsExercised,,,1127000.000,,,,3204000.000,,
ResearchAndDevelopmentExpense,3812000.000,3825000.000,5174000.000,6738000.000,6177000.000,7719000.000,6554000.000,6600000.000,6824000.000
Revenues,26607000.000,26814000.000,45880000.000,47192000.000,54670000.000,70213000.000,79440000.000,89362000.000,98794000.000
RoyaltyRevenue,858000.000,979000.000,751000.000,884000.000,983000.000,799000.000,922000.000,867000.000,721000.000
SalesRevenueGoodsNet,14694000.000,19813000.000,45129000.000,46308000.000,53687000.000,69414000.000,78518000.000,88495000.000,98073000.000
SalesRevenueNet,26607000.000,26814000.000,45880000.000,47192000.000,54670000.000,70213000.000,79440000.000,89362000.000,98794000.000
SellingGeneralAndAdministrativeExpense,16116000.000,16152000.000,19847000.000,20587000.000,21133000.000,24985000.000,30754000.000,33451000.000,35487000.000
ShareBasedCompensation,,,1424000.000,1700000.000,1800000.000,1806000.000,2194000.000,3700000.000,4200000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,5547588.000,6730621.000,,12046410.000,13031648.000,12821182.000
WeightedAverageNumberOfDilutedSharesOutstanding,63118902.000,63111407.000,65720689.000,68270628.000,69723094.000,-134563996.000,76010143.000,78435595.000,79388362.000
WeightedAverageNumberOfSharesOutstandingBasic,60349209.000,60630297.000,61768374.000,62723040.000,62992473.000,-124786937.000,63963733.000,65403947.000,66567180.000
