,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableCurrent,7904697.000,8968222.000,11904794.000,10100057.000,10618255.000,7418403.000,6932708.000,6664299.000,5094139.000,5357206.000
AccountsReceivableNetCurrent,12594218.000,15362710.000,13597827.000,12084922.000,16456478.000,11876296.000,13223319.000,13002551.000,11095701.000,10422593.000
AccruedIncomeTaxesCurrent,,17858.000,17858.000,17858.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,35082497.000,,,,37661944.000,
AdditionalPaidInCapitalCommonStock,25526586.000,25549239.000,25558422.000,25567605.000,25607867.000,25617461.000,25626872.000,25641474.000,25665917.000,25673705.000
AllowanceForDoubtfulAccountsReceivable,,,,,267000.000,,,,387000.000,
Assets,55756560.000,55280897.000,57069555.000,55205564.000,57655889.000,52799883.000,51919776.000,50867379.000,41864106.000,41054473.000
AssetsCurrent,30593215.000,30906269.000,32845972.000,31135602.000,34466432.000,29588154.000,28990495.000,28402271.000,26935789.000,26744033.000
Cash,7137.000,8300.000,9745.000,9382.000,8320.000,8825.000,8077.000,6888.000,8422.000,134516.000
CommonStockParOrStatedValuePerShare,,,,0.010,,,,,,0.010
CommonStockSharesAuthorized,,,,9000000.000,,,,,,9000000.000
CommonStockSharesIssued,,,,4708741.000,,,,,,4708741.000
CommonStockValue,,,,47087.000,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.058,,,,0.058,
DeferredIncomeTaxLiabilities,,,,,3508680.000,,,,2162274.000,
DeferredTaxAssetsGross,,,,,1931718.000,,,,986226.000,
DeferredTaxAssetsNetCurrent,364680.000,503683.000,503683.000,503683.000,411658.000,411658.000,411658.000,411658.000,606354.000,606354.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,189002.000,,,,210655.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,79223.000,,,,206670.000,
DeferredTaxAssetsValuationAllowance,,,,,,,0.000,0.000,,0.000
