,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,430000000.000,447000000.000,462000000.000,416000000.000,444000000.000,368000000.000,368000000.000,351000000.000,367000000.000,325000000.000,348000000.000,311000000.000,238000000.000,229000000.000
AccountsReceivableGrossCurrent,,,,1084000000.000,998000000.000,1025000000.000,,,,,,,,
AccountsReceivableNetCurrent,,,,1080000000.000,995000000.000,1022000000.000,,,,,,,,
AccrualForEnvironmentalLossContingencies,,,,27000000.000,27000000.000,28000000.000,27000000.000,27000000.000,26000000.000,25000000.000,25000000.000,26000000.000,26000000.000,26000000.000
AccruedLiabilitiesCurrent,285000000.000,199000000.000,224000000.000,184000000.000,203000000.000,265000000.000,249000000.000,229000000.000,160000000.000,174000000.000,143000000.000,173000000.000,124000000.000,134000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,681000000.000,,,,718000000.000,,,,736000000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,1633000000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,10000000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-62000000.000,-1655000000.000,-1637000000.000,-1623000000.000,-1835000000.000,-1826000000.000,-1694000000.000,-1668000000.000,-1432000000.000,-1417000000.000,-1400000000.000,-1384000000.000,-1879000000.000,-1870000000.000
AdditionalPaidInCapitalCommonStock,,2523000000.000,2542000000.000,2568000000.000,2575000000.000,2578000000.000,2590000000.000,2602000000.000,2623000000.000,2642000000.000,2651000000.000,2660000000.000,2607000000.000,2621000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,4000000.000,3000000.000,3000000.000,4000000.000,4000000.000,4000000.000,4000000.000,4000000.000,3000000.000,4000000.000,2000000.000
Assets,4525000000.000,5099000000.000,5349000000.000,5082000000.000,5212000000.000,5128000000.000,5117000000.000,5093000000.000,4884000000.000,4758000000.000,4768000000.000,4917000000.000,4878000000.000,4831000000.000
