,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,7430000.000,6174000.000
AccountsReceivableNetCurrent,21864000.000,21357000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,14695000.000,17929000.000
AdditionalPaidInCapital,39252000.000,39252000.000
Assets,191630000.000,191600000.000
AssetsCurrent,72882000.000,49492000.000
CashAndCashEquivalentsAtCarryingValue,44295000.000,21347000.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,50000000.000,50000000.000
CommonStockSharesIssued,16940539.000,16940539.000
CommonStockSharesOutstanding,16940539.000,16940539.000
CommonStockValue,17000.000,17000.000
ConstructionInProgressGross,41000.000,22828000.000
DepositsAssetsNoncurrent,20255000.000,12589000.000
DerivativeLiabilitiesCurrent,83000.000,73000.000
InventoryNet,6701000.000,6779000.000
LiabilitiesAndStockholdersEquity,191630000.000,191600000.000
LiabilitiesCurrent,11699000.000,7904000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,
PrepaidExpenseAndOtherAssetsCurrent,22000.000,9000.000
PropertyPlantAndEquipmentNet,28890000.000,29082000.000
RetainedEarningsAccumulatedDeficit,125967000.000,126498000.000
StockholdersEquity,179931000.000,183696000.000
TaxesPayableCurrent,4186000.000,1657000.000
