,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,23334000.000,29888000.000,31032000.000,36551000.000,40614000.000,29706000.000,31728000.000,35288000.000,38716000.000,37584000.000,38131000.000,29941000.000,42794000.000,41425000.000,58255000.000,44743000.000,44183000.000,58212000.000,53614000.000,52648000.000,52458000.000,50085000.000,44127000.000,60057000.000,62249000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,,,,,,,,,32700000.000,
AccountsReceivableNetCurrent,137551000.000,149314000.000,134923000.000,141275000.000,160981000.000,147159000.000,141374000.000,138324000.000,158988000.000,159119000.000,151568000.000,158038000.000,179919000.000,168641000.000,160467000.000,152380000.000,196231000.000,199444000.000,190904000.000,188318000.000,212072000.000,212229000.000,204701000.000,204494000.000,225353000.000
AccruedLiabilitiesCurrent,107650000.000,121898000.000,136799000.000,141383000.000,126092000.000,128478000.000,134664000.000,137746000.000,118470000.000,123470000.000,134161000.000,148919000.000,134519000.000,147245000.000,167449000.000,195351000.000,177942000.000,190441000.000,203738000.000,205530000.000,178267000.000,188842000.000,202074000.000,236131000.000,174763000.000
AccruedMarketingCostsCurrent,,29940000.000,30000000.000,31884000.000,30634000.000,31497000.000,29041000.000,26367000.000,25075000.000,26722000.000,26656000.000,25663000.000,26461000.000,31335000.000,32112000.000,36025000.000,40336000.000,44802000.000,45849000.000,43875000.000,44115000.000,44973000.000,46214000.000,49061000.000,48697000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,205573000.000,,,,233132000.000,,,,268801000.000,,,,300348000.000,,,,345598000.000,,,,385170000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,-287000.000,-176000.000,-232000.000,-176000.000,-171000.000,-99000.000,-115000.000,-29000.000,108000.000,54000.000,113000.000,76000.000,1000.000,34000.000,8000.000,-80000.000,-225000.000,-20000.000,100000.000,109000.000,20000.000,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,1093000.000,-442000.000,972000.000,1307000.000,-11529000.000,-19691000.000,-13014000.000,-7890000.000,-19741000.000,-20211000.000,5179000.000,7153000.000,7988000.000,1463000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,3206000.000,1505000.000,1239000.000,-2317000.000,-2070000.000,2038000.000,3946000.000,-489000.000,-179000.000,-581000.000,-2254000.000,3745000.000,7361000.000,11582000.000,5347000.000,4473000.000,2217000.000,-1478000.000,423000.000,-157000.000,4916000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,12524000.000,18152000.000,7851000.000,17072000.000,18195000.000,9748000.000,6662000.000,16080000.000,13693000.000,14972000.000,17172000.000,-1831000.000,-15433000.000,-35665000.000,-28367000.000,-42226000.000,-46151000.000,-40135000.000,-36965000.000,-35278000.000,-52025000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,19587000.000,26468000.000,18709000.000,15443000.000,19481000.000,8858000.000,14579000.000,15954000.000,11687000.000,10493000.000,15562000.000,13622000.000,14445000.000,15031000.000,1990000.000,-8071000.000,-24049000.000,-22275000.000,-37493000.000,-42265000.000,-37515000.000,-35465000.000,-35081000.000,-43053000.000,-38379000.000
AcquiredIndefiniteLivedIntangibleAssetAmount,,,,,,,,,1000000.000,1000000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,665035000.000,680093000.000,694201000.000,702575000.000,716779000.000,726619000.000,742022000.000,757214000.000,779261000.000,787191000.000,798332000.000,825320000.000,847138000.000,856350000.000,866213000.000,888293000.000,912582000.000,921678000.000,931808000.000,940534000.000,952943000.000,972360000.000,994299000.000,1011895000.000,1030147000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3361000.000,3187000.000,3202000.000,3239000.000,3504000.000,3030000.000,3618000.000,2632000.000,3053000.000,2908000.000,3324000.000,3533000.000,3784000.000,3964000.000,4182000.000,4306000.000,4440000.000,5404000.000,5186000.000,5128000.000,5100000.000,4896000.000,5054000.000,4523000.000,4909000.000
Assets,909478000.000,950575000.000,969199000.000,1030814000.000,1061105000.000,1067317000.000,1093351000.000,1103602000.000,1132638000.000,1164071000.000,1195238000.000,1230516000.000,1262324000.000,1283193000.000,1290632000.000,1384211000.000,1431014000.000,1477370000.000,1477210000.000,1474993000.000,1478647000.000,1489241000.000,1500370000.000,1530704000.000,1572091000.000
AssetsCurrent,465441000.000,493571000.000,510752000.000,524227000.000,544866000.000,555307000.000,570774000.000,569537000.000,594395000.000,614902000.000,625223000.000,652706000.000,683166000.000,701707000.000,702621000.000,759398000.000,808909000.000,833034000.000,833396000.000,821634000.000,809006000.000,821110000.000,828100000.000,845584000.000,878588000.000
AssetsNoncurrent,444037000.000,457004000.000,458447000.000,506587000.000,516239000.000,512010000.000,522577000.000,534065000.000,538243000.000,549169000.000,570015000.000,577810000.000,579158000.000,581486000.000,588011000.000,624813000.000,622105000.000,644336000.000,643814000.000,653359000.000,669641000.000,668131000.000,672270000.000,685120000.000,693503000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,,,139215000.000,180870000.000,208399000.000,213591000.000,217617000.000,229063000.000,241402000.000,236949000.000,239933000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,34000.000,19000.000,53000.000,25000.000,140000.000,228000.000,179000.000,70000.000,83000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,102000.000,160000.000,151000.000,238000.000,91000.000,45000.000,67000.000,116000.000,113000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,,,,139283000.000,181011000.000,208497000.000,213804000.000,217568000.000,228880000.000,241290000.000,236995000.000,239963000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,0.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,,,,,,,,,,65183000.000,66170000.000,64377000.000,66069000.000,55391000.000,36703000.000,34902000.000,67951000.000,95382000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,,,,,,,,,,65153000.000,66087000.000,64290000.000,65965000.000,55419000.000,36779000.000,34932000.000,67947000.000,95386000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,,,,,,,,,,,74100000.000,114841000.000,144120000.000,147735000.000,162177000.000,192177000.000,206388000.000,169044000.000,144581000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,,,,,,,,,,,74062000.000,114783000.000,144109000.000,147626000.000,162198000.000,192284000.000,206470000.000,169002000.000,144547000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,,,,,,,,,,,,,139283000.000,181011000.000,208497000.000,213804000.000,217568000.000,228880000.000,241290000.000,236995000.000,239963000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,,,,,,,,,,,,,139215000.000,180870000.000,208399000.000,213591000.000,217617000.000,229063000.000,241402000.000,236949000.000,239933000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,,,,,,,,,139215000.000,180870000.000,208399000.000,213591000.000,217617000.000,229063000.000,241402000.000,236949000.000,239933000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,3200000.000,47800000.000,,,,3600000.000,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,,,,,,,,,11800000.000,,,,11400000.000,,,,6400000.000,
BusinessCombinationContingentConsiderationAsset,,,,,,,,,,,,,,,,,,,3200000.000,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,6300000.000,,,,5900000.000,,,,900000.000,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,5500000.000,,,,5500000.000,,,,5500000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,700000.000,,,,,,,,,,,,,
