,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,20000.000,,,,,
AccountsPayableRelatedPartiesCurrent,396819.000,397411.000,399337.000,399337.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1155.000,,,,,
AdditionalPaidInCapitalCommonStock,3241137.000,3759602.000,4084860.000,4250489.000,,
Assets,1426996.000,1294325.000,1158000.000,1058362.000,,
AssetsCurrent,1162235.000,1026784.000,883144.000,784191.000,,
CashAndCashEquivalentsAtCarryingValue,638824.000,317972.000,144391.000,37955.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,,
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,,
CommonStockSharesIssued,34323000.000,34323000.000,34398000.000,34481333.000,,
CommonStockSharesOutstanding,34323000.000,34323000.000,34398000.000,34481333.000,,
CommonStockValue,3432.000,3432.000,3440.000,3448.000,,
ConvertibleDebtNoncurrent,12591.000,155817.000,299042.000,443841.000,,
DebtInstrumentUnamortizedDiscount,849909.000,706683.000,563458.000,418659.000,,
DeferredCompensationLiabilityCurrent,,,207000.000,227000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,698455.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,1752000.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,621464.000,,,,,
DeferredTaxAssetsValuationAllowance,1319919.000,,,,,
DerivativeLiabilities,88983.000,87995.000,315297.000,317988.000,,
DueToOfficersOrStockholdersCurrent,55504.000,55504.000,55504.000,55504.000,,
FiniteLivedIntangibleAssetsGross,,,268000.000,268000.000,,
FiniteLivedIntangibleAssetsNet,260000.000,260000.000,268000.000,268000.000,,
InventoryFinishedGoods,122774.000,122774.000,133000.000,133000.000,,
InventoryNet,509788.000,703416.000,732753.000,742397.000,,
Liabilities,1509004.000,1709110.000,2133219.000,2300468.000,,
LiabilitiesAndStockholdersEquity,1426996.000,1294325.000,1158000.000,1058362.000,,
LiabilitiesCurrent,1496413.000,1553293.000,1834177.000,1856627.000,,
LiabilitiesNoncurrent,12591.000,155817.000,299042.000,443841.000,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,,
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,,
PreferredStockSharesIssued,0.000,0.000,,0.000,,
PreferredStockSharesOutstanding,0.000,0.000,,0.000,,
PrepaidExpenseCurrent,13623.000,5396.000,6000.000,3839.000,,
PropertyPlantAndEquipmentNet,4761.000,7541.000,6856.000,6171.000,,
RetainedEarningsAccumulatedDeficit,-3326577.000,-4177819.000,-5063519.000,-5496043.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,0.005,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,6667667.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,2450000.000,2450000.000,2450000.000,2450000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,10000000.000,10000000.000,10000000.000,10000000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,0.005,0.005,0.005,0.005,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,10000000.000,10000000.000,10000000.000,10000000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,0.005,0.005,0.005,0.005,,
SharePrice,0.250,,,,,
StockholdersEquity,-82008.000,-414785.000,-975219.000,-1242106.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-82008.000,-414785.000,-975219.000,-1242106.000,,
