,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,18000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4651000.000,4785000.000,4505000.000,4081000.000,3554000.000,-9174000.000,3535000.000,3393000.000,3158000.000,-6941000.000,4292000.000,4030000.000,4104000.000,-8257000.000,5259000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,,,,,100000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,0.000,0.000,,0.000
CapitalExpendituresIncurredButNotYetPaid,,,327000.000,,,,37000.000,,,,,,,,438000.000
CapitalLeaseObligationsIncurred,,,,,,,1732000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,113494000.000,,,,54409000.000,,,,104333000.000,,,,-13514000.000
ComprehensiveIncomeNetOfTax,-2212000.000,-9704000.000,-6884000.000,-13386000.000,-19700000.000,-15035000.000,-61326000.000,-25759000.000,-23065000.000,-22226000.000,-22879000.000,-27956000.000,-24456000.000,-35027000.000,-32510000.000
CostsAndExpenses,17016000.000,18171000.000,20303000.000,22805000.000,27913000.000,25440000.000,62288000.000,26521000.000,23464000.000,22836000.000,23586000.000,28874000.000,31410000.000,35963000.000,32964000.000
CurrentFederalTaxExpenseBenefit,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
CurrentStateAndLocalTaxExpenseBenefit,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
DepreciationAndAmortization,,,169000.000,,,,260000.000,,,,389000.000,,,,411000.000
EarningsPerShareBasic,-0.250,-0.340,-0.220,-0.400,-0.580,-0.470,-1.750,,,,-0.410,-0.490,-0.420,-0.610,-0.560
EarningsPerShareBasicAndDiluted,,,-0.220,-0.400,-0.580,-0.470,-1.750,-0.630,-0.560,-0.380,-0.410,-0.490,-0.420,-0.610,-0.560
EarningsPerShareDiluted,-0.250,-0.340,-0.220,-0.400,-0.580,-0.470,-1.750,,,,-0.410,-0.490,-0.420,-0.610,-0.560
FederalIncomeTaxExpenseBenefitContinuingOperations,,,0.000,,,,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,-6000.000,,,,,,,,
GeneralAndAdministrativeExpense,3079000.000,3587000.000,4956000.000,5306000.000,5669000.000,4935000.000,5237000.000,5970000.000,6676000.000,6017000.000,5846000.000,7424000.000,7522000.000,7580000.000,8269000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-13273000.000,-19695000.000,,,-25759000.000,-23065000.000,,,,,,
IncomeTaxExpenseBenefit,,,,113000.000,5000.000,,,,,,,,,,
IncomeTaxesPaid,,,,,,,2000.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,-1321000.000,,,,-3201000.000,,,,-2417000.000,,,,1913000.000
IncreaseDecreaseInAccountsReceivable,,,-25516000.000,,,,-1710000.000,,,,-86000.000,,,,-15000.000
IncreaseDecreaseInAccruedLiabilities,,,-1804000.000,,,,-1848000.000,,,,-1607000.000,,,,-3577000.000
IncreaseDecreaseInDeferredRevenue,,,-5645000.000,,,,-931000.000,,,,-472000.000,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,-33000.000,,,,84000.000,,,,-117000.000,,,,4000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,5000.000,,,,-18000.000,,,,-46000.000,,,,20000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-343000.000,,,,-305000.000,,,,990000.000,,,,2230000.000
InterestIncomeOther,15000.000,20000.000,16000.000,26000.000,24000.000,29000.000,31000.000,6000.000,20000.000,37000.000,220000.000,404000.000,469000.000,438000.000,438000.000
LicenseAndServicesRevenue,14839000.000,8444000.000,13391000.000,9494000.000,8177000.000,10349000.000,911000.000,736000.000,358000.000,555000.000,472000.000,473000.000,6584000.000,478000.000,
NetCashProvidedByUsedInFinancingActivities,,,101935000.000,,,,117283000.000,,,,129849000.000,,,,2424000.000
