,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayable,1000.000,,4300.000,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,530813.000,670353.000,763775.000,940317.000,984176.000,982487.000,974944.000,1126861.000
AccountsReceivableNetCurrent,,,,137344.000,132663.000,,,,,,34364.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,2574.000,60374.000,23159.000,88688.000,219275.000,321973.000,535113.000,537010.000
AdditionalPaidInCapital,9310.000,,20710.000,312683.000,312683.000,312683.000,320763.000,,887591.000,897591.000,
AdditionalPaidInCapitalCommonStock,,,,,,,,881892.000,,,897591.000
Assets,15176.000,,5404.000,612682.000,490771.000,437379.000,380739.000,475137.000,462643.000,389172.000,429875.000
AssetsCurrent,15176.000,,5404.000,416353.000,304677.000,122930.000,83329.000,52323.000,54782.000,22760.000,63281.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,100740.000,100740.000,100740.000,100740.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,10374.000,10374.000,10374.000,10374.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,1770.000,1770.000,1770.000,1770.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,88596.000,88596.000,88596.000,88596.000,
Cash,15176.000,,5404.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,209.000,,,1547.000,4374.000,9745.000,,
CashEquivalentsAtCarryingValue,15176.000,2291.000,5404.000,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,,,,338650000.000,338650000.000,338650000.000,339162500.000,346862500.000,369353231.000,374353231.000,374353231.000
CommonStockSharesOutstanding,,,,338650000.000,338650000.000,338650000.000,339162500.000,346862500.000,369353231.000,374353231.000,374353231.000
CommonStockValue,1990.000,,2590.000,338650.000,338650.000,338650.000,339163.000,346863.000,369354.000,374354.000,374354.000
ConvertibleDebt,,,,,,,,50000.000,,,
ConvertibleDebtFairValueDisclosures,,,,,,,,,,47758.000,-47758.000
ConvertibleLongTermNotesPayable,,,,1310138.000,1378663.000,483708.000,2741.000,,,,
ConvertibleNotesPayable,,,,,,966363.000,947410.000,917108.000,896853.000,,
ConvertibleNotesPayableCurrent,,,,,,482655.000,944669.000,917108.000,896853.000,850667.000,858439.000
DebtInstrumentInterestRateEffectivePercentage,,,,,0.270,,,0.211,,,
DebtInstrumentInterestRateStatedPercentage,,,,0.100,0.100,,,,,,
DebtInstrumentUnamortizedDiscount,,,,210415.000,210415.000,,-210415.000,210415.000,-210415.000,-210415.000,
DeferredIncomeTaxLiabilities,,,,,,28768.000,,18069.000,,,
DeferredTaxAssetsGross,,,,,,767060.000,,931063.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,543575.000,,99211.000,,,
DeferredTaxAssetsOther,,,,,,141255.000,,,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,82230.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,738292.000,,912994.000,,,
DeferredTaxLiabilitiesFinancingArrangements,,,,,,28768.000,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,47961.000,47961.000
DerivativeLiabilities,,,,,,,,35267.000,,,
DerivativeLiabilitiesCurrent,,,,,,,,,203.000,47961.000,47961.000
DerivativeLiabilitiesNoncurrent,,,,,,,104775.000,35267.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-3299.000,,-44351.000,1932834.000,2378631.000,2746274.000,3413927.000,3988564.000,,,
DueToOfficersOrStockholders,,,22155.000,,,,,,,,
DueToRelatedParties,6175.000,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,492300.000,475375.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,47758.000,47758.000
IntangibleAssetsNetExcludingGoodwill,,,,10015.000,9672.000,9900.000,9555.000,9101.000,8792.000,8043.000,8167.000
InterestPayableCurrentAndNoncurrent,,,,,,,,5560.000,,,
InventoryNet,,,,1559.000,1506.000,,,,,,
