,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayable,31550.000,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,44903.000,39729.000,22570.000,35149.000,32777.000,34408.000,19485.000,12857.000,38437.000,11000.000,24793.000,14735.000,11697.000,20463.000,13709.000,13047.000,14345.000,49469.000
AccountsReceivableNet,81789.000,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,61139.000,57915.000,65667.000,62096.000,101310.000,110947.000,86779.000,41800.000,47067.000,31616.000,85595.000,61126.000,82536.000,17389.000,31018.000,25723.000,25926.000,28981.000
AdditionalPaidInCapitalCommonStock,9848854.000,,9868170.000,9877828.000,9887485.000,9897143.000,9906801.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000,9916458.000
AssetRetirementObligation,193072.000,,195779.000,198172.000,200564.000,202956.000,205467.000,207979.000,210490.000,213001.000,215637.000,218273.000,220908.000,223544.000,226311.000,229077.000,231844.000,234610.000,237514.000,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,,,,,,240418.000
Assets,3861504.000,,2858691.000,2867620.000,2840463.000,2808456.000,2804406.000,2776395.000,2820989.000,2802102.000,2797025.000,2752912.000,2776784.000,2793024.000,2769818.000,2669724.000,2622887.000,2553805.000,2507501.000,2467990.000
AssetsCurrent,1383389.000,,1377736.000,1411266.000,1411335.000,1385128.000,1393407.000,1376327.000,1447602.000,1431841.000,1433431.000,1407122.000,1443508.000,1473287.000,1461394.000,1372473.000,1336969.000,1290849.000,1259497.000,1234832.000
AssetsNoncurrent,,,,,,,,,,,,,,,,,,,,1233158.000
Cash,,,1316597.000,1353351.000,1345668.000,,,,,,,,,,,,,,,
