,2016-09-30,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedOwnshareLendingArrangementIssuanceCosts,,424.000
AmortizationOfDebtDiscountPremium,,434182.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,10663250.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-129436.000
CostsIncurredDevelopmentCosts,,39397.000
Depreciation,,70.000
EarningsPerShareBasic,-0.130,-0.120
EarningsPerShareBasicAndDiluted,-0.130,-0.120
IncreaseDecreaseInAccountsPayable,,32891.000
IncreaseDecreaseInAccruedLiabilities,,-39397.000
IncreaseDecreaseInCustomerAdvances,,5420.000
IncreaseDecreaseInInterestPayableNet,,34023.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,264.000
InterestExpense,30627.000,37413.000
InterestPaid,,3390.000
InvestmentIncomeInterest,,0.000
LeaseOperatingExpense,,7900.000
MarketingAndAdvertisingExpense,,1790.000
NetCashProvidedByUsedInFinancingActivities,,255999.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,255999.000
NetCashProvidedByUsedInOperatingActivities,,-385435.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-385435.000
NetIncomeLoss,-268689.000,-260747.000
NetIncomeLossAttributableToNoncontrollingInterest,,-8347.000
OperatingExpenses,275079.000,269094.000
OperatingIncomeLoss,-268689.000,-269094.000
OtherSellingGeneralAndAdministrativeExpense,13312.000,30827.000
ProceedsFromBankDebt,,22899.000
ProceedsFromRelatedPartyDebt,,225000.000
ProceedsFromSaleAndCollectionOfNotesReceivable,124214.000,
ProfessionalFees,37119.000,23069.000
ProfitLoss,,-269094.000
ResearchAndDevelopmentExpense,,1222.000
Revenues,6390.000,
SalariesAndWages,194021.000,177785.000
SalesRevenueNet,6390.000,
ShareBasedCompensation,,424.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedInPeriodFairValue1,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,2100000.000,2100000.000
WeightedAverageNumberOfSharesOutstandingBasic,2100000.000,2100000.000
