,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-854000.000,-1305000.000,-2490000.000,-2024000.000,-1416000.000
AdditionalPaidInCapitalCommonStock,74871000.000,75206000.000,75555000.000,75919000.000,76101000.000
AllowanceForCreditLossesChangeInMethodOfCalculatingImpairment,,,,,1300000.000
Assets,1041255000.000,1070583000.000,1026829000.000,1024743000.000,997972000.000
AvailableForSaleSecurities,168815000.000,157194000.000,144896000.000,171925000.000,166806000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,169066000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,26114000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,14189000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,11925000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenAmortizedCostBasis,,,,,10263000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,5255000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenAmortizedCostBasis,,,,,3067000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,3050000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,,,,,100000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,101000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,169066000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,166806000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,166806000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,-5740000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,-5712000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,-5775000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,-63000.000
