,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-51000.000,,,,
AdvertisingExpense,9000.000,17000.000,18000.000,23000.000,16000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,2000.000,28000.000,,6000.000
AllowanceForLoanAndLeaseLossesWriteOffs,,-30000.000,-29000.000,,-28000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,17000.000,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,2911000.000,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,10000.000,,
BankOwnedLifeInsuranceIncome,,,,,2000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1385000.000,,,,-513000.000
ComprehensiveIncomeNetOfTax,-47000.000,-119000.000,-130000.000,14000.000,-78000.000
CurrentIncomeTaxExpenseBenefit,0.000,,,,
DeferredIncomeTaxExpenseBenefit,0.000,,,,
DefinedBenefitPlanActualReturnOnPlanAssets,25000.000,,,,92000.000
DefinedBenefitPlanBenefitsPaid,68000.000,,,,69000.000
DefinedBenefitPlanContributionsByEmployer,0.000,,,,69000.000
Depreciation,32000.000,,,,
DepreciationAndAmortization,,,,,186000.000
EarningsPerShareBasic,,,,,-0.150
EmployeeStockOwnershipPlanESOPCashContributionsToESOP,,,,,14000.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,,,,10000.000
EquipmentExpense,35000.000,37000.000,,,
FederalDepositInsuranceCorporationPremiumExpense,21000.000,21000.000,,,
ForeclosedRealEstateExpense,9000.000,49000.000,,,
GainLossOnSaleOfSecuritiesNet,,,7000.000,,
GainsLossesOnSalesOfOtherRealEstate,-1000.000,-26000.000,20000.000,17000.000,
ImpairedFinancingReceivableAverageRecordedInvestment,,1827000.000,,,881000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,28000.000,29000.000,,,15000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,27000.000,29000.000,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,,,,,881000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,,,,,15000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-133000.000,-153000.000,-123000.000,-50000.000,-115000.000
IncomeTaxExpenseBenefit,0.000,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,-2000.000,,,,13000.000
IncreaseDecreaseInDeposits,4406000.000,,,,1651000.000
IncreaseDecreaseInInterestPayableNet,,,,,1000.000
IncreaseDecreaseInOperatingCapital,,,,,-36000.000
IncreaseDecreaseInOtherOperatingAssets,458000.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,70000.000,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,62293.000
InformationTechnologyAndDataProcessing,51000.000,52000.000,53000.000,53000.000,56000.000
InterestAndDividendIncomeOperating,872000.000,869000.000,883000.000,916000.000,928000.000
InterestAndDividendIncomeSecurities,46000.000,52000.000,59000.000,93000.000,101000.000
InterestAndFeeIncomeLoansAndLeases,817000.000,806000.000,814000.000,818000.000,818000.000
InterestExpense,309000.000,328000.000,311000.000,308000.000,299000.000
InterestExpenseDeposits,238000.000,257000.000,267000.000,270000.000,261000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,71000.000,71000.000,44000.000,38000.000,38000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,563000.000,541000.000,572000.000,608000.000,629000.000
InterestIncomeExpenseNet,563000.000,541000.000,572000.000,608000.000,629000.000
InterestIncomeOther,9000.000,11000.000,10000.000,5000.000,9000.000
LaborAndRelatedExpense,414000.000,333000.000,370000.000,352000.000,428000.000
LineOfCreditFacilityCommitmentFeeAmount,2500000.000,,,,
LoansAndLeasesReceivableCommitmentsFixedRates,2020000.000,,,,
NetCashProvidedByUsedInFinancingActivities,1406000.000,,,,4651000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1406000.000,,,,4651000.000
NetCashProvidedByUsedInInvestingActivities,414000.000,,,,-5267000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,414000.000,,,,-5267000.000
NetCashProvidedByUsedInOperatingActivities,-435000.000,,,,103000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-435000.000,,,,103000.000
NetIncomeLoss,-133000.000,-153000.000,-123000.000,-50000.000,-115000.000
NoninterestExpense,723000.000,720000.000,755000.000,716000.000,784000.000
NoninterestIncome,27000.000,26000.000,60000.000,58000.000,40000.000
NoninterestIncomeOther,23000.000,22000.000,26000.000,13000.000,21000.000
OccupancyNet,60000.000,56000.000,92000.000,186000.000,117000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,-2000.000,-2000.000,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsAndTax,,,-45000.000,,18000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-34000.000,,12000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,-18000.000,,6000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,86000.000,38000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,86000.000,34000.000,-7000.000,64000.000,37000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,27000.000,29000.000,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,27000.000,29000.000,-27000.000,-390000.000,-25000.000
