,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,44297304.000,47820000.000,45923000.000,64833000.000,70875000.000,80769000.000,85426000.000,106401000.000,122040000.000,99259000.000,121633000.000,108039000.000,133003000.000,163704000.000
AccountsPayableCurrent,77777574.000,116278050.000,93506089.000,71419981.000,80896210.000,79153405.000,101007455.000,66404098.000,67318276.000,77333742.000,88733043.000,65598000.000,73748000.000,79787000.000,87787000.000,63646000.000,79275000.000,112384000.000,114759000.000,91042000.000,112968000.000,125014000.000,126583000.000,89577000.000
AccountsReceivableNet,81902348.000,143856513.000,109296773.000,84952455.000,96645375.000,103092925.000,84124627.000,88298744.000,76760410.000,79043751.000,86008308.000,76420000.000,74940000.000,92728000.000,71661000.000,65644000.000,68605000.000,75649000.000,73372000.000,69113000.000,80445000.000,80737000.000,85354000.000,55098000.000
AccountsReceivableNetNoncurrent,214684987.000,236595684.000,110212186.000,124282323.000,135987922.000,138557444.000,91854808.000,92979544.000,60900144.000,27616681.000,44297275.000,47345000.000,50488000.000,65335000.000,79167000.000,84316000.000,82659000.000,103589000.000,125804000.000,104449000.000,131738000.000,124888000.000,158209000.000,188162000.000
AccruedIncomeTaxesCurrent,981664.000,802290.000,0.000,,,,,,,,,0.000,0.000,0.000,,573000.000,0.000,920000.000,,834000.000,718000.000,631000.000,,699000.000
AccruedLiabilitiesCurrent,7029400.000,12260683.000,8917723.000,10755461.000,11970730.000,12827600.000,13157024.000,9540592.000,10667868.000,11847160.000,11947022.000,12243000.000,19978000.000,23501000.000,26944000.000,26646000.000,26155000.000,31785000.000,21983000.000,21590000.000,21724000.000,22403000.000,22763000.000,20425000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,13735145.000,,,,16407563.000,,,,19246000.000,,,,22152000.000,,,,25240000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4225296.000,182181.000,-1868352.000,-129421.000,-1549234.000,-612594.000,713194.000,685747.000,1697350.000,2949677.000,3112442.000,1726000.000,1389000.000,-257000.000,-2620000.000,-5028000.000,-2995000.000,-5646000.000,-5228000.000,-7622000.000,-9212000.000,-8913000.000,-6591000.000,-6380000.000
AdditionalPaidInCapital,83567211.000,86725095.000,86067852.000,89115280.000,91192620.000,93987142.000,93141432.000,94806437.000,96024019.000,97360315.000,102586666.000,103625000.000,104899000.000,108625000.000,107445000.000,108504000.000,109015000.000,109417000.000,110311000.000,111004000.000,111539000.000,112366000.000,112926000.000,113509000.000
AllowanceForDoubtfulAccountsReceivable,,,,,1101413.000,1094524.000,1174458.000,1224106.000,1520632.000,1619517.000,1519088.000,1627000.000,1586000.000,2098000.000,2851000.000,2793000.000,2678000.000,2795000.000,3729000.000,4365000.000,5957000.000,7981000.000,7836000.000,7373000.000
AssetRetirementObligation,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,,,,,
Assets,660579017.000,788433613.000,645597467.000,625978593.000,660675789.000,681699498.000,675472003.000,630892995.000,619949075.000,597156445.000,604659563.000,581097000.000,586983000.000,634365000.000,629659000.000,612637000.000,637097000.000,694781000.000,728743000.000,670178000.000,724423000.000,734094000.000,797281000.000,815250000.000
AssetsCurrent,261652198.000,310817685.000,283062460.000,246604068.000,263347437.000,268164012.000,297842841.000,244350400.000,242223533.000,254416001.000,249832120.000,220350000.000,224029000.000,244739000.000,226735000.000,210194000.000,227109000.000,256271000.000,263698000.000,226009000.000,243438000.000,236578000.000,226061000.000,199283000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000
AssetsNoncurrent,398926819.000,477615928.000,362535007.000,379374525.000,397328352.000,413535486.000,377629162.000,386542595.000,377725542.000,342740444.000,,,,,,,,,,,,,,
BankOverdrafts,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
BillingsInExcessOfCostCurrent,27452444.000,31345206.000,26982858.000,27947000.000,35223966.000,28246514.000,22271655.000,23200163.000,22525255.000,14532741.000,16932639.000,13723000.000,15639000.000,18968000.000,18291000.000,22736000.000,23930000.000,25492000.000,28744000.000,25880000.000,22259000.000,18723000.000,21189000.000,18145000.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,3511000.000,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,,,,,,,,,15640000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,,,,,,,,,,,,,14896000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,,,,,,,,,,,,,744000.000,
CashAndCashEquivalentsAtCarryingValue,59782193.000,31734749.000,26277366.000,38435362.000,28909987.000,26176800.000,63347645.000,20963260.000,17629963.000,18790233.000,17170736.000,20740000.000,16408000.000,23486000.000,23762000.000,17662000.000,19319000.000,21256000.000,21645000.000,17102000.000,15277000.000,18357000.000,20607000.000,24453000.000
ConstructionInProgressGross,6801519.000,8170697.000,6027689.000,6860433.000,7183871.000,8262787.000,9038725.000,10684119.000,11458555.000,11877141.000,9686354.000,11161000.000,11193000.000,11565000.000,9674000.000,11849000.000,14416000.000,15781000.000,15538000.000,17328000.000,17149000.000,15037000.000,9180000.000,10195000.000
ContractReceivableRetainage,18396605.000,18562244.000,26089216.000,20539058.000,24026640.000,21059147.000,23197784.000,22151086.000,24758030.000,24895807.000,21018816.000,15250000.000,14422000.000,14378000.000,15968000.000,11001000.000,11900000.000,20407000.000,21454000.000,23339000.000,21959000.000,21797000.000,17465000.000,18802000.000
CostsInExcessOfBillingsOnUncompletedContractsOrPrograms,46589790.000,55093772.000,69251022.000,51524518.000,57044768.000,63136398.000,62096284.000,43528591.000,52564885.000,64020703.000,71204421.000,49754000.000,56003000.000,53318000.000,66325000.000,63147000.000,68905000.000,76650000.000,88334000.000,58426000.000,69797000.000,60085000.000,56914000.000,50055000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,,,,,596000.000,,,,777000.000,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,,,5528000.000,
DeferredFinanceCostsNoncurrentNet,3750820.000,3722968.000,2994692.000,2881730.000,2743539.000,2812625.000,5746177.000,5943326.000,6103850.000,5554225.000,5319642.000,5301000.000,5102000.000,4594000.000,4313000.000,4866000.000,4922000.000,5323000.000,5303000.000,,,,,
DeferredIncomeTaxLiabilities,,,,,,,28883919.000,,,,25665010.000,,,,37977000.000,,,,35734000.000,,,,36625000.000,
DeferredTaxAssetsDerivativeInstruments,,,,,,,3125847.000,,,,1073383.000,,,,1715000.000,,,,1804000.000,,,,1500000.000,
DeferredTaxAssetsGross,,,,,,,12013852.000,,,,21142000.000,,,,39403000.000,,,,38846000.000,,,,34932000.000,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,,,,,2357000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-19697511.000,,,,-6475771.000,,,,-2569000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,9186408.000,,,,19189239.000,,,,35408000.000,,,,31724000.000,,,,27588000.000,
DeferredTaxAssetsNetCurrent,11484214.000,12668142.000,6456671.000,6456671.000,6456671.000,7409218.000,5190718.000,6254639.000,4480218.000,4503551.000,4842635.000,4843000.000,6047000.000,6224000.000,5440000.000,5714000.000,5363000.000,6069000.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,267996.000,,,,345350.000,,,,7498000.000,,,,8220000.000,,,,8044000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,1225197.000,,,,9524077.000,,,,19116000.000,,,,18110000.000,,,,14449000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,2151789.000,,,,3121734.000,,,,2774000.000,,,,3330000.000,,,,4259000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,3901636.000,5721385.000,2725533.000,1202597.000,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,,,,,,,2603512.000,,,,3110186.000,,,,3638000.000,,,,3651000.000,,,,4597000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,1302684.000,,,,2343662.000,,,,2893000.000,,,,2252000.000,,,,732000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,2827444.000,,,,1952761.000,,,,3995000.000,,,,7122000.000,,,,7344000.000,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,4010000.000,,,,9037000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,,,,,,160000.000,160000.000,160000.000,160000.000,,,,160000.000,,,,,
DeferredTaxLiabilitiesGrossCurrent,,,,,,,,,,,,,,,3156000.000,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,16344070.000,24125829.000,29953103.000,29402775.000,29443957.000,29526453.000,24888229.000,25593697.000,23273100.000,22677085.000,11318406.000,14707000.000,16180000.000,15267000.000,7210000.000,5940000.000,5277000.000,4524000.000,4010000.000,1962000.000,1311000.000,2417000.000,9037000.000,4236000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,26839863.000,,,,23504155.000,,,,31326000.000,,,,32542000.000,,,,30974000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,5282170.000,,,,11802483.000,12638000.000,13807000.000,15066000.000,16404000.000,17201000.000,18414000.000,19221000.000,20189000.000,20750000.000,21040000.000,21462000.000,21776000.000,22011000.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,22055664.000,21121000.000,23659000.000,28080000.000,27642000.000,27121000.000,27611000.000,27204000.000,26959000.000,26835000.000,26322000.000,26077000.000,25707000.000,25384000.000
FiniteLivedIntangibleAssetsNet,,,,,9756506.000,10390246.000,9742878.000,9423283.000,11490617.000,10236744.000,10253181.000,8483000.000,9852000.000,13014000.000,11238000.000,9920000.000,9197000.000,7983000.000,6770000.000,6085000.000,5282000.000,4615000.000,3931000.000,3373000.000
Goodwill,20580995.000,41907853.000,47881346.000,47922855.000,47878130.000,50317305.000,48968390.000,50379564.000,55239777.000,55615137.000,53074362.000,53659000.000,56460000.000,61116000.000,60479000.000,59402000.000,59883000.000,59371000.000,59085000.000,59092000.000,58615000.000,58361000.000,57976000.000,55439000.000
GoodwillImpairedAccumulatedImpairmentLoss,,,,,,,,,,,1016325.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000,1016000.000
IncomeTaxReceivable,9184403.000,9504152.000,9662771.000,10287965.000,8227139.000,7851575.000,5385242.000,6586390.000,5760545.000,5951233.000,3970726.000,8321000.000,10646000.000,7516000.000,3525000.000,5076000.000,2855000.000,0.000,2151000.000,1576000.000,0.000,0.000,406000.000,521000.000
IntangibleAssetsNetExcludingGoodwill,,13221000.000,12727528.000,11071284.000,9756506.000,10390246.000,9742878.000,9423283.000,11490617.000,10236744.000,10253181.000,8483000.000,9852000.000,13014000.000,11238000.000,9920000.000,9197000.000,7983000.000,6770000.000,6085000.000,5282000.000,4615000.000,3931000.000,3373000.000
InventoryNet,8763084.000,8323380.000,8635633.000,8776498.000,9145857.000,7093211.000,9502289.000,11494463.000,11548873.000,9408046.000,10256415.000,9231000.000,9256000.000,9050000.000,8896000.000,8920000.000,10118000.000,12214000.000,13223000.000,13547000.000,14406000.000,13388000.000,12104000.000,10951000.000
