,2015-06-30,2015-09-30,2016-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-768.000
CostOfGoodsSold,,,96249.000
DepreciationDepletionAndAmortization,,,12863.000
EarningsPerShareBasic,0.000,-0.000,
EarningsPerShareBasicAndDiluted,,,0.000
FairValueOfAssetsAcquired,,,4593.000
GainLossOnSaleOfPropertyPlantEquipment,,,-820.000
GeneralAndAdministrativeExpense,2299.000,100.000,51133.000
GrossProfit,,,83680.000
IncomeLossFromContinuingOperations,,,6771.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,6771.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,7635.000
IncreaseDecreaseInAccountsReceivable,,,1602.000
IncreaseDecreaseInInventories,,,-12696.000
IncreaseDecreaseInOtherCurrentAssets,,,20421.000
InterestExpense,,,4895.000
InterestPaid,,,4895.000
LoansAssumed1,,,9506.000
NetCashProvidedByUsedInFinancingActivities,,,-24804.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-24804.000
NetCashProvidedByUsedInInvestingActivities,,,5274.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,5274.000
NetCashProvidedByUsedInOperatingActivities,,,18762.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,18762.000
NetIncomeLoss,-2299.000,-25184.000,6771.000
NonoperatingIncomeExpense,,,-4895.000
OperatingExpenses,2299.000,25184.000,72014.000
OperatingIncomeLoss,,,11666.000
PaymentsToAcquirePropertyPlantAndEquipment,,,2726.000
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,-1888.000
ProceedsFromRelatedPartyDebt,,,10667.000
ProceedsFromRepaymentsOfBankOverdrafts,,,990.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,8000.000
ProfessionalFees,,25084.000,
RepaymentsOfOtherDebt,,,7471.000
RepaymentsOfRelatedPartyDebt,,,27102.000
Revenues,,0.000,179929.000
SalariesAndWages,,,20061.000
SalesRevenueNet,,0.000,179929.000
StockIssued1,,,35233.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,10000000.000
WeightedAverageNumberOfSharesOutstandingBasic,10000000.000,10000000.000,
