,2013-08-31
AdjustmentsToAdditionalPaidInCapitalOther,12000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,140089.000
EarningsPerShareBasicAndDiluted,-0.030
GeneralAndAdministrativeExpense,57439.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-252550.000
IncreaseDecreaseInAccruedLiabilities,72456.000
InterestExpense,21817.000
NetCashProvidedByUsedInFinancingActivities,330000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,330000.000
NetCashProvidedByUsedInOperatingActivities,-189911.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-189911.000
NetIncomeLoss,-274367.000
OperatingExpenses,252550.000
OperatingIncomeLoss,-252550.000
ProceedsFromRelatedPartyDebt,330000.000
ProfessionalFees,195111.000
StockIssued1,175000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,175000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9788347.000
