,2011-12-31,2012-12-31,2014-03-27,2015-03-23
AllowanceForLoanAndLeaseLossesProvisionForLossGross,-986000.000,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,40000.000,,
AssetManagementCosts,277000.000,268000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1387000.000,-4276000.000,,
ComprehensiveIncomeNetOfTax,-1064000.000,310000.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,56000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,366000.000,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,-1207000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,215000.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,14872000.000,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,-9917000.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,4955000.000,,
EarningsPerShareBasicAndDiluted,-0.170,0.020,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,,
EquityMethodInvestmentDeferredGainOnSale,63000.000,53000.000,,
EquityMethodInvestmentDividendsOrDistributions,,0.000,,
ForeclosedRealEstateExpense,291000.000,,,
GainLossOnSaleOfOtherAssets,,978000.000,,
GainLossOnSaleOfOtherInvestments,316000.000,-13000.000,,
GainLossRelatedToLitigationSettlement,,55000.000,,
GainsLossesOnSalesOfInvestmentRealEstate,,-13000.000,,
GeneralInsuranceExpense,231000.000,222000.000,,
ImpairmentOfInvestments,247000.000,,,
ImpairmentOfRealEstate,462000.000,1232000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1071000.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,1417000.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.220,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.200,,
IncomeLossFromEquityMethodInvestments,718000.000,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-52000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1378000.000,-48000.000,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,24000.000,,,
IncreaseDecreaseInAssetsHeldForSale,,215000.000,,
IncreaseDecreaseInDueFromRelatedParties,637000.000,-112000.000,,
IncreaseDecreaseInOtherOperatingAssets,-165000.000,-189000.000,,
IncreaseDecreaseInReceivables,-630000.000,6000.000,,
InterestExpense,25000.000,4000.000,,
InterestIncomeDepositsWithFinancialInstitutions,6000.000,,,
InterestIncomeOperating,480000.000,935000.000,,
InterestPaid,-25000.000,4000.000,,
LitigationSettlementExpense,,23000.000,,
MarketableSecuritiesGainLoss,,3000.000,,
MarketableSecuritiesRealizedGainLoss,,3000.000,,
MarketableSecuritiesUnrealizedGainLoss,247000.000,,,
MortgageLoansOnRealEstateNumberOfLoans,,14.000,,
MortgageLoansOnRealEstateWriteDownOrReserveAmount,,900000.000,,
NetCashProvidedByUsedInFinancingActivities,-529000.000,-166000.000,,
