,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,7827.000,5120.000,18276.000,23745.000
AccountsReceivableNetCurrent,,,,167.000
AdditionalPaidInCapital,31185.000,130335.000,154335.000,178335.000
Assets,16941.000,77901.000,107561.000,97063.000
AssetsCurrent,16941.000,36532.000,19179.000,6631.000
Cash,16941.000,35532.000,13585.000,5908.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,25570700.000,26420700.000,26420700.000,26420700.000
CommonStockSharesOutstanding,25570700.000,26420700.000,26420700.000,26420700.000
CommonStockValue,25571.000,26421.000,26421.000,26421.000
DeferredRevenueCurrent,,,,756.000
DeferredTaxAssetsGross,,14014.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,14014.000,,
DeferredTaxAssetsValuationAllowance,,-14014.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,69589.000,90222.000,-141652.000,183499.000
DueToOfficersOrStockholdersCurrent,21947.000,21947.000,21647.000,
InvestmentBuildingAndBuildingImprovements,,33538.000,70975.000,70975.000
Land,,7867.000,17818.000,17818.000
LeaseholdImprovementsGross,,,,2750.000
Liabilities,,66367.000,123457.000,130806.000
LiabilitiesAndStockholdersEquity,16941.000,77901.000,107561.000,97063.000
LiabilitiesCurrent,29774.000,30052.000,123457.000,130806.000
NotesPayableCurrent,,2985.000,38773.000,38505.000
NotesPayableRelatedPartiesClassifiedCurrent,,,66408.000,
NotesPayableRelatedPartiesNoncurrent,,36315.000,,
OperatingLossCarryforwards,,75222.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,,,5594.000,556.000
PropertyPlantAndEquipmentOwnedGross,,1000.000,,
RealEstateAccumulatedDepreciation,,,,-1111.000
RealEstateInvestmentPropertyAccumulatedDepreciation,,-36.000,-411.000,
RealEstateInvestmentPropertyAtCost,,41405.000,88793.000,
RealEstateInvestmentPropertyNet,,41369.000,88382.000,90432.000
StockholdersEquity,-12833.000,11534.000,-15896.000,-33743.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,11534.000,-15896.000,-33743.000
ValuationAllowanceAmount,,14014.000,,
