,2011-07-01,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,-258000.000,,,,,,,,,,,
AdjustmentForAmortization,,,,2600000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,539000.000,,,
AllocatedShareBasedCompensationExpense,,,,421000.000,,1057000.000,302000.000,,617000.000,1066000.000,622000.000,501000.000,539000.000,1058000.000,741000.000,819000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,620000.000,,,,,,,,,,,
AmortizationOfAcquiredIntangibleAssets,,,,,2400000.000,2231000.000,,,,,,,,,,
AmortizationOfAcquisitionCosts,,8000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,1985000.000,,2641000.000,2433000.000,2273000.000,2235000.000,2162000.000,2075000.000,1992000.000,1982000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,65000.000,,,,,,23000.000,,15000.000,15000.000,15000.000,-30000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,307000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,658000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,3960000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,3302000.000,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,-1245000.000,1863000.000,,2991000.000,2076000.000,-1001000.000,-301000.000,135000.000,1828000.000,-3393000.000,6677000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,1300000.000,2607000.000,1914000.000,1163000.000,3200000.000,3196000.000,682000.000,987000.000,510000.000,2246000.000,2135000.000,7162000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,3852000.000,51000.000,,209000.000,1120000.000,1683000.000,1288000.000,375000.000,418000.000,5528000.000,485000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,0.410,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,0.410,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,5349000.000,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,34294000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,36951000.000,,3944000.000,,,,-13317000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,12164000.000,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,
ComprehensiveIncomeNetOfTax,,,-1576000.000,6229000.000,6122000.000,1737000.000,3366000.000,8540000.000,8382000.000,10572000.000,-2839000.000,-65168000.000,-6319000.000,3650000.000,-20917000.000,-64161000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-580000.000,,-336000.000,-185000.000,-311000.000,-2512000.000,-326000.000,-11000.000,238000.000,143000.000,-363000.000,73000.000,211000.000,-297000.000
